rebalance_period_end,available_date,execution_date,ticker,sector,trailing_4q_net_income,trailing_4q_op_income,trailing_4q_cfo,trailing_4q_capex,trailing_4q_revenue,trailing_4q_buybacks,trailing_4q_dividends,latest_equity,latest_ltd,latest_assets,latest_shares,shares_1y_ago,rebalance_price,market_cap_estimate,dividend_missing_zero_fill,roic,fcf_margin,leverage,fcf_yield,earnings_yield,buyback_yield,dividend_yield,dilution,z_roic,z_fcf_margin,z_leverage,z_fcf_yield,z_earnings_yield,z_buyback_yield,z_dividend_yield,z_dilution,quality_score,value_score,sy_score,qv_score,rank
2010-12-31,2011-02-04,2011-02-07,SYK,Surgical & Medical Instruments & Apparatus,1398800000.0,2034000000.0,1376500000.0,170700000.0,7088100000.0,0.0,178700000.0,7306000000.0,996400000.0,7543700000.0,397000000.0,397600000.0,49.13284683227539,19505740192.41333,False,0.24498940065523223,0.1701161101000268,0.13638105666575417,0.06181770023108328,0.07171222348916843,0.0,0.009161405731708892,0.0,-1.1538427359548156,-0.24788312228385054,-0.37694051870098444,-0.603289474844234,-0.7357653614664527,-0.5694791039090886,-0.4017945108413595,-0.4999999999999999,-1.0247853395376816,-1.3390548363106867,-0.47127361475044827,-2.3638401758483685,5
2011-03-31,2011-05-05,2011-05-06,NFLX,Services-Video Tape Rental,188671000.0,304396000.0,350497000.0,42815000.0,2294559000.0,-159006000.0,0.0,275722000.0,200000000.0,721602000.0,52759000.0,52911000.0,3.2781429290771484,172951542.79518127,True,0.639861095345601,0.13409199763440383,0.7253683057572482,1.7790069693935828,1.0908893725419644,0.0,0.0,0.0,1.6236137892211495,-0.39013323904697156,2.1364311052008347,2.230112877320233,2.1993416429081005,-0.8033372847095771,-1.1424847019504014,-0.44721359549995804,-0.9029505550266568,4.429454520228333,-1.4986083911600205,3.5265039652016763,1
2011-03-31,2011-05-05,2011-05-06,MCD,Retail-Eating  Places,4485100000.0,6799500000.0,5819900000.0,62100000.0,11440000000.0,2377600000.0,2416600000.0,14634200000.0,8300000.0,4368500000.0,1055000000.0,1092200000.0,52.63565444946289,55530615444.18335,False,0.46436742359569744,0.5033041958041958,0.0005671645870631807,0.10368694735226658,0.0807680585587639,0.04281602105400483,0.0435183363387904,0.0,0.5264327339297405,1.8307381118313761,-0.8046344335259807,-0.4334627884750625,-0.6295649822238781,0.535847439680283,1.0313601206396246,-0.44721359549995804,3.1618052792870976,-1.0630277706989406,2.0144211558198655,2.098777508588157,2
2011-03-31,2011-05-05,2011-05-06,MSFT,Services-Prepackaged Software,24018000000.0,30910000000.0,25370000000.0,2498000000.0,71551000000.0,14640000000.0,5000000000.0,53452000000.0,11915000000.0,66263000000.0,8420000000.0,8767000000.0,19.80769920349121,166780827293.396,False,0.4728685728272676,0.3196601025841707,0.22291027463892837,0.13713806539503634,0.1440093588080615,0.08777987396744193,0.02997946515281487,0.0,0.5795816582874018,0.7260890579482056,0.09757945881299555,-0.380279168127827,-0.4524538463824518,1.9422113074352296,0.3550611738641181,-0.44721359549995804,1.208091257422612,-0.8327330145102788,2.744486076799306,0.3753582429123331,3
2011-03-31,2011-05-05,2011-05-06,CVX,Petroleum Refining,23259000000.0,36304000000.0,27842000000.0,10144000000.0,215551000000.0,0.0,5691000000.0,110850000000.0,9484000000.0,50851000000.0,1994735000.0,1994983000.0,56.12173461914063,111947988305.51149,False,0.30169361942593115,0.08210585893825591,0.08555705908885881,0.15809127316965535,0.20776612739592124,0.0,0.050836107786671296,0.0,-0.49059890229705283,-0.7028383085039898,-0.45976625429588297,-0.34696585866183915,-0.2738991098785922,-0.8033372847095771,1.3969002794138825,-0.44721359549995804,-0.7336709565051598,-0.6208649685404313,1.0407765902042634,-1.354535925045591,4
2011-03-31,2011-05-05,2011-05-06,AMZN,Retail-Catalog & Mail-Order Houses,1098000000.0,1565000000.0,1054000000.0,962000000.0,35507000000.0,0.0,0.0,7347000000.0,184000000.0,11288000000.0,451000000.0,445000000.0,9.880000114440918,4455880051.612854,True,0.2078077280573629,0.00259103838679697,0.025044235742479923,0.02064687534995463,0.24641596885054548,0.0,0.0,0.01348314606741573,-1.077570616670548,-1.1811328713823197,-0.7053124728183372,-0.5654874238648689,-0.16565786099320778,-0.8033372847095771,-1.1424847019504014,2.23606797749979,-1.553391015234531,-0.7311452848580767,-4.181889964159769,-2.2845363000926078,5
2011-03-31,2011-05-05,2011-05-06,SYK,Surgical & Medical Instruments & Apparatus,1225800000.0,1642400000.0,1323900000.0,178800000.0,7536100000.0,453400000.0,248700000.0,7452400000.0,996600000.0,6501200000.0,390000000.0,397200000.0,49.45294952392578,19286650314.331055,False,0.19438986862350574,0.15194862063932274,0.13372873168375288,0.05937267391368251,0.06355691527673742,0.023508488649431187,0.012894929702500078,0.0,-1.161458662470691,-0.2827227508463022,-0.26429740337362984,-0.5039176381906355,-0.677765843429971,-0.06804689298678189,-0.4983521700168224,-0.44721359549995804,-1.1798840099433634,-1.1816834816206065,-0.11918546750364628,-2.36156749156397,6
2011-06-30,2011-08-04,2011-08-05,NFLX,Services-Video Tape Rental,213366000.0,341850000.0,376637000.0,45770000.0,2563350000.0,-152751000.0,0.0,334034000.0,200000000.0,969444000.0,52470000.0,52486000.0,3.4444289207458496,180729185.47153473,True,0.6401277821262317,0.12907601381005326,0.5987414454815977,1.8307336423652079,1.1805840846530327,0.0,0.0,0.0,1.294910351977307,-0.42697281515340507,2.3106515041018607,2.4364347304135765,2.3755381285971353,-0.927994636978948,-0.9896230304592057,-0.408248290463863,-1.4427139672779588,4.811972859010712,-1.5093693769742909,3.3692588917327537,1
2011-06-30,2011-08-04,2011-08-05,MCD,Retail-Eating  Places,4604300000.0,6951300000.0,5950300000.0,169000000.0,11789600000.0,3271000000.0,2459700000.0,14453600000.0,919100000.0,3824200000.0,1042400000.0,1076000000.0,57.32695770263672,59757620709.228516,False,0.4521847170633656,0.4903728710049535,0.0635896939170864,0.09674581971947856,0.07704958707114232,0.05473778843900409,0.04116127735353664,0.0,0.6195873819200065,1.9083172712394294,-0.6643926087088289,-0.37015460151457286,-0.5102839281098307,0.2123244529075948,1.0482721630119687,-0.408248290463863,3.192297261868265,-0.8804385296244035,1.6688449063834265,2.311858732243861,2
2011-06-30,2011-08-04,2011-08-05,MSFT,Services-Prepackaged Software,24730000000.0,32064000000.0,26516000000.0,2261000000.0,73235000000.0,18783000000.0,4961000000.0,57083000000.0,11921000000.0,74918000000.0,8490000000.0,8813000000.0,19.79109764099121,168026418972.01538,False,0.46466871485710975,0.33119410118112924,0.2088362559781371,0.14435229976566746,0.14717923616594336,0.11178599243448906,0.02952511890898686,0.0,0.6644452779293115,0.87944421095356,0.1430698131228054,-0.29309994329649014,-0.32688985331618947,1.4007750263589478,0.4721658589985552,-0.408248290463863,1.4008196757600662,-0.6199897966126796,2.281189175821366,0.7808298791473866,3
2011-06-30,2011-08-04,2011-08-05,CVX,Petroleum Refining,25575000000.0,40745000000.0,27842000000.0,10144000000.0,231495000000.0,0.0,5691000000.0,116430000000.0,9484000000.0,54006000000.0,1994007000.0,1994983000.0,53.65866088867188,106995745422.63795,False,0.32359388153819274,0.07645089526771637,0.08145666924332216,0.1654084461965484,0.23902819592477825,0.0,0.0531890308116486,0.0,0.1575307216225813,-0.7671222384872257,-0.5650655681027704,-0.25901899118561633,-0.08669821949010974,-0.927994636978948,1.6437663394927824,-0.408248290463863,-0.04452594876187399,-0.3457172106757261,1.1240199929776975,-0.3902431594376001,4
2011-06-30,2011-08-04,2011-08-05,AMZN,Retail-Catalog & Mail-Order Houses,1082000000.0,1493000000.0,1227000000.0,1199000000.0,38854000000.0,0.0,0.0,7765000000.0,184000000.0,11279000000.0,453000000.0,447000000.0,10.135000228881836,4591155103.683472,True,0.18782236759340798,0.0007206465228805271,0.02369607211848036,0.006098683091219391,0.23567053945354932,0.0,0.0,0.013422818791946308,-0.3303277796511875,-1.2566147309128552,-0.8861713552487847,-0.5168737902586589,-0.09547873258213321,-0.927994636978948,-0.9896230304592057,2.4494897427831783,-0.700771155315258,-0.6123525228407921,-4.367107410221332,-1.31312367815605,5
2011-06-30,2011-08-04,2011-08-05,SYK,Surgical & Medical Instruments & Apparatus,1215900000.0,1609800000.0,1153400000.0,192100000.0,7823400000.0,453400000.0,259000000.0,7778000000.0,996700000.0,6502700000.0,388200000.0,397200000.0,41.5871696472168,16144139257.04956,False,0.18345926356456632,0.12287496484904262,0.128143481614811,0.05954482829304356,0.07531525717415133,0.028084495108775566,0.01604297360646862,0.0,-0.34600542314625726,-0.4670541163756653,-0.305521754809371,-0.4303671960386086,-0.514819325490982,-0.3429274134821726,-0.19533527012568916,-0.408248290463863,-0.5075377847125515,-0.9451865215295906,-0.13001439314399876,-1.4527243062421422,6
2011-06-30,2011-08-04,2011-08-05,INTU,Services-Prepackaged Software,-575000000.0,-975000000.0,-150000000.0,138000000.0,-1338000000.0,1360000000.0,0.0,2821000000.0,500000000.0,2644000000.0,303000000.0,314000000.0,38.29342269897461,11602907077.789307,True,-0.2935862691960253,0.21524663677130046,0.1772421127259837,-0.024821365720604602,-0.04955654614356821,0.11721200479174396,0.0,0.0,-2.060140530651762,0.1300024187361626,-0.03257003035491105,-0.5669202081196296,-0.8413680696078897,1.5138118451524734,-0.9896230304592057,-0.408248290463863,-1.8975680815606886,-1.4082882777275194,0.9324371051571306,-3.305856359288208,7
2011-09-30,2011-11-04,2011-11-07,NFLX,Services-Video Tape Rental,237859000.0,370064000.0,383941000.0,52508000.0,2831970000.0,-170541000.0,0.0,388352000.0,200000000.0,1190113000.0,52569000.0,52142000.0,1.2975709438323977,68212006.94632532,True,0.6289840095725008,0.11703266630649337,0.5149967040210943,4.858865980307515,3.4870547085231864,0.0,0.0,0.008189175712477466,1.383459383175154,0.2670812089526887,2.260376291751005,2.996747675988915,2.9888488048498547,-0.9712017204745139,-1.1596146036466477,1.1802467133195786,-0.6098356996231624,5.98559648083877,-3.31106303744074,5.375760781215607,1
2011-09-30,2011-11-04,2011-11-07,MCD,Retail-Eating  Places,4907600000.0,7593300000.0,6569600000.0,534100000.0,13082500000.0,3214500000.0,2546300000.0,13338200000.0,725400000.0,4421900000.0,1028800000.0,1072100000.0,64.18623352050781,66034797045.89844,False,0.5399257658067635,0.4613414867188993,0.054385149420461534,0.0913987817030003,0.07431839302222587,0.04867888058724123,0.03855997313401535,0.0,1.0523968001697075,1.0431440037972821,-0.7972908204860143,-0.3107060427849243,-0.37951555903567114,-0.06882127799989377,0.6774288481921853,-0.6115950384338342,2.892831624453004,-0.6902216018205954,1.2202026086261257,2.202610022632409,2
2011-09-30,2011-11-04,2011-11-07,NKE,Rubber & Plastics Footwear,2255000000.0,2989000000.0,1365600000.0,389700000.0,21864000000.0,1547800000.0,510000000.0,9899000000.0,116000000.0,11039000000.0,465000000.0,479600000.0,19.41222381591797,9026684074.401855,False,0.29845232151772344,0.04463501646542261,0.011718355389433275,0.10811279002967289,0.2498148801279971,0.1714693886749951,0.056499152490145685,0.0,0.15475028466198443,0.10389885885040488,-1.0805248201332447,-0.29911061764768343,-0.20630085432227702,2.207396902928295,1.5320729075385489,-0.6115950384338342,1.3391739636456341,-0.5054114719699605,4.351064848900678,0.8337624916756736,3
2011-09-30,2011-11-04,2011-11-07,CVX,Petroleum Refining,29640000000.0,47212000000.0,27842000000.0,10144000000.0,246209000000.0,0.0,5691000000.0,121676000000.0,9384000000.0,53025000000.0,1984643000.0,1996393000.0,59.6908073425293,118464942956.69937,False,0.36023195482984893,0.07188201893513235,0.07712285084979782,0.14939440781623364,0.2502006016314366,0.0,0.04803952847113717,0.0,0.38440813683389435,0.16531286753729527,-0.6463516588997915,-0.27047129312225693,-0.20592014791942115,-0.9712017204745139,1.1290462546120454,-0.6115950384338342,1.1960726632709813,-0.4763914410416781,0.7694395725713657,0.7196812222293032,4
2011-09-30,2011-11-04,2011-11-07,MSFT,Services-Prepackaged Software,25058000000.0,32140000000.0,26815000000.0,2133000000.0,74412000000.0,15783000000.0,5525000000.0,59391000000.0,11927000000.0,75271000000.0,8392000000.0,8614000000.0,20.784624099731445,174424565444.9463,False,0.45065761799265264,0.3316938128258883,0.20082167331750603,0.1415052973589915,0.1436609570221866,0.09048610761757406,0.03167558414668293,0.0,0.7205539258234538,0.7509216435742814,0.17479539549813014,-0.27594440214065996,-0.3110745779915107,0.7061764945691956,0.3494482848983269,-0.6115950384338342,1.296680173899605,-0.5870189801321707,1.6672198179013566,0.7096611937674343,5
2011-09-30,2011-11-04,2011-11-07,AMZN,Retail-Catalog & Mail-Order Houses,914000000.0,1331000000.0,1169000000.0,1413000000.0,42170000000.0,0.0,0.0,7766000000.0,184000000.0,11904000000.0,454000000.0,448000000.0,10.850000381469728,4925900173.187257,True,0.16742138364779874,-0.005786103865307091,0.02369302086015967,-0.049534093550686414,0.1855498422349483,0.0,0.0,0.013392857142857142,-0.3323403979136868,-0.009748986465299193,-1.0010336731479579,-0.40847891524259666,-0.26973032659046275,-0.9712017204745139,-1.1596146036466477,2.3188440492604125,0.6589442887689718,-0.6782092418330594,-4.449660373381574,-0.019264953064087598,6
2011-09-30,2011-11-04,2011-11-07,FDX,Air Courier Services,1736000000.0,2672000000.0,3252000000.0,3638000000.0,40131000000.0,0.0,147000000.0,15714000000.0,1539000000.0,7963000000.0,316000000.0,314000000.0,68.23328399658203,21561717742.91992,False,0.15487161653045847,-0.009618499414417782,0.0979381443298969,-0.017902098738248638,0.08051306582797833,0.0,0.006817638638659455,0.006369426751592357,-0.37899254534332116,-0.01838710266932328,-0.5081739738852584,-0.386534063916665,-0.3734014285562513,-0.9712017204745139,-0.8348141071674485,0.7820745064568481,0.11079432587261395,-0.7599354924729163,-2.5880903340988106,-0.6491411666003023,7
2011-09-30,2011-11-04,2011-11-07,SYK,Surgical & Medical Instruments & Apparatus,1205200000.0,1578900000.0,1171100000.0,190600000.0,8086700000.0,742400000.0,269500000.0,7557000000.0,1755000000.0,6931000000.0,386000000.0,397000000.0,40.92252349853516,15796094070.434572,False,0.16955541237113403,0.12124846970952305,0.23223501389440254,0.06207230696575771,0.07629734253455502,0.04699896041955994,0.017061179732046614,0.0,-0.32440742021862246,0.2765835161185399,0.38332585333859265,-0.33105142826688666,-0.3775623395663024,-0.09996264949296799,-0.3467995013520495,-0.6115950384338342,-0.43114975743867523,-0.7086137678331891,0.16483288758881676,-1.1397635252718643,8
2011-09-30,2011-11-04,2011-11-07,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",12142000000.0,17002000000.0,12618000000.0,2603000000.0,86037000000.0,8190000000.0,5515000000.0,65634000000.0,22372000000.0,23125000000.0,2945800000.0,3025600000.0,41.83332061767578,123232595875.54932,False,0.19319137331545577,0.11640340783616351,0.34085992016333,0.08126908249270341,0.09852912627323064,0.06645968902798212,0.04475276983996598,0.0,-0.23654377109225755,0.26566287733231697,1.1044080757685204,-0.31773357122454604,-0.3556196105746627,0.2607888854786322,0.9724611242183343,-0.6115950384338342,-1.075288969528461,-0.6733531817992087,1.8448450481308007,-1.7486421513276698,9
2011-09-30,2011-11-04,2011-11-07,INTU,Services-Prepackaged Software,-831000000.0,-1231000000.0,-336000000.0,134000000.0,372000000.0,1440000000.0,0.0,2616000000.0,500000000.0,2254000000.0,307000000.0,316000000.0,46.98946380615234,14425765388.488768,True,-0.39505776636713735,-1.2634408602150538,0.191131498470948,-0.03258059363526339,-0.057605262363625266,0.09982139326548782,0.0,0.0,-2.423284396096305,-2.844468887028187,0.11046933019601984,-0.3967173416426963,-0.5097239602932955,0.8792285264147949,-1.1596146036466477,-0.6115950384338342,-5.378222613320512,-0.9064413019359918,0.3312089612019814,-6.284663915256504,10
2011-12-31,2012-02-04,2012-02-06,NFLX,Services-Video Tape Rental,237859000.0,370064000.0,383941000.0,52508000.0,2831970000.0,-170541000.0,0.0,388352000.0,200000000.0,1190113000.0,52569000.0,52142000.0,1.8464289903640747,97064925.59444904,True,0.6289840095725008,0.11703266630649337,0.5149967040210943,3.4145495705088553,2.4505144215924966,0.0,0.0,0.008189175712477466,1.6614867481229274,0.2546795644131411,2.5817567772274503,3.7285937848605273,3.699163464270437,-0.9348099984341722,-1.0504129316616322,1.5875243999381232,-0.6655904646913817,7.4277572491309645,-3.572747330033928,6.762166784439582,1
2011-12-31,2012-02-04,2012-02-06,MCD,Retail-Eating  Places,4907600000.0,7593300000.0,6569600000.0,534100000.0,13082500000.0,3214500000.0,2546300000.0,13338200000.0,725400000.0,4421900000.0,1028800000.0,1061000000.0,67.99752044677734,69955849035.64453,False,0.5399257658067635,0.4613414867188993,0.054385149420461534,0.08627584516806791,0.07015281878001989,0.045950410784981244,0.03639867194954044,0.0,1.2878662001892403,0.48489873780761417,-0.7287022443815285,-0.25191966638719093,-0.32396454325852936,0.10528709878748099,0.8626548609287078,-0.6188879460157238,2.501467182378383,-0.5758842096457203,1.5868299057319126,1.9255829727326628,2
2011-12-31,2012-02-04,2012-02-06,NKE,Rubber & Plastics Footwear,2267000000.0,2998000000.0,1365600000.0,389700000.0,22753000000.0,1547800000.0,510000000.0,9843000000.0,114000000.0,10725000000.0,459200000.0,477900000.0,21.491838455200195,9869052218.62793,False,0.3010947072411369,0.04289104733441744,0.011581834806461445,0.09888487550587477,0.2297079749685604,0.15683370253918738,0.051676694853976975,0.0,0.2859130154892111,0.20510539952989873,-1.0363337347412134,-0.2368396522391083,-0.05429508763912389,2.615153450659716,1.66564826666213,-0.6188879460157238,1.5273521497603233,-0.2911347398782322,4.899689663337569,1.236217409882091,3
2011-12-31,2012-02-04,2012-02-06,CVX,Petroleum Refining,29640000000.0,47212000000.0,27842000000.0,10144000000.0,246209000000.0,0.0,5691000000.0,121676000000.0,9384000000.0,53025000000.0,1984643000.0,1997721000.0,59.57624816894531,118237583894.76013,False,0.36023195482984893,0.07188201893513235,0.07712285084979782,0.14968167833801882,0.2506817123934274,0.0,0.04813190368525625,0.0,0.5340078567203507,0.2244899668779699,-0.5652842231105217,-0.17608823164102505,-0.01884667914654737,-0.9348099984341722,1.4793385621284207,-0.6188879460157238,1.3237820467088424,-0.1949349107875724,1.1634165097099722,1.12884713592127,4
2011-12-31,2012-02-04,2012-02-06,SBUX,Retail-Eating & Drinking Places,1333700000.0,1958700000.0,2602100000.0,554700000.0,8793300000.0,548000000.0,418900000.0,4775300000.0,549500000.0,4237100000.0,747900000.0,745700000.0,18.3938045501709,13756726423.072815,False,0.3678448016826923,0.23283636404990163,0.11507130442066467,0.14882901186186967,0.09694893675890182,0.039835058366857766,0.03045055830269474,0.0029502480890438512,0.565945562790284,0.3321107250165139,-0.2925450804967228,-0.17710799463464486,-0.27867553649312193,-0.0331351740479248,0.5500295909676907,0.17599838147813263,1.1906013683035206,-0.4557835311277668,0.34089603544163327,0.7348178371757538,5
2011-12-31,2012-02-04,2012-02-06,AMZN,Retail-Catalog & Mail-Order Houses,1234000000.0,1358000000.0,1520000000.0,1580000000.0,38582000000.0,0.0,0.0,7757000000.0,129000000.0,17490000000.0,455000000.0,450000000.0,9.156999588012695,4166434812.5457764,True,0.17220390565559218,-0.001555129334923021,0.016630140518241587,-0.01440080133243193,0.29617648073701675,0.0,0.0,0.011111111111111112,-0.25481460135753153,0.17538684035646782,-1.0000510817758688,-0.3723258525042052,0.058045536096245534,-0.9348099984341722,-1.0504129316616322,2.3747824298033104,0.920623320774805,-0.31428031640795967,-4.360005359899115,0.6063430043668454,6
2011-12-31,2012-02-04,2012-02-06,MSFT,Services-Prepackaged Software,25058000000.0,32140000000.0,26815000000.0,2133000000.0,74412000000.0,15783000000.0,5525000000.0,59391000000.0,11927000000.0,75271000000.0,8392000000.0,8497000000.0,23.59784507751465,198033115890.50293,False,0.45065761799265264,0.3316938128258883,0.20082167331750603,0.12463572008656999,0.12653439242886602,0.07969879143206929,0.02789937417868484,0.0,0.9133650547695623,0.39821091993407076,0.3237509708843046,-0.20604243070831268,-0.2286721776838106,0.8691887080945417,0.4159426059431515,-0.6188879460157238,0.9878250038193285,-0.4347146083921233,1.904019260053417,0.5531103954272052,7
2011-12-31,2012-02-04,2012-02-06,APD,Industrial Inorganic Chemicals,1167800000.0,1697500000.0,1160400000.0,1237100000.0,10062400000.0,0.0,413900000.0,6057100000.0,463900000.0,3176200000.0,210300000.0,214200000.0,58.21855545043945,12243362211.227417,False,0.26031283545468487,-0.007622435999363969,0.0765878060457975,-0.006264619038197246,0.09538229612525088,0.0,0.033806073271314734,0.0,0.11482334834177074,0.17132998719962653,-0.5691296409700534,-0.3625952276408044,-0.28132336773167277,-0.9348099984341722,0.7263911797344683,-0.6188879460157238,0.8552829765114507,-0.6439185953724771,0.4104691273160199,0.2113643811389736,8
