strategy,total_return,cagr,sharpe,mdd,excess_cagr_vs_spy,information_ratio_vs_spy,avg_max_sector_weight,max_sector_weight,max_sector_name
Q005_quality_value_top30,11.047607899759083,0.1941227990310257,1.0878077009811267,-0.3008113920141965,0.046546254320245506,0.7974558709392633,0.11988304093567251,0.16666666666666666,Pharmaceutical Preparations
SPY_100,5.897025841594173,0.1475765447107802,0.9094998275902398,-0.337172402602658,0.0,,,,
