correction_rcept_no,correction_rcept_dt,stock_code,corp_code,corp_name,correction_report_nm,event_category,pass1_link_confidence,pass2_link_confidence,pass2_cross_category,pass2_raw_pool,pass2_long_window,n_cands_730d,root_cause,notes
20220104900567,2022-01-04,091970,542074,나노캠텍,[기재정정]주권매매거래정지기간변경(개선기간 부여),suspension_related,no_link,medium,False,False,False,2,source_pool_too_narrow,pass-2 search found a candidate pass-1 missed
20180321900419,2018-03-21,084180,243979,수성웹툰,[기재정정]주권매매거래정지기간변경(상장폐지 사유 발생),suspension_related,no_link,high,False,False,False,4,source_pool_too_narrow,pass-2 search found a candidate pass-1 missed
20240610900602,2024-06-10,006580,111227,대양제지공업,[기재정정]기타시장안내              (상장폐지결정 및 주권매매거래정지의 해제),resumption_related,no_link,medium,True,False,False,6,cross_category_original_likely,candidate in suspension_related
20240402900836,2024-04-02,196490,660121,디에이테크놀로지,[기재정정]주권매매거래정지              (풍문 또는 보도 관련),suspension_related,no_link,medium,False,False,False,3,source_pool_too_narrow,pass-2 search found a candidate pass-1 missed
20181008900702,2018-10-08,155960,676122,지디,[기재정정]주권매매거래정지해제,resumption_related,no_link,low,False,False,False,12,source_pool_too_narrow,pass-2 search found a candidate pass-1 missed
20181008900701,2018-10-08,194610,1011562,우성아이비,[기재정정]주권매매거래정지해제,resumption_related,no_link,low,False,False,False,4,source_pool_too_narrow,pass-2 search found a candidate pass-1 missed
20250626900815,2025-06-26,057880,410739,푸른소나무,[기재정정]주권매매거래정지해제              (상장폐지에 따른 정리매매 개시),resumption_related,no_link,medium,True,False,False,10,cross_category_original_likely,candidate in suspension_related
20250620900644,2025-06-20,182400,977650,엔케이젠바이오텍코리아,[기재정정]기타시장안내              (감사의견 관련 형식적 상장폐지 사유 해소 및 매매거래정지 지속 안내),suspension_related,no_link,medium,False,False,False,14,source_pool_too_narrow,pass-2 search found a candidate pass-1 missed
20250612900585,2025-06-12,222810,1091382,세토피아,[기재정정]주권매매거래정지해제              (상장폐지에 따른 정리매매 개시),resumption_related,no_link,medium,True,False,False,8,cross_category_original_likely,candidate in suspension_related
20250407601332,2025-04-07,288490,1267550,나라소프트,[기재정정]주권매매거래정지기간변경              (사업보고서 미제출),suspension_related,no_link,medium,False,False,False,5,source_pool_too_narrow,pass-2 search found a candidate pass-1 missed
20250407601118,2025-04-07,276240,1119651,엘리비젼,[기재정정]주권매매거래정지              (상장폐지 사유발생),suspension_related,no_link,no_link,False,False,False,0,source_pool_too_narrow,issuer has prior rows in raw pool but not filtered
20250123900765,2025-01-23,210120,550082,캔버스엔,[기재정정]주권매매거래정지해제              (액면분할 주권 변경상장),resumption_related,no_link,medium,True,False,False,2,cross_category_original_likely,candidate in suspension_related
