hypothesis,description,value,threshold,passes
H1,V1 cumulative net total return > 0,0.37925248594929184,0.0,True
H2,V1 cumulative net >= V2 cumulative net - 30pp,-19.715925140500037,-0.3,False
H3,"V1 positive in at least 2 of 2010, 2025, 2026",1.0,2.0,False
H4,V1 max drawdown improves on V2 by at least 5pp,-0.02917904213183975,-0.05,False
H5,V1 positive in >= 8 of 16 years,2.0,8.0,False
H6,V1 net / V1 cost-0 >= 0.7,0.8735253345354939,0.7,True
H7,"D005 improves D001 net, or improves/holds risk-adjusted profile with Sharpe >= 0.40",-0.9114317009257815,0.0,False
H8,D005 V1 subperiod cumulative net is >= 0 in both 2010-2017 and 2018-2026,0.0,0.0,True
H9,"B7 block effect, composite distribution, ON share, and D001 overlap are descriptive checks",-0.0558870431666918,,
