group,scenario,aum_krw,commission_bps,tax_bps_sell,slippage_bps,cumulative_net_total_return,sharpe,max_drawdown,trade_count,mean_participation,max_participation,mean_impact_bps,mean_traded_impact_bps
C_capacity_curve,aum_1e8,100000000.0,1.5,20.0,5.0,2.5442917385355255,0.5331810352315165,-0.3392322238281573,110,0.00012234940861356665,0.0004944828826964624,0.09846721782384255,0.09846721782384255
C_capacity_curve,aum_5e8,500000000.0,1.5,20.0,5.0,2.5424650077641404,0.5329530597213478,-0.3392292650947033,110,0.0006117470430678332,0.0024724144134823122,0.22017939260939087,0.22017939260939087
C_capacity_curve,aum_1e9,1000000000.0,1.5,20.0,5.0,2.5410968257033097,0.5327822301038463,-0.3392270480601154,110,0.0012234940861356664,0.0049448288269646245,0.311380683183271,0.311380683183271
C_capacity_curve,aum_3e9,3000000000.0,1.5,20.0,5.0,2.5376795532649163,0.5323552506023213,-0.3392215068595029,110,0.003670482258406999,0.014834486480893872,0.5393271637689332,0.5393271637689332
C_capacity_curve,aum_5e9,5000000000.0,1.5,20.0,5.0,2.535328694814895,0.5320612654007241,-0.33921769174677263,110,0.006117470430678333,0.02472414413482312,0.6962683744781194,0.6962683744781194
C_capacity_curve,aum_1e10,10000000000.0,1.5,20.0,5.0,2.531012737355118,0.531521001536298,-0.3392106808970251,110,0.012234940861356666,0.04944828826964624,0.9846721782384257,0.9846721782384257
C_capacity_curve,aum_3e10,30000000000.0,1.5,20.0,5.0,2.520248765770169,0.5301705635075707,-0.33919315819892504,110,0.03670482258407,0.14834486480893874,1.70550224150847,1.70550224150847
C_capacity_curve,aum_5e10,50000000000.0,1.5,20.0,5.0,2.512857020679824,0.5292406930871498,-0.3391810938699731,110,0.06117470430678333,0.24724144134823123,2.201793926093909,2.201793926093909
C_capacity_curve,aum_1e11,100000000000.0,1.5,20.0,5.0,2.4993143539034803,0.527531718070111,-0.33915892390845226,110,0.12234940861356666,0.49448288269646246,3.1138068318327097,3.1138068318327097
