signal_date,mode,n_stocks,rank_ic,rank_ic_mean_quarterly,rank_ic_std_quarterly,rank_ic_t_stat,n_quarters
2017-03-31 00:00:00,universe,83,0.0011964233239578524,,,,
2017-06-30 00:00:00,universe,86,0.08140950044813434,,,,
2017-12-28 00:00:00,universe,77,-0.045401966454598035,,,,
2019-06-28 00:00:00,universe,75,0.0022190611664295876,,,,
2019-09-30 00:00:00,universe,85,-0.048778581199921824,,,,
2019-12-30 00:00:00,universe,71,0.007176391683433936,,,,
2020-03-31 00:00:00,universe,90,0.020685681359838663,,,,
2020-06-30 00:00:00,universe,80,0.2506563525550868,,,,
2020-09-29 00:00:00,universe,73,0.049148463532025184,,,,
2020-12-30 00:00:00,universe,79,0.18977604673807205,,,,
2021-03-31 00:00:00,universe,70,0.236322281515178,,,,
2021-06-30 00:00:00,universe,76,0.11513328776486671,,,,
2021-09-30 00:00:00,universe,76,0.14020505809979494,,,,
2021-12-30 00:00:00,universe,75,0.006145092460881935,,,,
2023-09-27 00:00:00,universe,85,-0.1845221809654094,,,,
2023-12-28 00:00:00,universe,78,-0.02540497477206338,,,,
2024-03-29 00:00:00,universe,85,0.3357826851670901,,,,
2024-09-30 00:00:00,universe,89,-0.1523663602315288,,,,
2025-06-30 00:00:00,universe,93,-0.28423502730446715,,,,
2025-09-30 00:00:00,universe,85,0.18342778972053936,,,,
2025-12-30 00:00:00,universe,88,0.19888344898031068,,,,
2026-03-31 00:00:00,universe,90,0.05293657653208215,,,,
ALL,universe,1789,0.03760478148125412,0.05138159318726061,0.1497588969615515,1.6092602131827731,22.0
