carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F005-A D013 direct,0.03760478148125412,0.05138159318726061,1.6092602131827731,22.0,0.06618370578597452,1.7263644308703627,0.7272727272727273
