year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,-0.07505583742550737,0.31675953872996554,0.0,0.0,-0.07505583742550737
2018,-0.02635941088333782,-0.08401784948302582,0.0,0.0,-0.02635941088333782
2019,0.118909011816835,0.17019485930094325,0.0,0.0277493483052602,0.0911596635115748
2020,0.5022722495256435,0.5251287429311848,0.0,0.2461360848272729,0.25613616469837064
2021,-0.3119390929254714,0.13170240063376726,0.0,-0.035316520549102,-0.2766225723763694
2022,-0.02785443518254982,-0.18442405395793493,0.0,0.0,-0.02785443518254982
2023,-0.3281200958429552,0.3279894204214897,0.0,-0.0177293971971159,-0.3103906986458393
2024,-0.019026425360678223,0.034981455283805474,0.0,0.0422472179791628,-0.061273643339841026
2025,-0.15928741014994696,1.047004780803555,0.0,0.7666554035490463,-0.9259428136989932
2026,0.4666959950678322,0.7344109727369705,0.0,0.0,0.4666959950678322
