variant,comparator,delta_total_return_pp,delta_cagr_pp,delta_sharpe,delta_mdd_pp,variant_cagr,comparator_cagr,variant_sharpe,comparator_sharpe,variant_mdd,comparator_mdd
K002-A,P08_IEF30,-85.94657716296786,-0.8842840292107912,-0.06980864829945799,-0.42888597916673765,0.11845139483019862,0.12729423512230653,1.104580881338511,1.174389529637969,-0.16836601701739617,-0.1640771572257288
K002-A,SPY_100,-494.5945396649974,-4.056825912858608,0.19082012664987924,12.779951344474593,0.11845139483019862,0.1590196539587847,1.104580881338511,0.9137607546886317,-0.16836601701739617,-0.2961655304621421
K002-A,QQQ_100,-1626.525388300758,-9.112176641231141,0.10084401573593982,13.807388901272223,0.11845139483019862,0.20957316124251002,1.104580881338511,1.0037368656025711,-0.16836601701739617,-0.3064399060301184
K002-A,K001-B,-82.85266414518784,-0.8542384038852768,-0.06273451733147595,-0.6340129233564307,0.11845139483019862,0.1269937788690514,1.104580881338511,1.167315398669987,-0.16836601701739617,-0.16202588778383187
K002-A,N002-B,12.814281408348283,0.14153148733901944,-0.09329178380838798,-1.9548667628093264,0.11845139483019862,0.11703607995680843,1.104580881338511,1.197872665146899,-0.16836601701739617,-0.1488173493893029
