variant,cumulative_net_total_return,sharpe,max_drawdown,trade_count,e012_rs_breadth_exact_reproduction,e011_exact_match,d013_exact_match
E014_rs_breadth_top4,4.979884423916734,0.6995072799136423,-0.3551638436079382,110,False,False,False
