date,ticker,signal_value,signal_date,execution_date,included_in_trade
2017-03-31,035420,1.2501987122850946,2017-03-31,2017-04-03,True
2017-03-31,017670,1.2501987122850946,2017-03-31,2017-04-03,True
2017-03-31,005930,0.8065659400784548,2017-03-31,2017-04-03,True
2017-03-31,000720,0.4410445752664467,2017-03-31,2017-04-03,True
2017-03-31,207940,0.4278168704783652,2017-03-31,2017-04-03,True
2017-06-30,005490,0.8652977951366239,2017-06-30,2017-07-03,True
2017-06-30,010130,0.8652977951366239,2017-06-30,2017-07-03,True
2017-06-30,207940,0.6863153897115629,2017-06-30,2017-07-03,True
2017-06-30,086280,0.41155621942576925,2017-06-30,2017-07-03,True
2017-06-30,005930,0.37293034499591593,2017-06-30,2017-07-03,True
2017-12-28,207940,1.28462176636667,2017-12-28,2018-01-02,True
2017-12-28,128940,1.28462176636667,2017-12-28,2018-01-02,True
2017-12-28,021240,1.0176636851576064,2017-12-28,2018-01-02,True
2017-12-28,005490,0.6653198561820559,2017-12-28,2018-01-02,True
2017-12-28,051910,0.45166476520074134,2017-12-28,2018-01-02,True
2019-06-28,005380,1.5266327758974851,2019-06-28,2019-07-01,True
2019-06-28,012330,1.5266327758974851,2019-06-28,2019-07-01,True
2019-06-28,005930,0.7735422606383352,2019-06-28,2019-07-01,True
2019-06-28,086280,0.6102240262339262,2019-06-28,2019-07-01,True
2019-06-28,068270,0.5566237106411294,2019-06-28,2019-07-01,True
2019-09-30,005930,1.307301287358153,2019-09-30,2019-10-01,True
2019-09-30,000660,1.307301287358153,2019-09-30,2019-10-01,True
2019-09-30,005380,0.766731087004406,2019-09-30,2019-10-01,True
2019-09-30,033780,0.550134508805881,2019-09-30,2019-10-01,True
2019-09-30,018880,0.48933434982558943,2019-09-30,2019-10-01,True
2019-12-30,005930,1.3362997676582353,2019-12-30,2020-01-02,True
2019-12-30,000660,1.3362997676582353,2019-12-30,2020-01-02,True
