signal_date,sector_rank,sector_code,sector_name,flow_score,rs_score,breadth_score,combined_score,n_holdings,tickers
2010-03-31,1,05,조선/기계/산업재,-1.294302493458548,1.6402136359419761,1.4821904588462302,1.561202047394103,0,
2010-03-31,2,01,반도체/IT하드웨어,1.0422421176096064,0.4714731019035697,1.7239833558847673,1.0977282288941685,0,
2010-03-31,3,02,자동차/운송장비,0.5717490748546946,-0.044218666959693814,0.8172599919902543,0.3865206625152803,0,
2010-03-31,4,03,2차전지/화학/소재,-0.2977762689344061,0.38778747425316923,-0.37961484835050247,0.004086312951333382,0,
2010-06-30,1,05,조선/기계/산업재,-0.076863089170609,0.7721776461447151,1.8141177908033337,1.2931477184740243,0,
2010-06-30,2,12,건설/부동산,-0.34133263991655644,0.12290991472908955,1.2068910167850524,0.664900465757071,0,
2010-06-30,3,02,자동차/운송장비,-0.1179220285065096,0.9878938897079199,0.19484639342125062,0.5913701415645852,0,
2010-06-30,4,99,기타,-0.9996213472505648,1.586396310925633,-0.6906926520220757,0.4478518294517786,0,
2010-09-30,1,02,자동차/운송장비,2.0231020407163847,0.5021576685908953,1.5596246792401793,1.0308911739155373,0,
2010-09-30,2,05,조선/기계/산업재,-0.37644432669634637,0.721377075731944,1.1227096933563356,0.9220433845441398,0,
2010-09-30,3,12,건설/부동산,-0.4362100172446234,0.8544092238938334,0.9479436990027982,0.9011764614483158,0,
2010-09-30,4,09,소비재/유통,0.42100859508472277,1.2641922085843846,0.13236905868629034,0.6982806336353375,0,
2010-12-30,1,06,금융,0.5282808000616164,1.2209253316941469,0.945594271227002,1.0832598014605743,0,
2010-12-30,2,03,2차전지/화학/소재,0.08633329897977561,1.4390341587623845,0.6738560046044383,1.0564450816834114,0,
2010-12-30,3,01,반도체/IT하드웨어,0.35120228075999393,1.259455226221185,0.1983140380149517,0.7288846321180684,0,
2010-12-30,4,02,자동차/운송장비,1.4518957622139093,0.658536733497087,0.447407449085635,0.5529720912913609,0,
2011-03-31,1,03,2차전지/화학/소재,0.2895257050165857,2.0712780120419336,1.2575561431435918,1.6644170775927627,0,
2011-03-31,2,02,자동차/운송장비,-0.3036065009534743,0.7087985470802509,1.4726319388291367,1.0907152429546938,0,
2011-03-31,3,99,기타,-2.0842066234464416,0.1761994741311679,0.5406368241917752,0.3584181491614715,0,
2011-03-31,4,06,금융,0.46734436517224975,-0.08664578108126253,0.689756042533753,0.30155513072624524,0,
2011-06-30,1,08,인터넷/게임/SW,-0.029190203279077905,0.3107884438001956,2.0740591688197596,1.1924238063099777,0,
2011-06-30,2,02,자동차/운송장비,0.056097222591750845,1.20819308833381,0.2626626589016985,0.7354278736177542,0,
2011-06-30,3,09,소비재/유통,0.40145661426787654,0.600456127746061,0.7566798888793514,0.6785680083127063,0,
2011-06-30,4,03,2차전지/화학/소재,-1.1090361880173454,0.19772906399017098,0.09799024890914754,0.14785965644965926,0,
2011-09-30,1,02,자동차/운송장비,1.246445425502206,0.23367160926915478,2.0618497796070963,1.1477606944381256,0,
2011-09-30,2,01,반도체/IT하드웨어,0.4126993583406342,0.9228525914345141,0.558493300640316,0.7406729460374151,0,
2011-09-30,3,08,인터넷/게임/SW,-2.2546089877001583,1.648807695073869,-0.443744352004204,0.6025316715348326,0,
2011-09-30,4,05,조선/기계/산업재,0.04758004383264271,0.18250018433536033,0.30793388747918615,0.24521703590727323,0,
2011-12-29,1,12,건설/부동산,1.5134852949487512,2.3749710468416345,2.0244724611450993,2.1997217539933667,0,
2011-12-29,2,05,조선/기계/산업재,-0.20227449209503964,0.34729388091066415,1.084260731594058,0.7157773062523611,0,
2011-12-29,3,10,음식료,1.3179147587147355,0.45475530873429687,0.14404900204301663,0.2994021553886568,0,
2011-12-29,4,01,반도체/IT하드웨어,-1.618971814659226,0.8420447087274627,-1.109566637358372,-0.1337609643154546,0,
2012-03-30,1,07,헬스케어,-0.3764102061014838,2.9437546726171218,1.7511575123206093,2.3474560924688657,0,
2012-03-30,2,05,조선/기계/산업재,0.16754225286368976,-0.1975218590170638,0.9069355711192139,0.35470685605107505,0,
2012-03-30,3,02,자동차/운송장비,1.364078427456868,-0.3474839895390907,0.9069355711192139,0.27972579079006155,0,
2012-03-30,4,08,인터넷/게임/SW,0.7222666741088163,-0.38214254017584925,0.9069355711192139,0.2623965154716823,0,
2012-06-29,1,08,인터넷/게임/SW,1.5066518018191983,0.6613428425214352,1.6792743567316755,1.1703085996265554,0,
2012-06-29,2,10,음식료,0.9925954865424323,1.5103668480674732,0.3248528008617299,0.9176098244646016,0,
2012-06-29,3,06,금융,0.7096139624703525,-0.4557826030050783,1.1916825966184952,0.3679499968067085,0,
2012-06-29,4,05,조선/기계/산업재,-0.7899808923053445,1.6973382635036296,-1.0295687550082153,0.33388475424770714,0,
2012-09-28,1,07,헬스케어,-0.33144610676683706,3.148308761493858,0.43971537276093325,1.7940120671273956,0,
2012-09-28,2,01,반도체/IT하드웨어,1.5227007251505684,-0.175776602415184,1.4496111189920875,0.6369172582884517,0,
2012-09-28,3,04,철강금속,1.0812913053910942,-0.380540557700914,1.4496111189920875,0.5345352806455868,0,
2012-09-28,4,03,2차전지/화학/소재,0.40096787076558577,-0.2585198558528148,0.5839861936510983,0.16273316889914174,0,
2012-12-28,1,06,금융,0.9025062419140913,0.8142854010327886,1.4383258013854523,1.1263056012091204,0,
2012-12-28,2,03,2차전지/화학/소재,0.8803784624049599,0.507710755952825,1.6654600632551746,1.0865854096039997,0,
2012-12-28,3,09,소비재/유통,0.26195464435485166,0.3591668298691866,0.7821601559840338,0.5706634929266101,0,
2012-12-28,4,01,반도체/IT하드웨어,0.5884875727388049,1.7381780938863272,-0.7488930166192764,0.49464253863352536,0,
2013-03-29,1,07,헬스케어,0.23566943428097117,2.891047871833439,0.6105464674021673,1.7507971696178033,0,
2013-03-29,2,08,인터넷/게임/SW,0.7512031949231385,0.436051058231716,1.120212714767895,0.7781318864998056,0,
2013-03-29,3,09,소비재/유통,1.566392533872225,0.2316701846005164,1.2592126004130937,0.7454413925068051,0,
2013-03-29,4,02,자동차/운송장비,-0.4645671911463009,-0.08146523594794727,1.120212714767895,0.5193737394099739,0,
2013-06-28,1,02,자동차/운송장비,1.42878349424914,1.1929561927602161,2.3360969754834238,1.7645265841218198,0,
2013-06-28,2,08,인터넷/게임/SW,-0.058576144990773106,1.2704857411861754,0.3616860460788395,0.8160858936325075,0,
2013-06-28,3,09,소비재/유통,-1.0682153284563525,0.6120513389731314,0.559127139019298,0.5855892389962147,0,
