period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.2656029117705616,0.2743921329261527,0.03490654533451609,0.03595036084997916,-0.042342174509581665,-0.04235439193305368,10,10
2018-2026,2018-01-01,2026-05-04,3.643855321523331,3.958433782323472,0.2083081789511103,0.21810713150007888,-0.3551638436079382,-0.34892756012736625,100,100
