period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,-0.07033739563062968,-0.0648215904986692,-0.010567612798154213,-0.009714657930296022,-0.10217769835785173,-0.10165769835785154,9,9
2018-2026,2018-01-01,2026-05-04,-0.5512047096746737,-0.5217789604787927,-0.09401121610690089,-0.08689340344007335,-0.7864378005494476,-0.7744880888844531,100,100
