signal_date,mode,top_mean_forward_return,bottom_mean_forward_return,spread,spread_std,spread_t_stat,positive_spread_ratio,n_quarters
2017-03-31 00:00:00,within_sector,-0.18668806212931624,0.21242604560751116,-0.39911410773682743,,,,
2017-06-30 00:00:00,within_sector,0.10959593511432841,-0.04699520153798206,0.15659113665231048,,,,
2017-12-28 00:00:00,within_sector,0.10459170540348547,0.20838173403573873,-0.10379002863225326,,,,
2019-06-28 00:00:00,within_sector,-0.01478144956016661,-0.12148132135712741,0.1066998717969608,,,,
2019-09-30 00:00:00,within_sector,-0.09299828478102218,0.27101221910291867,-0.36401050388394085,,,,
2019-12-30 00:00:00,within_sector,0.33603877262865933,-0.1950941354216175,0.5311329080502768,,,,
2020-03-31 00:00:00,within_sector,0.39091037293366565,0.10031964066224083,0.29059073227142485,,,,
2020-06-30 00:00:00,within_sector,0.2109626770755929,0.29100733638911636,-0.08004465931352345,,,,
2020-09-29 00:00:00,within_sector,0.31724145989930086,0.33301054413901165,-0.015769084239710796,,,,
2020-12-30 00:00:00,within_sector,0.04208916251270853,0.1312350476778387,-0.08914588516513017,,,,
2021-03-31 00:00:00,within_sector,0.28005463347553183,0.04694867175888626,0.23310596171664558,,,,
2021-06-30 00:00:00,within_sector,0.16469525333965468,-0.04064391722512581,0.2053391705647805,,,,
2021-09-30 00:00:00,within_sector,0.027273718297183003,-0.02246013044554593,0.04973384874272893,,,,
2021-12-30 00:00:00,within_sector,0.34355372678802326,0.19019283874317122,0.15336088804485204,,,,
2023-09-27 00:00:00,within_sector,-0.009854403496867614,0.04399684378115429,-0.0538512472780219,,,,
2023-12-28 00:00:00,within_sector,0.09780450428069531,0.07247033305815803,0.025334171222537283,,,,
2024-03-29 00:00:00,within_sector,0.13471562079825294,0.070377316868527,0.06433830392972595,,,,
2024-09-30 00:00:00,within_sector,0.014395845650615385,-0.10182124111837454,0.11621708676898992,,,,
2025-06-30 00:00:00,within_sector,0.16958949599522954,0.04663674792033326,0.12295274807489628,,,,
2025-09-30 00:00:00,within_sector,0.8146726005663916,0.08718306534388104,0.7274895352225106,,,,
2025-12-30 00:00:00,within_sector,0.4292541673485043,0.38969649603540923,0.039557671313095066,,,,
2026-03-31 00:00:00,within_sector,0.277185658984885,0.2884707403587972,-0.011285081373912209,,,,
ALL,within_sector,0.18001377777842434,0.10249407610804183,0.07751970167038251,0.24661042496814106,1.4743887265047504,0.6363636363636364,22.0
