carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F002-B E014,0.08981737184444895,0.11647909840651889,2.335549649214219,22.0,0.07751970167038251,1.4743887265047504,0.6363636363636364
