signal_date,kospi_proxy_level,kospi_proxy_sma_200,regime_gate_on
2010-10-04,1.1988101103034643,,False
2010-10-05,1.199087881947855,,False
2010-10-06,1.2156317744159049,,False
2010-10-07,1.2142486982520555,,False
2010-10-08,1.2122945658751325,,False
2010-10-11,1.208179144608112,,False
2010-10-12,1.1945697084532203,,False
2010-10-13,1.200290575327669,,False
2010-10-14,1.2159943411342338,,False
2010-10-15,1.2179282347075295,,False
2010-10-18,1.2011634370197937,,False
2010-10-19,1.1898059317185252,,False
2010-10-20,1.1986125917958839,1.060571941354047,True
2010-10-21,1.2018715160590179,1.061539240260192,True
2010-10-22,1.2168375584957418,1.0625939962805362,True
2010-10-25,1.2292753448694163,1.0636651875885255,True
2010-10-26,1.23200398982886,1.0648105723600705,True
2010-10-27,1.2261270775064907,1.0658886739266136,True
2010-10-28,1.2254620326147059,1.0669629237527287,True
2010-10-29,1.2098901000996543,1.0679443372568571,True
2010-11-01,1.2311838623852822,1.06911154749791,True
2010-11-02,1.2337754579491063,1.0702460962390437,True
2010-11-03,1.245777730931545,1.0713895377797433,True
2010-11-04,1.2505865570550248,1.0725244749179887,True
2010-11-05,1.2489379683934885,1.073653557991318,True
2010-11-08,1.2513510733608924,1.074779529799056,True
2010-11-09,1.2548951574528246,1.075897937704408,True
2010-11-10,1.2684750210458537,1.0771952155661575,True
2010-11-11,1.234830440919982,1.0783632260034761,True
2010-11-12,1.234319806647221,1.0796246534784901,True
2010-11-15,1.2356420146771898,1.0809252863287917,True
2010-11-16,1.2270531237891114,1.0821287942616324,True
2010-11-17,1.2263240212735962,1.083447571203166,True
2010-11-18,1.2465620817057053,1.084853230860043,True
2010-11-19,1.255451875092166,1.0863334285718134,True
2010-11-22,1.2586617376139988,1.087769930153975,True
2010-11-23,1.2490571058390265,1.089152381554847,True
2010-11-24,1.2479354131121445,1.0906762527475093,True
2010-11-25,1.249389956179698,1.0922483736113837,True
2010-11-26,1.2329082209970497,1.093682860290186,True
2010-11-29,1.2291424045784964,1.0950982180927538,True
2010-11-30,1.235509190755291,1.09646030501843,True
2010-12-01,1.2520993297452068,1.0979167944663408,True
2010-12-02,1.266132899745946,1.0994201740785932,True
2010-12-03,1.271372791818978,1.1008691383798728,True
2010-12-06,1.2696612667192972,1.1023275332203875,True
2010-12-07,1.2758396513188672,1.1038981100481393,True
2010-12-08,1.2717881499431178,1.1053475304367089,True
2010-12-09,1.2937833602370328,1.106900551827149,True
2010-12-10,1.292343963822055,1.1084933932988887,True
2010-12-13,1.2995212383163144,1.1101977095705815,True
2010-12-14,1.3082311179123594,1.111923165437023,True
2010-12-15,1.3141304084376146,1.113613346402544,True
2010-12-16,1.3090459336547513,1.1152552617691602,True
2010-12-17,1.3206722716781518,1.1169671771792575,True
2010-12-20,1.317195256525371,1.1186114777307394,True
2010-12-21,1.3288132405077038,1.1202353788293637,True
2010-12-22,1.3298285135208485,1.1218609071504864,True
2010-12-23,1.3296646171907802,1.1234804463627552,True
2010-12-24,1.3250281262198094,1.1250924718479145,True
2010-12-27,1.3206407809962113,1.1266626734518497,True
2010-12-28,1.3282351706389617,1.1283100763251477,True
2010-12-29,1.335348711817476,1.1299966082133337,True
2010-12-30,1.3405310889047695,1.13160210600742,True
2011-01-03,1.3534854468871247,1.1332946294842816,True
2011-01-04,1.3640753648278965,1.1350057785342393,True
2011-01-05,1.3634568250182104,1.1367533918122446,True
2011-01-06,1.3608014469643694,1.1384586152399059,True
2011-01-07,1.3669409483367951,1.1401958050266299,True
2011-01-10,1.3638954462689297,1.1418940801283064,True
2011-01-11,1.36927852760037,1.1435900922420201,True
2011-01-12,1.3743321547260536,1.14532747732125,True
2011-01-13,1.371190004311094,1.1470226207253236,True
2011-01-14,1.3841406444080049,1.1488036705484523,True
2011-01-17,1.37917402947609,1.1504780393627363,True
2011-01-18,1.377601823792665,1.15212908966783,True
2011-01-19,1.3908382932834014,1.1538391724777626,True
2011-01-20,1.3852943523182932,1.1555166085838373,True
2011-01-21,1.3615986221872265,1.1570720135345345,True
2011-01-24,1.370059435458198,1.1586468620815678,True
2011-01-25,1.3733783819353214,1.1602655334951004,True
2011-01-26,1.3895113424715375,1.1620042742139933,True
2011-01-27,1.3931580037053208,1.1637590178339574,True
2011-01-28,1.3892511442330395,1.1654173126976088,True
2011-01-31,1.3648115981785813,1.166925461012189,True
2011-02-01,1.3669102848700627,1.1684717812080168,True
2011-02-07,1.374130342093373,1.1701418752816257,True
2011-02-08,1.3667615935992032,1.171734930621483,True
2011-02-09,1.3513410875239185,1.1731589133796423,True
2011-02-10,1.3274036730153038,1.1744858423124362,True
2011-02-11,1.3071766136312857,1.175717471745763,True
2011-02-14,1.3325672868326355,1.1770286056821968,True
2011-02-15,1.330294652164671,1.178335089154747,True
2011-02-16,1.3165594624620391,1.1796181238320607,True
2011-02-17,1.309504113431488,1.1808803256790923,True
2011-02-18,1.3338158738589174,1.1822214387062147,True
2011-02-21,1.329262497070089,1.1835997922768913,True
2011-02-22,1.3064878643893663,1.1848699275829868,True
2011-02-23,1.3011829217117916,1.1862156939365431,True
2011-02-24,1.2940492878881829,1.1876380405683253,True
2011-02-25,1.3035769074435186,1.1890131946623834,True
2011-02-28,1.2880593691146671,1.190330627060655,True
2011-03-02,1.281190456386154,1.1916385969813141,True
2011-03-03,1.3098887621940483,1.1929911225480483,True
2011-03-04,1.3327894832917144,1.194451578653162,True
2011-03-07,1.3171129550450043,1.1959654877699462,True
2011-03-08,1.3281359067675589,1.1975549198266013,True
2011-03-09,1.332091077666389,1.1992002469727776,True
2011-03-10,1.3192815125912691,1.2008706784844125,True
2011-03-11,1.3022947997389462,1.2024385894954623,True
2011-03-14,1.3154896601670867,1.204206244018405,True
2011-03-15,1.2844578808374176,1.2057478829926693,True
2011-03-16,1.3078309295378503,1.2073252462720563,True
2011-03-17,1.3090758700322322,1.2088601283759628,True
2011-03-18,1.3243536880529372,1.2104125392870568,True
2011-03-21,1.3396933941487343,1.2120727447497623,True
2011-03-22,1.3472347750901408,1.2136710854313848,True
2011-03-23,1.3468881627416849,1.2152581470295316,True
2011-03-24,1.3638714140656285,1.2170090314009263,True
2011-03-25,1.3758443254363883,1.2187764470725369,True
2011-03-28,1.377986559526688,1.2205657500678884,True
2011-03-29,1.388925747591403,1.2223946518078523,True
2011-03-30,1.402496515224928,1.2242156745306296,True
2011-03-31,1.4132688511837879,1.226041991310959,True
2011-04-01,1.4232837048097111,1.227918329468143,True
2011-04-04,1.4207386101728623,1.2297327709261168,True
2011-04-05,1.4309481257722005,1.231588199247747,True
2011-04-06,1.4293588403156683,1.2334222669732646,True
2011-04-07,1.426798524199057,1.235155159337345,True
2011-04-08,1.4314774638145507,1.2369350809198714,True
2011-04-11,1.4280896091744506,1.238714224514255,True
2011-04-12,1.4062426755807282,1.240339376360627,True
2011-04-13,1.4286809898010866,1.2421059333252675,True
2011-04-14,1.4423069718432056,1.243932517223031,True
2011-04-15,1.4424995656707102,1.2458343415875375,True
2011-04-18,1.4419073783324705,1.2477599688767131,True
2011-04-19,1.432447691545798,1.2496731668640824,True
2011-04-20,1.4652036049613137,1.2517921793861182,True
2011-04-21,1.4860416703408774,1.2540015423606343,True
2011-04-22,1.486311203566643,1.2561806624468637,True
2011-04-25,1.49971066055787,1.2584544162857865,True
2011-04-26,1.4938396110506182,1.2606255915362454,True
2011-04-27,1.4960464903315618,1.2627298361127002,True
2011-04-28,1.4982915562297539,1.2648092933799326,True
2011-04-29,1.4889286504264059,1.2668369713656698,True
2011-05-02,1.5145968575877566,1.2689183888980242,True
2011-05-03,1.496252982366622,1.2709278696259552,True
2011-05-04,1.483352157067609,1.272910368444959,True
2011-05-06,1.4616598257592748,1.2748032787897803,True
2011-05-09,1.4564949942376244,1.2766536081367597,True
2011-05-11,1.475804973830626,1.2785605047394946,True
2011-05-12,1.4464349645616634,1.2803591795774225,True
2011-05-13,1.445844499489572,1.2820814532385096,True
2011-05-16,1.4355405855722392,1.2837159483603822,True
2011-05-17,1.4348807500440255,1.285348268939357,True
2011-05-18,1.4584943892768691,1.2870808003144385,True
2011-05-19,1.4315403702519733,1.288684871064734,True
2011-05-20,1.4428973661256494,1.2903788686606714,True
2011-05-23,1.4056721967647354,1.291811414453751,True
2011-05-24,1.4102991397504263,1.2932390458529337,True
2011-05-25,1.3932146763619875,1.2945832142277953,True
2011-05-26,1.4323596214377163,1.2961377910349747,True
2011-05-27,1.4385315106478667,1.297721143630297,True
2011-05-30,1.4346888733544774,1.2992641481898435,True
2011-05-31,1.4689199331077714,1.301004286978573,True
2011-06-01,1.4688734088477442,1.3028144492839295,True
2011-06-02,1.450778156770588,1.3046472309622104,True
2011-06-03,1.451216371646142,1.3064034350166474,True
2011-06-07,1.4426502676840682,1.3081245609467083,True
2011-06-08,1.4320785900245543,1.3097544724290835,True
2011-06-09,1.4244971406676208,1.3113226393088646,True
2011-06-10,1.4081615107233547,1.312751709901319,True
2011-06-13,1.4102465489108427,1.314202365731315,True
2011-06-14,1.4302609432052076,1.3157747654593461,True
2011-06-15,1.437394148747787,1.3174030975899689,True
2011-06-16,1.4104383415886041,1.3189762179373061,True
2011-06-17,1.4011524441551626,1.3205173048125518,True
2011-06-20,1.39355529795531,1.3220195597146291,True
2011-06-21,1.4137104121643136,1.3235249337222288,True
2011-06-22,1.4251522329180613,1.3251400790057104,True
2011-06-23,1.420209335759006,1.3266585723546163,True
2011-06-24,1.4448922626340444,1.3282632463861992,True
2011-06-27,1.4311094574524184,1.3297835188153553,True
2011-06-28,1.4264998318432587,1.3312399043770924,True
2011-06-29,1.448831285577498,1.3328210779909413,True
2011-06-30,1.4539367157193765,1.3344529094408406,True
2011-07-01,1.4718924285384076,1.3361557031752258,True
2011-07-04,1.4860063325384054,1.3378693017796461,True
2011-07-05,1.4978293448506466,1.3395871292208137,True
2011-07-06,1.5049751847253745,1.3413500076778113,True
2011-07-07,1.512100725173504,1.343119032748418,True
2011-07-08,1.5123469509158152,1.3449253497091265,True
2011-07-11,1.4967412565063587,1.346602253439859,True
2011-07-12,1.4642596939929202,1.3480982450830072,True
2011-07-13,1.4787624620933242,1.3496185261948213,True
2011-07-14,1.4796702409360614,1.351094464769394,True
2011-07-15,1.490607039339375,1.352638797419439,True
2011-07-18,1.4810615314236089,1.3540992046832592,True
2011-07-19,1.4814747830983799,1.355539538581553,True
2011-07-20,1.4994132683910903,1.3570537166743943,True
2011-07-21,1.4933135467379683,1.3585262338565667,True
2011-07-22,1.5120672285142331,1.3600911305893988,True
2011-07-25,1.498059010428416,1.3615032667694615,True
2011-07-26,1.511282783077853,1.3629884371935903,True
2011-07-27,1.5156776533983378,1.3645053526312065,True
2011-07-28,1.5030650273752137,1.365979782045042,True
2011-07-29,1.487831010254855,1.36744608855405,True
2011-08-01,1.515637585335962,1.3690228236040916,True
2011-08-02,1.4807058248411546,1.3703463810226262,True
2011-08-03,1.4428508500982964,1.37147099409958,True
2011-08-04,1.410616138819649,1.372518257608579,True
2011-08-05,1.3592267196418997,1.3733653615481962,False
2011-08-08,1.3080534757860465,1.3739125659681468,False
2011-08-09,1.2617203785233657,1.3742118102804688,False
2011-08-10,1.2666639279575491,1.3744609421277778,False
2011-08-11,1.27530371340047,1.3746910839704327,False
2011-08-12,1.259835004519003,1.3748302390438836,False
2011-08-16,1.3215809990762557,1.3753075086517326,False
2011-08-17,1.3312988675582251,1.3758366928264503,False
2011-08-18,1.3110425298025024,1.3763424549749643,False
2011-08-19,1.2324552316774475,1.3763488118214253,False
2011-08-22,1.210207575030778,1.3762309724068336,False
2011-08-23,1.2592814515889041,1.3762984910101204,False
2011-08-24,1.2444138236467162,1.3762676273430787,False
2011-08-25,1.2521352873045943,1.3762836139376344,False
2011-08-26,1.2631105231644724,1.3763424111866522,False
2011-08-29,1.3000443629485625,1.376568157214131,False
2011-08-30,1.310824417104293,1.3767799041944233,False
2011-08-31,1.3370817511053839,1.37729116074535,False
2011-09-01,1.3381502465508481,1.377810312944868,False
2011-09-02,1.3295103805108648,1.3782796547740366,False
2011-09-05,1.2724460474340784,1.3785066193922615,False
2011-09-06,1.2595090163234983,1.378672544367511,False
2011-09-07,1.3080263241943817,1.3789798655799543,False
2011-09-08,1.31831821157424,1.3792941972623647,False
2011-09-09,1.2947957825428869,1.3794748674870092,False
2011-09-14,1.2499735889319343,1.3794794499024738,False
2011-09-15,1.2688628404248552,1.3795840870390372,False
2011-09-16,1.3167247937132227,1.3799207612267048,False
2011-09-19,1.3036504957130959,1.3802744726002851,False
2011-09-20,1.316361312630286,1.380710567140544,False
2011-09-21,1.3285406319161748,1.3811757243463483,False
2011-09-22,1.2908355973529473,1.3813694056843873,False
2011-09-23,1.2181215606186784,1.381129348988751,False
2011-09-26,1.188962723865157,1.3807172986489815,False
2011-09-27,1.2498615863233447,1.380618300247002,False
2011-09-28,1.2413914880481849,1.3804460594306485,False
2011-09-29,1.2754189538148337,1.3804642134500071,False
2011-09-30,1.2762596637369221,1.3803765949675064,False
2011-10-04,1.2320220796029564,1.380074985546411,False
2011-10-05,1.2055420747609902,1.3796050897286347,False
2011-10-06,1.2391373109361516,1.3792596206937535,False
2011-10-07,1.276436363042395,1.3790711504667772,False
2011-10-10,1.281948443197243,1.37893566301449,False
2011-10-11,1.3033169993242877,1.3788488866527202,False
2011-10-12,1.3145346752894398,1.378835583746541,False
2011-10-13,1.3250431933636104,1.3788167335108203,False
2011-10-14,1.334349997085614,1.3788393409286441,False
2011-10-17,1.356724884875489,1.3789746422670677,False
2011-10-18,1.3382125530276356,1.379040564401107,False
2011-10-19,1.3512045495130718,1.3791933832436911,False
2011-10-20,1.3157135450182589,1.3791307751155875,False
2011-10-21,1.3411492937666503,1.3791597780253335,False
2011-10-24,1.3856549680697448,1.3793853974211583,True
2011-10-25,1.3791550497992693,1.3795137454357191,False
2011-10-26,1.383965061846533,1.3796131939208123,True
2011-10-27,1.4053012605449158,1.3798224160984458,True
2011-10-28,1.4112870043612318,1.3800748438854302,True
2011-10-31,1.397302986954386,1.380226654078518,True
2011-11-01,1.3986196945019826,1.3804002753196836,True
2011-11-02,1.390838281915918,1.380508074091261,True
2011-11-03,1.371251050564765,1.3804926685704546,False
2011-11-04,1.4147658086024044,1.3807105475919113,True
2011-11-07,1.4085916294914578,1.3808328025173284,True
2011-11-08,1.3973495637628894,1.3809236801887623,True
2011-11-09,1.4011487251897752,1.3810414146957481,True
2011-11-10,1.3327172875051305,1.3807508096668564,False
2011-11-11,1.370162812006567,1.380675151965298,False
2011-11-14,1.3996505104486583,1.3808654114066052,True
2011-11-15,1.387778934456089,1.3809540089015948,True
2011-11-16,1.3660664601420118,1.380917449292628,False
2011-11-17,1.381642092222493,1.3808781030413828,True
2011-11-18,1.3544186075544324,1.3806844060606283,False
2011-11-21,1.3407791038318446,1.3804420458586224,False
2011-11-22,1.3457803913439776,1.3803468898244495,False
2011-11-23,1.3144161364739693,1.3800844190824688,False
2011-11-24,1.3237109020856852,1.3798323218824304,False
2011-11-25,1.310610788073217,1.3795515678548005,False
2011-11-28,1.3398049787324544,1.3794938873108433,False
2011-11-29,1.3707435766215765,1.3797105868288744,False
2011-11-30,1.3646364352737606,1.379997885937087,False
2011-12-01,1.416926732119759,1.3804196831635227,True
2011-12-02,1.4172590691600249,1.3808545052484993,True
2011-12-05,1.4227110621413868,1.3813852632468961,True
2011-12-06,1.4082799479082224,1.3818791424192798,True
2011-12-07,1.4210792946882738,1.3823154595234266,True
2011-12-08,1.4163732114230356,1.3827510130951912,True
2011-12-09,1.388997336810235,1.3831635604572958,True
2011-12-12,1.4080884648802516,1.3836980881731378,True
2011-12-13,1.3821728816171026,1.3841387061417825,False
2011-12-14,1.3779285581727123,1.3845104643954287,False
2011-12-15,1.34983935362985,1.3848193643180045,False
2011-12-16,1.365865980205597,1.3852427419371016,False
2011-12-19,1.3195981412337003,1.3852912888323,False
2011-12-20,1.3321056731958323,1.3852878697818205,False
2011-12-21,1.3737375914715497,1.385570992963953,False
2011-12-22,1.3732674735606556,1.3857966507979187,False
2011-12-23,1.3885614762695468,1.3860790027909342,True
2011-12-26,1.3809479295543332,1.3863873348757496,False
2011-12-27,1.370388777457463,1.3867278047643423,False
2011-12-28,1.3582279103902932,1.3869414960154582,False
2011-12-29,1.3590072361582022,1.3873142427920624,False
2012-01-02,1.360024318284311,1.387575209735795,False
2012-01-03,1.396964887772812,1.3880146548244978,True
2012-01-04,1.3906372254153028,1.3883460725113093,True
2012-01-05,1.389371461523131,1.3885944628481814,True
2012-01-06,1.3743188753066056,1.3887298833492636,False
2012-01-09,1.3623691102796123,1.3888072880869533,False
2012-01-10,1.3826823623389604,1.3889013428283201,False
2012-01-11,1.3773858397126362,1.388909050399701,False
2012-01-12,1.3921147386316544,1.3889796912952261,True
2012-01-13,1.4007968315598354,1.3890390467150682,True
2012-01-16,1.3888491326405308,1.388970809802146,False
2012-01-17,1.414449436256004,1.3889767127275072,True
2012-01-18,1.4146893579752229,1.3889337409933349,True
2012-01-19,1.4322037219268715,1.3889910665521048,True
2012-01-20,1.4588542322520617,1.3891305970845043,True
2012-01-25,1.4610581561941065,1.3892890936638964,True
2012-01-26,1.4651209960620872,1.3894807060232117,True
2012-01-27,1.4714849870857694,1.3896807436395675,True
2012-01-30,1.4539760070784757,1.389810175629088,True
2012-01-31,1.4658931651727223,1.390108428077048,True
2012-02-01,1.469284189570289,1.390311444075894,True
2012-02-02,1.4887780489120899,1.3905437994612382,True
2012-02-03,1.4805702238743506,1.3907341527522563,True
2012-02-06,1.4817319400236333,1.3909332755607124,True
2012-02-07,1.4889472327705149,1.391215773266836,True
2012-02-08,1.5063976220324145,1.3914217433521912,True
2012-02-09,1.5153390479004079,1.391568230239989,True
2012-02-10,1.5003239685831689,1.3916382940650718,True
2012-02-13,1.5097393540264223,1.3916884375324146,True
2012-02-14,1.5077778463112081,1.3917581287087173,True
2012-02-15,1.5256726175434963,1.391906259344777,True
2012-02-16,1.5052808325158558,1.3919412057262073,True
2012-02-17,1.525529305752192,1.3921242090028365,True
2012-02-20,1.5270510044428711,1.392186479737112,True
2012-02-21,1.526927891964457,1.3923398542851013,True
2012-02-22,1.5308339784894442,1.3925772633922104,True
2012-02-23,1.5157530060181357,1.3928477292935044,True
2012-02-24,1.5253361029442392,1.3931919348370376,True
2012-02-27,1.504221383228337,1.3933340168840262,True
2012-02-28,1.5143652384399473,1.3936736682534177,True
2012-02-29,1.5349342228041662,1.3941191168699905,True
2012-03-02,1.5387508459776376,1.3946351681720177,True
2012-03-05,1.525119021976013,1.3950863595316776,True
2012-03-06,1.5136379603813492,1.3953620773871998,True
2012-03-07,1.5002786799623775,1.3957057689357517,True
2012-03-08,1.514912735599206,1.3960658457831199,True
2012-03-09,1.5287945989088871,1.3966814577938405,True
2012-03-12,1.517419647422226,1.3972170603321996,True
2012-03-13,1.5349890546932827,1.3979259322238562,True
2012-03-14,1.5505646668415105,1.3985169574508751,True
2012-03-15,1.5500569778523459,1.3990745847868973,True
2012-03-16,1.5434592610573004,1.3996184367254114,True
2012-03-19,1.5533655033964906,1.400040664576855,True
2012-03-20,1.5500849834989325,1.400446722450111,True
2012-03-21,1.5392544343361396,1.4008891038379385,True
2012-03-22,1.53892434889726,1.4013276437241944,True
2012-03-23,1.539844341659526,1.4018136140940713,True
2012-03-26,1.5345754688199393,1.4023260984880486,True
2012-03-27,1.550753571307121,1.402957380641246,True
2012-03-28,1.545087710721096,1.4036420116412347,True
2012-03-29,1.5324214826163483,1.4042528863097623,True
2012-03-30,1.5326034901873635,1.404764599044673,True
2012-04-02,1.544679608953686,1.4053010263457026,True
2012-04-03,1.5606453364262451,1.4060520613198906,True
2012-04-04,1.5377662808400228,1.4067351305033153,True
2012-04-05,1.5463297944842183,1.4074990029859595,True
2012-04-06,1.5469311775390113,1.4081651068128331,True
2012-04-09,1.5232418621091024,1.4086555549587882,True
2012-04-10,1.5216635979984612,1.4091628262699856,True
2012-04-12,1.516357650660308,1.409520153210117,True
2012-04-13,1.5339299140413578,1.4100342554930618,True
2012-04-16,1.5218792345979109,1.410511152506835,True
2012-04-17,1.5164066056206624,1.4108490291070508,True
2012-04-18,1.531693236514523,1.4112378117110265,True
2012-04-19,1.5285675475071605,1.4115211873058704,True
2012-04-20,1.510032867272604,1.4116413199795412,True
2012-04-23,1.5088500070951705,1.411696423290764,True
2012-04-24,1.5024421533163026,1.4116837581337185,True
2012-04-25,1.501811133358906,1.4116323101746453,True
2012-04-26,1.504102183940012,1.4115910863397667,True
2012-04-27,1.5134496470383785,1.4116746282924266,True
2012-04-30,1.5194327342590714,1.4119504934937575,True
2012-05-02,1.5332675820855668,1.4122230190937186,True
