candidate,grid,weights,start_date,end_date,cumulative_net_total_return,cagr,daily_annualized_volatility,sharpe,sortino,max_drawdown,mdd_peak_date,mdd_trough_date,positive_years,n_observations
A01_QQQ70_H00130_IEF00,I003.5-A,QQQ70/H00130,2010-01-04,2026-05-18,13.950972935017951,0.17969887165137122,0.15258298051762686,1.131241740727347,1.505083523102959,-0.25242484554362465,2020-02-19,2020-03-16,16,4236
A02_QQQ60_H00130_IEF10,I003.5-A,QQQ60/H00130/IEF10,2010-01-04,2026-05-18,10.984489575586213,0.16386499819076672,0.1336773921728436,1.1724656476056492,1.5793165914907616,-0.21974132129868373,2021-12-28,2022-12-28,16,4236
A03_P07_QQQ50_H00130_IEF20,I003.5-A,QQQ50/H00130/IEF20,2010-01-04,2026-05-18,8.535666159684567,0.1477238282103388,0.11640442085489383,1.2109843607959934,1.6540430647730566,-0.19907004458487965,2021-12-28,2022-12-28,16,4236
A04_QQQ40_H00130_IEF30,I003.5-A,QQQ40/H00130/IEF30,2010-01-04,2026-05-18,6.530989215339898,0.13129223972705684,0.10145977476095402,1.2348456501191707,1.713893891786355,-0.17821908189016777,2021-12-28,2022-12-28,16,4236
A05_QQQ30_H00130_IEF40,I003.5-A,QQQ30/H00130/IEF40,2010-01-04,2026-05-18,4.903437896149887,0.1145864711468183,0.08988176212049899,1.220351253006527,1.7182387034634568,-0.15718688740192588,2021-12-28,2022-12-28,16,4236
A06_QQQ20_H00130_IEF50,I003.5-A,QQQ20/H00130/IEF50,2010-01-04,2026-05-18,3.5928985930552155,0.09762215521683104,0.08297885512039871,1.1346449812377857,1.6132641066883706,-0.1359718475938989,2021-12-28,2022-12-28,16,4236
