candidate,grid,weights,start_date,end_date,cumulative_net_total_return,cagr,daily_annualized_volatility,sharpe,sortino,max_drawdown,mdd_peak_date,mdd_trough_date,positive_years,n_observations
B01_SPY46_QQQ34_H00120_IEF00,I003.5-B,SPY46/QQQ34/H00120,2010-01-04,2026-05-18,11.541644096239638,0.16710086948750003,0.1513033400345668,1.0704093831763142,1.3965041780289866,-0.2729484112037922,2020-02-19,2020-03-23,16,4236
B02_P08_SPY40_QQQ30_H00120_IEF10,I003.5-B,SPY40/QQQ30/H00120/IEF10,2010-01-04,2026-05-18,9.474559335796338,0.15432819931022057,0.1340734143848121,1.109627381557699,1.4686043118690006,-0.23428470583478467,2020-02-19,2020-03-23,16,4236
B03_SPY34_QQQ26_H00120_IEF20,I003.5-B,SPY34/QQQ26/H00120/IEF20,2010-01-04,2026-05-18,7.6929817048601645,0.1412539675829123,0.11831654716758179,1.1467769012022562,1.543248914853576,-0.19582418511329158,2020-02-20,2020-03-23,16,4236
B04_SPY29_QQQ21_H00120_IEF30,I003.5-B,SPY29/QQQ21/H00120/IEF30,2010-01-04,2026-05-18,6.11626972375764,0.12738381267998689,0.10425739723809546,1.1721425677902564,1.6051488268974647,-0.16407731360394917,2020-02-20,2020-03-19,16,4236
B05_SPY23_QQQ17_H00120_IEF40,I003.5-B,SPY23/QQQ17/H00120/IEF40,2010-01-04,2026-05-18,4.831930535137305,0.11375685767531007,0.09319270333891977,1.1724686057211227,1.638904231013233,-0.1409247050237068,2021-12-28,2022-12-28,16,4236
