ticker,sector_code,sector_name,n_rows,start_date,end_date,foreign_net_buy_amount_missing_pct,foreign_net_buy_shares_missing_pct,institution_net_buy_amount_missing_pct,institution_net_buy_shares_missing_pct,traded_value_missing_pct,traded_value_zero_pct,market_cap_missing_pct,market_cap_zero_pct,daily_return_missing_pct,panel_rows,krx_close_missing_pct,krx_close_zero_pct,open_missing_pct,open_zero_pct,panel_traded_value_missing_pct,panel_traded_value_zero_pct,panel_market_cap_missing_pct,panel_market_cap_zero_pct
003620,2.0,자동차/운송장비,184,2010-02-12,2026-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038,0.0,0.0,0.0,4.443713,0.0,4.443713,0.0,0.0
004100,2.0,자동차/운송장비,112,2010-04-06,2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3775,0.0,0.0,0.0,0.317881,0.0,0.317881,0.0,0.0
005030,2.0,자동차/운송장비,53,2016-09-06,2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2959,0.0,0.0,0.0,5.947955,0.0,5.947955,0.0,0.0
005380,2.0,자동차/운송장비,4022,2010-01-04,2026-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
005850,2.0,자동차/운송장비,183,2010-02-18,2026-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3285,0.0,0.0,0.0,0.974125,0.0,0.974125,0.0,0.0
006660,2.0,자동차/운송장비,65,2021-08-23,2025-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007860,2.0,자동차/운송장비,289,2010-02-04,2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3288,0.0,0.0,0.0,1.064477,0.0,1.064477,0.0,0.0
009540,2.0,자동차/운송장비,3692,2010-01-04,2026-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3775,0.0,0.0,0.0,0.662252,0.0,0.662252,0.0,0.0
009680,2.0,자동차/운송장비,32,2017-09-13,2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010100,2.0,자동차/운송장비,69,2018-08-20,2026-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2045,0.0,0.0,0.0,0.146699,0.0,0.146699,0.0,0.0
010140,2.0,자동차/운송장비,3684,2010-01-04,2026-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3775,0.0,0.0,0.0,0.317881,0.0,0.317881,0.0,0.0
010580,2.0,자동차/운송장비,38,2010-05-12,2025-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2550,0.0,0.0,0.0,14.039216,0.0,14.039216,0.0,0.0
010620,2.0,자동차/운송장비,2567,2010-01-04,2025-11-26,59.329957,59.329957,59.329957,59.329957,0.0,0.0,0.0,0.0,0.0,3682,0.0,0.0,0.0,0.32591,0.0,0.32591,0.0,0.0
010690,2.0,자동차/운송장비,130,2010-03-22,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011330,2.0,자동차/운송장비,29,2010-02-26,2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2465,0.0,0.0,0.0,8.11359,0.0,8.11359,0.0,0.0
011400,2.0,자동차/운송장비,2,2010-03-22,2010-03-25,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,95,0.0,0.0,0.0,5.263158,0.0,5.263158,0.0,0.0
012280,2.0,자동차/운송장비,214,2012-02-22,2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012330,2.0,자동차/운송장비,4021,2010-01-04,2026-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013520,2.0,자동차/운송장비,26,2013-09-30,2024-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2713,0.0,0.0,0.0,0.921489,0.0,0.921489,0.0,0.0
013570,2.0,자동차/운송장비,123,2010-01-08,2024-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2714,0.0,0.0,0.0,1.179071,0.0,1.179071,0.0,0.0
013870,2.0,자동차/운송장비,40,2012-11-20,2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
015230,2.0,자동차/운송장비,15,2022-02-18,2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491,0.0,0.0,0.0,2.240326,0.0,2.240326,0.0,0.0
016740,2.0,자동차/운송장비,48,2016-07-29,2025-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
018500,2.0,자동차/운송장비,29,2010-09-09,2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
021820,2.0,자동차/운송장비,4,2013-12-02,2019-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,0.0,0.0,0.0,6.022267,0.0,6.022267,0.0,0.0
023000,2.0,자동차/운송장비,14,2011-07-25,2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
023800,2.0,자동차/운송장비,75,2010-07-20,2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
023810,2.0,자동차/운송장비,15,2010-02-01,2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
024900,2.0,자동차/운송장비,98,2011-12-15,2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3205,0.0,0.0,0.0,0.374415,0.0,0.374415,0.0,0.0
