source,cumulative_net_total_return,sharpe,max_drawdown,trade_count,cost_paid_total,cum_return_diff_vs_pit,sharpe_diff_vs_pit,taxonomy_gap_vs_kis,pit_membership_gap_vs_krx_current
KIS_snapshot,3.621084739339225,0.6311872415922518,-0.35641869371448887,110,0.13184234165524736,2.15240233377038,0.28536341104060353,0.0,-1.3587996845775088
KRX_current_snapshot,4.979884423916734,0.6995072799136423,-0.3551638436079382,110,0.14309239521471287,3.511202018347889,0.353683449361994,1.3587996845775088,0.0
KRX_PIT,1.468682405568845,0.3458238305516483,-0.47384030791424325,110,0.09743097858425938,0.0,0.0,-2.15240233377038,-3.511202018347889
