signal_date,n_sectors,rank_ic,top4_forward_return,bottom4_forward_return,top4_bottom4_spread,selected_forward_return,unselected_forward_return,selected_unselected_spread,rank_ic_t_stat,top4_bottom4_spread_t_stat,selected_unselected_spread_t_stat,n_quarters
2010-06-30,10,0.7454545454545454,0.2986745274753994,0.129924748538958,0.1687497789364414,0.2986745274753994,0.13614463977505448,0.16252988770034493,,,,
2010-09-30,10,0.5151515151515151,0.1753751532386134,0.10409107614553736,0.07128407709307605,0.1753751532386134,0.07457275918660582,0.1008023940520076,,,,
2010-12-30,10,0.33333333333333326,0.11571627743558335,0.009545399433901786,0.10617087800168157,0.11571627743558335,0.021734558775402518,0.09398171866018083,,,,
2011-03-31,9,0.45,0.07908109891164591,-0.012600390271602202,0.09168148918324812,0.07908109891164591,0.016513979574977133,0.06256711933666878,,,,
2011-06-30,9,0.45,-0.101959384385892,-0.18029645223729146,0.07833706785139946,-0.101959384385892,-0.16285182068277898,0.06089243629688698,,,,
2011-09-30,10,-0.09090909090909088,0.05748371415339937,0.04093504801997511,0.01654866613342426,0.05748371415339937,0.05587425827470446,0.0016094558786949112,,,,
2011-12-29,11,0.43636363636363645,0.20262699627550823,0.09901261257204333,0.1036143837034649,0.20262699627550823,0.11579554539994884,0.0868314508755594,,,,
2012-03-30,12,0.4895104895104896,0.11228768121946345,-0.11087482583511593,0.22316250705457938,0.11228768121946345,-0.08873746593322396,0.2010251471526874,,,,
2012-06-29,10,0.04242424242424241,0.07846240485745681,0.08726398686542541,-0.0088015820079686,0.07846240485745681,0.08121736021161918,-0.0027549553541623695,,,,
2012-09-28,12,0.013986013986013986,0.0623443935382712,0.03565684211777437,0.026687551420496836,0.0623443935382712,0.01049356094449276,0.05185083259377844,,,,
2012-12-28,12,-0.09090909090909093,0.0446566241162375,0.15256904554040843,-0.10791242142417093,0.0446566241162375,0.07653397270991731,-0.03187734859367981,,,,
2013-03-29,12,0.37762237762237766,0.05757519172182696,-0.07726350081247918,0.13483869253430614,0.05757519172182696,-0.0916305053470415,0.14920569706886844,,,,
2013-06-28,11,0.44545454545454555,0.16726260213076705,0.08088622921027772,0.08637637292048933,0.16726260213076705,0.1122035900585815,0.05505901207218554,,,,
2013-09-30,11,-0.15454545454545454,-0.00963040800949791,0.008640839268897527,-0.018271247278395436,-0.00963040800949791,0.022186465052562387,-0.0318168730620603,,,,
2013-12-30,11,-0.009090909090909092,-0.014145021952827519,0.01513379945739679,-0.02927882141022431,-0.014145021952827519,0.010650827774719691,-0.02479584972754721,,,,
2014-03-31,10,-0.7454545454545454,0.009645877196720137,0.07779930346111069,-0.06815342626439055,0.009645877196720137,0.06438099310296512,-0.05473511590624498,,,,
2014-06-30,9,0.03333333333333333,0.043233477466236514,0.034905090555536505,0.008328386910700009,0.043233477466236514,0.05035487693648897,-0.0071213994702524555,,,,
2014-09-30,11,-0.03636363636363637,-0.06252951644932842,-0.028197296475539924,-0.03433221997378849,-0.06252951644932842,-0.04322507919580738,-0.019304437253521038,,,,
2014-12-30,11,0.07272727272727274,0.11572525612914658,0.17329248181867513,-0.057567225689528545,0.11572525612914658,0.12275019382978906,-0.0070249377006424835,,,,
2015-03-31,12,0.2797202797202798,0.6409556024180512,0.1204462571486706,0.5205093452693805,0.6409556024180512,0.05138592801492935,0.5895696744031218,,,,
2015-06-30,10,0.43030303030303024,-0.021573004220175718,-0.0441682510079231,0.02259524678774738,-0.021573004220175718,0.010542490946113,-0.03211549516628872,,,,
2015-09-30,11,-0.22727272727272727,0.028585431919569276,0.19189904912110553,-0.16331361720153625,0.028585431919569276,0.21364845310441,-0.18506302118484072,,,,
2015-12-30,12,-0.18881118881118883,0.2369043063074559,0.2489047052452812,-0.012000398937825285,0.2369043063074559,0.41842180026445946,-0.18151749395700356,,,,
2017-03-31,12,0.14685314685314685,0.12156109080356131,0.10561317330876868,0.01594791749479263,0.12156109080356131,0.19767265798130698,-0.07611156717774567,,,,
2017-06-30,11,0.28181818181818186,0.036870090275474776,-0.014370436450085372,0.05124052672556015,0.036870090275474776,0.014591989125629836,0.02227810114984494,,,,
2017-09-29,11,0.5636363636363637,0.2265618108500697,0.05166784562562582,0.1748939652244439,0.2265618108500697,0.06466804284786597,0.16189376800220373,,,,
2017-12-28,12,0.07692307692307693,0.07686091395234387,0.08563113634560851,-0.008770222393264637,0.07686091395234387,0.08892843493874684,-0.012067520986402971,,,,
2018-03-30,10,0.0303030303030303,0.004830150499788632,-0.014504316896612607,0.01933446739640124,0.004830150499788632,-0.006895937981567142,0.011726088481355774,,,,
2018-06-29,12,-0.013986013986013986,0.08723174055087202,0.06445713310034243,0.022774607450529588,0.08723174055087202,0.08731802663071135,-8.628607983933445e-05,,,,
