signal_date,n_sectors,rank_ic,top4_forward_return,bottom4_forward_return,top4_bottom4_spread,selected_forward_return,unselected_forward_return,selected_unselected_spread,rank_ic_t_stat,top4_bottom4_spread_t_stat,selected_unselected_spread_t_stat,n_quarters
2018-09-28,11,0.38181818181818183,-0.06425490122841562,-0.10888682027310714,0.04463191904469152,-0.06425490122841562,-0.08276070341326221,0.018505802184846584,,,,
2018-12-28,12,-0.18881118881118883,0.08068798911333441,0.05614327938359287,0.024544709729741543,0.08068798911333441,0.04552810770459949,0.035159881408734925,,,,
2019-03-29,12,-0.39860139860139865,0.04043652593126798,0.12936056511340183,-0.08892403918213385,0.04043652593126798,0.07640244145066398,-0.035965915519396,,,,
2019-06-28,11,-0.3454545454545455,-0.03541402659170376,-0.002316052679768671,-0.033097973911935086,-0.03541402659170376,-0.012251241219377549,-0.02316278537232621,,,,
2019-09-30,12,0.3356643356643357,0.09987945721086874,0.06356483526378368,0.03631462194708507,0.09987945721086874,0.08353600025217009,0.016343456958698654,,,,
2019-12-30,11,0.7363636363636363,0.04794219606955871,-0.3055396517687823,0.353481847838341,0.04794219606955871,-0.2510939260512424,0.2990361221208011,,,,
2020-03-31,12,0.8181818181818183,0.8138367056699907,0.23254893179106034,0.5812877738789304,0.8138367056699907,0.286162886574287,0.5276738190957037,,,,
2020-06-30,9,-0.049999999999999996,0.45512722144849627,0.26871828955849386,0.1864089318900024,0.45512722144849627,0.2361715198618573,0.21895570158663896,,,,
2020-09-29,10,0.6848484848484848,0.46971148165590154,0.21215975996063957,0.25755172169526197,0.46971148165590154,0.2597960256108464,0.20991545604505513,,,,
2020-12-30,10,-0.19999999999999998,0.3093279944937891,0.24379249816176307,0.06553549633202604,0.3093279944937891,0.2149134619079688,0.0944145325858203,,,,
2021-03-31,10,0.4424242424242424,0.3299726640246327,0.1667401718869514,0.16323249213768132,0.3299726640246327,0.15661103313102565,0.17336163089360707,,,,
2021-06-30,10,-0.06666666666666665,-0.009757426807321473,-0.03987868117063592,0.030121254363314448,-0.009757426807321473,0.049789832741186535,-0.05954725954850801,,,,
2021-09-30,9,-0.3,0.01305177478140726,-0.006028600402649409,0.01908037518405667,0.01305177478140726,-0.006522709272786043,0.019574484054193302,,,,
2021-12-30,10,0.24848484848484845,0.0820435998001155,-0.011564532722314697,0.09360813252243019,0.0820435998001155,-0.00904765582010375,0.09109125562021925,,,,
2022-03-31,12,-0.2517482517482518,0.16691373827672631,-0.02756675634722311,0.19448049462394942,0.16691373827672631,-0.055258703038756976,0.2221724413154833,,,,
2022-06-30,10,-0.006060606060606061,-0.040625379909696446,-0.04289819113855792,0.002272811228861471,-0.040625379909696446,-0.05256590444261533,0.011940524532918884,,,,
2022-09-30,11,-0.20000000000000004,0.10919525720357925,0.15378379851392254,-0.04458854131034329,0.10919525720357925,0.13630761503611102,-0.02711235783253177,,,,
2022-12-29,10,-0.4666666666666666,0.06703520710732555,0.12903595758163947,-0.062000750474313915,0.06703520710732555,0.14155888730287355,-0.074523680195548,,,,
2023-03-31,10,0.6363636363636362,0.13994433162263728,0.059480235048537916,0.08046409657409936,0.13994433162263728,0.0582486628294455,0.08169566879319179,,,,
2023-06-30,10,-0.4666666666666666,-0.01569388829848295,0.15443115285872241,-0.17012504115720536,-0.01569388829848295,0.17187645030240248,-0.18757033860088543,,,,
2023-09-27,10,0.28484848484848485,0.15190405731903706,0.11015204915753085,0.041752008161506204,0.15190405731903706,0.13587268841046715,0.016031368908569904,,,,
2023-12-28,9,0.16666666666666669,0.08456067591981517,0.06897912523628316,0.015581550683532008,0.08456067591981517,0.09114818055547633,-0.006587504635661157,,,,
2024-03-29,8,0.6428571428571429,0.18882098460652713,0.009848043661245753,0.17897294094528138,0.18882098460652713,0.009848043661245753,0.17897294094528138,,,,
2024-06-28,8,-0.7142857142857144,-0.09236478318856073,0.13211986203558918,-0.2244846452241499,-0.09236478318856073,0.13211986203558918,-0.2244846452241499,,,,
2024-09-30,9,-0.21666666666666667,-0.03620723165172515,0.10258251318250697,-0.13878974483423212,-0.03620723165172515,0.08063663144312361,-0.11684386309484876,,,,
2024-12-30,9,-0.25,0.12180909660762296,0.12297606420927082,-0.0011669676016478614,0.12180909660762296,0.10545930188509414,0.016349794722528815,,,,
2025-03-31,10,-0.11515151515151514,0.4044047037599392,0.4833980487947769,-0.07899334503483768,0.4044047037599392,0.421873274685665,-0.01746857092572579,,,,
2025-06-30,10,0.17575757575757575,0.15554468140880245,0.094380156025404,0.06116452538339845,0.15554468140880245,0.1255589714737072,0.02998570993509525,,,,
2025-09-30,9,0.6166666666666666,0.31883598789049883,0.18647645130269508,0.13235953658780375,0.31883598789049883,0.19578089093656806,0.12305509695393077,,,,
2025-12-30,10,0.13939393939393938,0.7320288887986006,0.19608136886237262,0.535947519936228,0.7320288887986006,0.22250763994155243,0.5095212488570482,,,,
2026-03-31,9,0.33333333333333337,0.49249641524874876,0.22310505149897933,0.26939136374976946,0.49249641524874876,0.2634715909248784,0.2290248243238704,,,,
ALL,627,0.11774114774114772,0.1408644846119843,0.07485298759167994,0.06601149702030439,0.1408644846119843,0.08261539589537076,0.058249088716613565,2.4850170792691237,3.2869309117846215,2.9108546119734875,60.0
