ticker,start_date,end_date,trading_days,cagr,sharpe,annualized_volatility,max_drawdown,spy_correlation,spy_relative_cagr_pp,spy_relative_mdd_pp
VWO,2005-03-10,2026-05-18,5331,0.08860695094394977,0.4627714347255926,0.25149936672386647,-0.5017299407343381,0.7922894065336105,-4.14990787509959,-20.55644102721963
EWY,2000-05-12,2026-05-18,6542,0.11410389159873291,0.5092805272693575,0.30072707185402137,-0.5717220289077878,0.5898408023966785,1.7764122615144595,-11.761374560927019
EWJ,1996-03-18,2026-05-18,7591,0.05073924718376421,0.3240968048444501,0.24498928663215624,-0.5666534361317533,0.7040610858782411,-7.545127482288261,-10.302845387109294
EWZ,2000-07-14,2026-05-18,6499,0.07710537051100363,0.3866220779906403,0.36598953288053176,-0.7383085355387409,0.5928939613637854,-1.738206186591018,-28.42002522402233
MCHI,2011-03-31,2026-05-18,3805,0.046295436745926066,0.305024245495882,0.2523657258535555,-0.5283051537575008,0.5150629858639468,-11.675553983958075,-23.213962329535896
