ticker,VWO,EWY,EWJ,EWZ,MCHI
VWO,1.0,0.806772352805055,0.7167664727531475,0.7917509695108695,0.8254304333182745
EWY,0.806772352805055,1.0,0.5667041447347273,0.5502431709107868,0.5555598810343466
EWJ,0.7167664727531475,0.5667041447347273,1.0,0.5119919763938147,0.47235634238308655
EWZ,0.7917509695108695,0.5502431709107868,0.5119919763938147,1.0,0.44261916832368065
MCHI,0.8254304333182745,0.5555598810343466,0.47235634238308655,0.44261916832368065,1.0
