year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,-0.18068724299338934,0.31675953872996554,0.0,0.0,-0.18068724299338934
2018,-0.00311383105139984,-0.08401784948302582,0.0,0.0,-0.00311383105139984
2019,-0.11601986949867682,0.17019485930094325,0.0,0.0277493483052602,-0.14376921780393703
2020,0.005722045233667927,0.5251287429311848,0.0,0.2461360848272729,-0.24041403959360497
2021,0.041643395914928716,0.13170240063376726,0.0,-0.035316520549102,0.07695991646403072
2022,0.0291530236942783,-0.18442405395793493,0.0,0.0,0.0291530236942783
2023,-0.09588231167771188,0.3279894204214897,0.0,-0.0177293971971159,-0.07815291448059598
2024,-0.08667271869023674,0.034981455283805474,0.0,0.0422472179791628,-0.12891993666939955
2025,-0.005599202944289727,1.047004780803555,0.0,0.7666554035490463,-0.772254606493336
2026,0.6289643438116315,0.7344109727369705,0.0,0.0,0.6289643438116315
