carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F005-B E014,-0.07359039788047508,-0.028638518972621204,-0.6363451943960491,22.0,-0.0595089818501158,-1.2653402490434378,0.4090909090909091
