ticker,concept,period_type,count,lag_min,lag_median,lag_max
HD,EPS_Diluted,other,0,,,
HD,CapEx,quarterly,50,23,23,32
HD,CapEx,annual,17,45,53,53
HD,CapEx,other,0,,,
HD,Shares,quarterly,63,23,24,115
HD,Shares,annual,17,45,53,53
HD,Shares,other,0,,,
HD,Dividends,quarterly,50,23,23,32
HD,Dividends,annual,17,45,53,53
HD,Dividends,other,0,,,
UNH,Revenue,quarterly,51,28,35,42
UNH,Revenue,annual,25,38,55,227
UNH,Revenue,other,0,,,
UNH,NetIncome,quarterly,51,28,35,42
UNH,NetIncome,annual,25,38,55,227
UNH,NetIncome,other,0,,,
UNH,OperatingIncome,quarterly,51,28,35,42
UNH,OperatingIncome,annual,25,38,55,227
UNH,OperatingIncome,other,0,,,
UNH,StockholdersEquity,quarterly,52,28,35,120
UNH,StockholdersEquity,annual,17,38,43,61
UNH,StockholdersEquity,other,0,,,
UNH,Assets,quarterly,51,28,35,42
UNH,Assets,annual,17,38,43,61
UNH,Assets,other,0,,,
UNH,CFO,quarterly,51,28,35,42
UNH,CFO,annual,17,38,43,61
UNH,CFO,other,0,,,
UNH,Buybacks,quarterly,51,28,35,42
UNH,Buybacks,annual,17,38,43,61
UNH,Buybacks,other,0,,,
UNH,Cash,quarterly,51,28,35,42
UNH,Cash,annual,17,38,43,61
UNH,Cash,other,0,,,
UNH,LongTermDebt,quarterly,51,28,35,42
UNH,LongTermDebt,annual,17,38,43,61
UNH,LongTermDebt,other,0,,,
UNH,TotalLiabilities,quarterly,51,28,35,42
UNH,TotalLiabilities,annual,17,38,43,61
UNH,TotalLiabilities,other,0,,,
UNH,EPS_Basic,quarterly,51,28,35,42
UNH,EPS_Basic,annual,25,38,55,227
UNH,EPS_Basic,other,0,,,
UNH,EPS_Diluted,quarterly,51,28,35,42
UNH,EPS_Diluted,annual,25,38,55,227
UNH,EPS_Diluted,other,0,,,
UNH,CapEx,quarterly,51,28,35,42
UNH,CapEx,annual,17,38,43,61
UNH,CapEx,other,0,,,
UNH,Shares,quarterly,51,28,35,42
UNH,Shares,annual,17,38,43,61
UNH,Shares,other,0,,,
UNH,Dividends,quarterly,80,28,37,51
UNH,Dividends,annual,36,38,67,247
UNH,Dividends,other,0,,,
BAC,Revenue,quarterly,51,26,31,38
BAC,Revenue,annual,17,50,55,59
BAC,Revenue,other,0,,,
BAC,NetIncome,quarterly,51,26,31,38
BAC,NetIncome,annual,17,50,55,59
BAC,NetIncome,other,0,,,
BAC,OperatingIncome,quarterly,51,26,31,38
BAC,OperatingIncome,annual,17,50,55,59
BAC,OperatingIncome,other,0,,,
BAC,StockholdersEquity,quarterly,61,26,31,120
BAC,StockholdersEquity,annual,17,50,55,59
BAC,StockholdersEquity,other,0,,,
BAC,Assets,quarterly,56,26,31,120
BAC,Assets,annual,17,50,55,59
BAC,Assets,other,0,,,
BAC,CFO,quarterly,51,26,31,38
BAC,CFO,annual,17,50,55,59
BAC,CFO,other,0,,,
BAC,Buybacks,quarterly,39,26,30,37
BAC,Buybacks,annual,14,50,55,57
BAC,Buybacks,other,0,,,
BAC,Cash,quarterly,57,26,31,120
BAC,Cash,annual,17,50,55,59
BAC,Cash,other,0,,,
BAC,LongTermDebt,quarterly,55,26,31,120
BAC,LongTermDebt,annual,17,50,55,59
BAC,LongTermDebt,other,0,,,
BAC,TotalLiabilities,quarterly,55,26,31,120
BAC,TotalLiabilities,annual,17,50,55,59
BAC,TotalLiabilities,other,0,,,
BAC,EPS_Basic,quarterly,51,26,31,38
BAC,EPS_Basic,annual,17,50,55,59
BAC,EPS_Basic,other,0,,,
BAC,EPS_Diluted,quarterly,51,26,31,38
BAC,EPS_Diluted,annual,17,50,55,59
BAC,EPS_Diluted,other,0,,,
BAC,CapEx,quarterly,0,,,
BAC,CapEx,annual,0,,,
BAC,CapEx,other,0,,,
BAC,Shares,quarterly,57,26,31,120
BAC,Shares,annual,17,50,55,59
BAC,Shares,other,0,,,
BAC,Dividends,quarterly,87,-55,34,113
BAC,Dividends,annual,50,-309,125,240
BAC,Dividends,other,0,,,
XOM,Revenue,quarterly,25,29,34,38
XOM,Revenue,annual,15,49,55,59
XOM,Revenue,other,0,,,
XOM,NetIncome,quarterly,51,29,35,38
XOM,NetIncome,annual,17,49,56,59
XOM,NetIncome,other,0,,,
XOM,OperatingIncome,quarterly,45,29,34,38
XOM,OperatingIncome,annual,15,49,55,59
XOM,OperatingIncome,other,0,,,
XOM,StockholdersEquity,quarterly,52,29,35,120
XOM,StockholdersEquity,annual,17,49,56,59
XOM,StockholdersEquity,other,0,,,
XOM,Assets,quarterly,52,29,35,120
XOM,Assets,annual,17,49,56,59
XOM,Assets,other,0,,,
XOM,CFO,quarterly,51,29,35,38
XOM,CFO,annual,17,49,56,59
XOM,CFO,other,0,,,
XOM,Buybacks,quarterly,51,29,35,38
XOM,Buybacks,annual,17,49,56,59
XOM,Buybacks,other,0,,,
XOM,Cash,quarterly,52,29,35,120
XOM,Cash,annual,17,49,56,59
XOM,Cash,other,0,,,
XOM,LongTermDebt,quarterly,15,32,35,37
XOM,LongTermDebt,annual,16,49,55,59
XOM,LongTermDebt,other,0,,,
XOM,TotalLiabilities,quarterly,52,29,35,120
XOM,TotalLiabilities,annual,17,49,56,59
XOM,TotalLiabilities,other,0,,,
XOM,EPS_Basic,quarterly,51,29,35,38
XOM,EPS_Basic,annual,17,49,56,59
XOM,EPS_Basic,other,0,,,
XOM,EPS_Diluted,quarterly,51,29,35,38
XOM,EPS_Diluted,annual,17,49,56,59
XOM,EPS_Diluted,other,0,,,
XOM,CapEx,quarterly,51,29,35,38
XOM,CapEx,annual,17,49,56,59
XOM,CapEx,other,0,,,
XOM,Shares,quarterly,50,29,35,120
XOM,Shares,annual,13,49,55,59
XOM,Shares,other,0,,,
XOM,Dividends,quarterly,51,29,35,38
XOM,Dividends,annual,17,49,56,59
XOM,Dividends,other,0,,,
CVX,Revenue,quarterly,52,32,36,39
CVX,Revenue,annual,17,51,54,57
CVX,Revenue,other,0,,,
CVX,NetIncome,quarterly,52,32,36,39
CVX,NetIncome,annual,17,51,54,57
CVX,NetIncome,other,0,,,
CVX,OperatingIncome,quarterly,52,32,36,39
CVX,OperatingIncome,annual,17,51,54,57
CVX,OperatingIncome,other,0,,,
CVX,StockholdersEquity,quarterly,52,32,36,39
CVX,StockholdersEquity,annual,17,51,54,57
CVX,StockholdersEquity,other,0,,,
CVX,Assets,quarterly,52,32,36,39
CVX,Assets,annual,17,51,54,57
CVX,Assets,other,0,,,
CVX,CFO,quarterly,52,32,36,39
CVX,CFO,annual,17,51,54,57
CVX,CFO,other,0,,,
CVX,Buybacks,quarterly,45,32,35,39
CVX,Buybacks,annual,14,51,53,57
CVX,Buybacks,other,0,,,
CVX,Cash,quarterly,52,32,36,39
CVX,Cash,annual,17,51,54,57
CVX,Cash,other,0,,,
CVX,LongTermDebt,quarterly,30,32,35,39
CVX,LongTermDebt,annual,17,51,54,57
CVX,LongTermDebt,other,0,,,
CVX,TotalLiabilities,quarterly,52,32,36,39
CVX,TotalLiabilities,annual,17,51,54,57
CVX,TotalLiabilities,other,0,,,
CVX,EPS_Basic,quarterly,52,32,36,39
CVX,EPS_Basic,annual,17,51,54,57
CVX,EPS_Basic,other,0,,,
CVX,EPS_Diluted,quarterly,52,32,36,39
CVX,EPS_Diluted,annual,17,51,54,57
CVX,EPS_Diluted,other,0,,,
CVX,CapEx,quarterly,52,32,36,39
CVX,CapEx,annual,17,51,54,57
CVX,CapEx,other,0,,,
CVX,Shares,quarterly,52,32,36,39
CVX,Shares,annual,16,51,54,57
CVX,Shares,other,0,,,
CVX,Dividends,quarterly,52,32,36,39
CVX,Dividends,annual,17,51,54,57
CVX,Dividends,other,0,,,
KO,Revenue,quarterly,50,24,27,34
KO,Revenue,annual,17,51,55,59
KO,Revenue,other,0,,,
KO,NetIncome,quarterly,50,24,27,34
KO,NetIncome,annual,17,51,55,59
KO,NetIncome,other,0,,,
KO,OperatingIncome,quarterly,50,24,27,34
KO,OperatingIncome,annual,17,51,55,59
KO,OperatingIncome,other,0,,,
KO,StockholdersEquity,quarterly,76,24,27,120
KO,StockholdersEquity,annual,17,51,55,59
KO,StockholdersEquity,other,0,,,
KO,Assets,quarterly,63,24,27,120
KO,Assets,annual,17,51,55,59
KO,Assets,other,0,,,
KO,CFO,quarterly,50,24,27,34
KO,CFO,annual,17,51,55,59
KO,CFO,other,0,,,
KO,Buybacks,quarterly,50,24,27,34
KO,Buybacks,annual,17,51,55,59
KO,Buybacks,other,0,,,
KO,Cash,quarterly,63,24,27,120
KO,Cash,annual,17,51,55,59
KO,Cash,other,0,,,
KO,LongTermDebt,quarterly,56,24,27,120
KO,LongTermDebt,annual,15,51,55,59
KO,LongTermDebt,other,0,,,
KO,TotalLiabilities,quarterly,63,24,27,120
KO,TotalLiabilities,annual,17,51,55,59
KO,TotalLiabilities,other,0,,,
KO,EPS_Basic,quarterly,50,24,27,34
KO,EPS_Basic,annual,17,51,55,59
KO,EPS_Basic,other,0,,,
KO,EPS_Diluted,quarterly,50,24,27,34
KO,EPS_Diluted,annual,17,51,55,59
KO,EPS_Diluted,other,0,,,
KO,CapEx,quarterly,50,24,27,34
KO,CapEx,annual,17,51,55,59
KO,CapEx,other,0,,,
KO,Shares,quarterly,50,24,27,34
KO,Shares,annual,17,51,55,59
KO,Shares,other,0,,,
KO,Dividends,quarterly,48,24,27,34
KO,Dividends,annual,17,51,55,59
KO,Dividends,other,0,,,
PEP,Revenue,quarterly,50,24,31,40
PEP,Revenue,annual,19,38,47,243
PEP,Revenue,other,0,,,
PEP,NetIncome,quarterly,50,24,31,40
PEP,NetIncome,annual,19,38,47,243
PEP,NetIncome,other,0,,,
PEP,OperatingIncome,quarterly,50,24,31,40
PEP,OperatingIncome,annual,19,38,47,243
PEP,OperatingIncome,other,0,,,
PEP,StockholdersEquity,quarterly,64,24,33,118
PEP,StockholdersEquity,annual,17,38,47,58
PEP,StockholdersEquity,other,0,,,
PEP,Assets,quarterly,64,24,33,118
PEP,Assets,annual,17,38,47,58
PEP,Assets,other,0,,,
PEP,CFO,quarterly,50,24,31,40
PEP,CFO,annual,17,38,47,58
PEP,CFO,other,0,,,
PEP,Buybacks,quarterly,50,24,31,40
PEP,Buybacks,annual,17,38,47,58
PEP,Buybacks,other,0,,,
PEP,Cash,quarterly,64,24,33,118
PEP,Cash,annual,17,38,47,58
PEP,Cash,other,0,,,
PEP,LongTermDebt,quarterly,28,26,33,118
PEP,LongTermDebt,annual,17,38,47,58
PEP,LongTermDebt,other,0,,,
PEP,TotalLiabilities,quarterly,64,24,33,118
PEP,TotalLiabilities,annual,17,38,47,58
PEP,TotalLiabilities,other,0,,,
PEP,EPS_Basic,quarterly,50,24,31,40
PEP,EPS_Basic,annual,19,38,47,243
PEP,EPS_Basic,other,0,,,
PEP,EPS_Diluted,quarterly,50,24,31,40
PEP,EPS_Diluted,annual,19,38,47,243
PEP,EPS_Diluted,other,0,,,
PEP,CapEx,quarterly,50,24,31,40
PEP,CapEx,annual,17,38,47,58
PEP,CapEx,other,0,,,
PEP,Shares,quarterly,47,24,31,40
PEP,Shares,annual,16,38,47,58
PEP,Shares,other,0,,,
PEP,Dividends,quarterly,50,24,31,40
PEP,Dividends,annual,19,38,47,243
PEP,Dividends,other,0,,,
ABBV,Revenue,quarterly,40,33,37,43
ABBV,Revenue,annual,27,45,139,242
ABBV,Revenue,other,0,,,
ABBV,NetIncome,quarterly,40,33,37,43
ABBV,NetIncome,annual,27,45,139,242
ABBV,NetIncome,other,0,,,
ABBV,OperatingIncome,quarterly,40,33,37,43
ABBV,OperatingIncome,annual,13,45,50,58
ABBV,OperatingIncome,other,0,,,
ABBV,StockholdersEquity,quarterly,40,33,37,43
ABBV,StockholdersEquity,annual,13,45,50,58
ABBV,StockholdersEquity,other,0,,,
ABBV,Assets,quarterly,40,33,37,43
ABBV,Assets,annual,13,45,50,58
ABBV,Assets,other,0,,,
ABBV,CFO,quarterly,40,33,37,43
ABBV,CFO,annual,13,45,50,58
ABBV,CFO,other,0,,,
ABBV,Buybacks,quarterly,40,33,37,43
ABBV,Buybacks,annual,13,45,50,58
ABBV,Buybacks,other,0,,,
ABBV,Cash,quarterly,40,33,37,43
ABBV,Cash,annual,13,45,50,58
ABBV,Cash,other,0,,,
ABBV,LongTermDebt,quarterly,0,,,
ABBV,LongTermDebt,annual,7,45,50,52
ABBV,LongTermDebt,other,0,,,
ABBV,TotalLiabilities,quarterly,40,33,37,43
ABBV,TotalLiabilities,annual,13,45,50,58
ABBV,TotalLiabilities,other,0,,,
ABBV,EPS_Basic,quarterly,40,33,37,43
ABBV,EPS_Basic,annual,27,45,139,242
ABBV,EPS_Basic,other,0,,,
ABBV,EPS_Diluted,quarterly,40,33,37,43
ABBV,EPS_Diluted,annual,27,45,139,242
ABBV,EPS_Diluted,other,0,,,
ABBV,CapEx,quarterly,40,33,37,43
ABBV,CapEx,annual,13,45,50,58
ABBV,CapEx,other,0,,,
ABBV,Shares,quarterly,40,33,37,43
ABBV,Shares,annual,13,45,50,58
ABBV,Shares,other,0,,,
ABBV,Dividends,quarterly,55,33,38,78
ABBV,Dividends,annual,46,45,143,247
ABBV,Dividends,other,0,,,
MRK,Revenue,quarterly,51,24,37,41
MRK,Revenue,annual,17,55,58,60
MRK,Revenue,other,0,,,
MRK,NetIncome,quarterly,51,24,37,41
MRK,NetIncome,annual,17,55,58,60
MRK,NetIncome,other,0,,,
MRK,OperatingIncome,quarterly,45,32,37,41
MRK,OperatingIncome,annual,15,55,57,59
MRK,OperatingIncome,other,0,,,
MRK,StockholdersEquity,quarterly,51,24,37,41
MRK,StockholdersEquity,annual,17,55,58,60
MRK,StockholdersEquity,other,0,,,
MRK,Assets,quarterly,51,24,37,41
MRK,Assets,annual,17,55,58,60
MRK,Assets,other,0,,,
MRK,CFO,quarterly,51,24,37,41
MRK,CFO,annual,17,55,58,60
MRK,CFO,other,0,,,
MRK,Buybacks,quarterly,46,32,37,41
MRK,Buybacks,annual,17,55,58,60
MRK,Buybacks,other,0,,,
MRK,Cash,quarterly,51,24,37,41
MRK,Cash,annual,17,55,58,60
MRK,Cash,other,0,,,
MRK,LongTermDebt,quarterly,51,24,37,41
MRK,LongTermDebt,annual,17,55,58,60
MRK,LongTermDebt,other,0,,,
MRK,TotalLiabilities,quarterly,51,24,37,41
MRK,TotalLiabilities,annual,17,55,58,60
MRK,TotalLiabilities,other,0,,,
MRK,EPS_Basic,quarterly,51,24,37,41
MRK,EPS_Basic,annual,17,55,58,60
MRK,EPS_Basic,other,0,,,
MRK,EPS_Diluted,quarterly,51,24,37,41
MRK,EPS_Diluted,annual,17,55,58,60
MRK,EPS_Diluted,other,0,,,
MRK,CapEx,quarterly,49,32,37,41
MRK,CapEx,annual,17,55,58,60
MRK,CapEx,other,0,,,
MRK,Shares,quarterly,48,32,37,41
MRK,Shares,annual,16,55,57,59
MRK,Shares,other,0,,,
MRK,Dividends,quarterly,51,24,37,41
MRK,Dividends,annual,17,55,58,60
MRK,Dividends,other,0,,,
PFE,Revenue,quarterly,51,36,39,40
PFE,Revenue,annual,17,53,58,60
PFE,Revenue,other,0,,,
PFE,NetIncome,quarterly,51,36,39,40
PFE,NetIncome,annual,17,53,58,60
PFE,NetIncome,other,0,,,
PFE,OperatingIncome,quarterly,51,36,39,40
PFE,OperatingIncome,annual,17,53,58,60
PFE,OperatingIncome,other,0,,,
PFE,StockholdersEquity,quarterly,51,36,39,40
PFE,StockholdersEquity,annual,17,53,58,60
PFE,StockholdersEquity,other,0,,,
PFE,Assets,quarterly,51,36,39,40
PFE,Assets,annual,17,53,58,60
PFE,Assets,other,0,,,
PFE,CFO,quarterly,51,36,39,40
PFE,CFO,annual,17,53,58,60
PFE,CFO,other,0,,,
PFE,Buybacks,quarterly,41,38,39,115
PFE,Buybacks,annual,17,53,58,231
PFE,Buybacks,other,0,,,
PFE,Cash,quarterly,51,36,39,40
PFE,Cash,annual,17,53,58,60
PFE,Cash,other,0,,,
PFE,LongTermDebt,quarterly,51,36,39,40
PFE,LongTermDebt,annual,17,53,58,60
PFE,LongTermDebt,other,0,,,
PFE,TotalLiabilities,quarterly,51,36,39,40
PFE,TotalLiabilities,annual,17,53,58,60
PFE,TotalLiabilities,other,0,,,
PFE,EPS_Basic,quarterly,51,36,39,40
PFE,EPS_Basic,annual,17,53,58,60
PFE,EPS_Basic,other,0,,,
PFE,EPS_Diluted,quarterly,51,36,39,40
PFE,EPS_Diluted,annual,17,53,58,60
PFE,EPS_Diluted,other,0,,,
PFE,CapEx,quarterly,51,36,39,40
PFE,CapEx,annual,17,53,58,60
PFE,CapEx,other,0,,,
PFE,Shares,quarterly,51,36,39,40
PFE,Shares,annual,17,53,58,60
PFE,Shares,other,0,,,
PFE,Dividends,quarterly,54,36,39,105
PFE,Dividends,annual,18,53,58,77
PFE,Dividends,other,0,,,
COST,Revenue,quarterly,64,24,26,115
COST,Revenue,annual,38,38,157,250
COST,Revenue,other,0,,,
COST,NetIncome,quarterly,50,24,25,39
COST,NetIncome,annual,38,38,157,250
COST,NetIncome,other,0,,,
COST,OperatingIncome,quarterly,64,24,26,115
COST,OperatingIncome,annual,38,38,157,250
COST,OperatingIncome,other,0,,,
COST,StockholdersEquity,quarterly,81,24,30,115
COST,StockholdersEquity,annual,16,38,45,54
COST,StockholdersEquity,other,0,,,
COST,Assets,quarterly,66,24,26,115
COST,Assets,annual,16,38,45,54
COST,Assets,other,0,,,
COST,CFO,quarterly,50,24,25,39
COST,CFO,annual,16,38,45,54
COST,CFO,other,0,,,
COST,Buybacks,quarterly,50,24,25,39
COST,Buybacks,annual,16,38,45,54
COST,Buybacks,other,0,,,
COST,Cash,quarterly,66,24,26,115
COST,Cash,annual,16,38,45,54
COST,Cash,other,0,,,
COST,LongTermDebt,quarterly,66,24,26,115
COST,LongTermDebt,annual,16,38,45,54
COST,LongTermDebt,other,0,,,
COST,TotalLiabilities,quarterly,66,24,26,115
COST,TotalLiabilities,annual,16,38,45,54
COST,TotalLiabilities,other,0,,,
COST,EPS_Basic,quarterly,50,24,25,39
COST,EPS_Basic,annual,38,38,157,250
COST,EPS_Basic,other,0,,,
COST,EPS_Diluted,quarterly,50,24,25,39
COST,EPS_Diluted,annual,38,38,157,250
COST,EPS_Diluted,other,0,,,
COST,CapEx,quarterly,59,24,25,110
COST,CapEx,annual,16,38,45,54
COST,CapEx,other,0,,,
COST,Shares,quarterly,64,24,26,115
COST,Shares,annual,38,38,157,250
COST,Shares,other,0,,,
COST,Dividends,quarterly,50,24,25,39
COST,Dividends,annual,29,38,50,250
COST,Dividends,other,0,,,
AVGO,Revenue,quarterly,24,38,39,40
AVGO,Revenue,annual,14,46,47,229
AVGO,Revenue,other,0,,,
AVGO,NetIncome,quarterly,24,38,39,40
AVGO,NetIncome,annual,14,46,47,229
AVGO,NetIncome,other,0,,,
AVGO,OperatingIncome,quarterly,24,38,39,40
AVGO,OperatingIncome,annual,14,46,47,229
AVGO,OperatingIncome,other,0,,,
AVGO,StockholdersEquity,quarterly,24,38,39,40
AVGO,StockholdersEquity,annual,8,46,47,47
AVGO,StockholdersEquity,other,0,,,
AVGO,Assets,quarterly,24,38,39,40
AVGO,Assets,annual,8,46,47,47
AVGO,Assets,other,0,,,
AVGO,CFO,quarterly,24,38,39,40
AVGO,CFO,annual,8,46,47,47
AVGO,CFO,other,0,,,
AVGO,Buybacks,quarterly,21,38,39,40
AVGO,Buybacks,annual,8,46,47,47
AVGO,Buybacks,other,0,,,
AVGO,Cash,quarterly,24,38,39,40
AVGO,Cash,annual,8,46,47,47
AVGO,Cash,other,0,,,
AVGO,LongTermDebt,quarterly,24,38,39,40
AVGO,LongTermDebt,annual,8,46,47,47
AVGO,LongTermDebt,other,0,,,
AVGO,TotalLiabilities,quarterly,24,38,39,40
AVGO,TotalLiabilities,annual,8,46,47,47
AVGO,TotalLiabilities,other,0,,,
AVGO,EPS_Basic,quarterly,24,38,39,40
AVGO,EPS_Basic,annual,8,46,47,47
AVGO,EPS_Basic,other,0,,,
AVGO,EPS_Diluted,quarterly,24,38,39,40
AVGO,EPS_Diluted,annual,14,46,47,229
AVGO,EPS_Diluted,other,0,,,
AVGO,CapEx,quarterly,24,38,39,40
AVGO,CapEx,annual,8,46,47,47
AVGO,CapEx,other,0,,,
AVGO,Shares,quarterly,24,38,39,40
AVGO,Shares,annual,8,46,47,47
AVGO,Shares,other,0,,,
AVGO,Dividends,quarterly,24,38,39,40
AVGO,Dividends,annual,14,46,47,229
AVGO,Dividends,other,0,,,
WMT,Revenue,quarterly,50,29,34,40
WMT,Revenue,annual,37,41,141,244
WMT,Revenue,other,0,,,
WMT,NetIncome,quarterly,50,29,34,40
WMT,NetIncome,annual,37,41,141,244
WMT,NetIncome,other,0,,,
WMT,OperatingIncome,quarterly,50,29,34,40
WMT,OperatingIncome,annual,17,41,54,60
WMT,OperatingIncome,other,0,,,
WMT,StockholdersEquity,quarterly,50,29,34,40
WMT,StockholdersEquity,annual,17,41,54,60
WMT,StockholdersEquity,other,0,,,
WMT,Assets,quarterly,50,29,34,40
WMT,Assets,annual,17,41,54,60
WMT,Assets,other,0,,,
WMT,CFO,quarterly,50,29,34,40
WMT,CFO,annual,17,41,54,60
WMT,CFO,other,0,,,
WMT,Buybacks,quarterly,50,29,34,40
WMT,Buybacks,annual,17,41,54,60
WMT,Buybacks,other,0,,,
WMT,Cash,quarterly,50,29,34,40
WMT,Cash,annual,18,-279,51,60
WMT,Cash,other,0,,,
WMT,LongTermDebt,quarterly,50,29,34,40
WMT,LongTermDebt,annual,17,41,54,60
WMT,LongTermDebt,other,0,,,
WMT,TotalLiabilities,quarterly,50,29,34,40
WMT,TotalLiabilities,annual,17,41,54,60
WMT,TotalLiabilities,other,0,,,
WMT,EPS_Basic,quarterly,50,29,34,40
WMT,EPS_Basic,annual,37,41,141,244
WMT,EPS_Basic,other,0,,,
WMT,EPS_Diluted,quarterly,50,29,34,40
WMT,EPS_Diluted,annual,37,41,141,244
WMT,EPS_Diluted,other,0,,,
WMT,CapEx,quarterly,50,29,34,40
WMT,CapEx,annual,17,41,54,60
WMT,CapEx,other,0,,,
WMT,Shares,quarterly,50,29,34,40
WMT,Shares,annual,17,41,54,60
WMT,Shares,other,0,,,
WMT,Dividends,quarterly,54,29,34,106
WMT,Dividends,annual,17,41,54,60
WMT,Dividends,other,0,,,
LLY,Revenue,quarterly,50,25,30,39
LLY,Revenue,annual,31,43,54,236
LLY,Revenue,other,0,,,
LLY,NetIncome,quarterly,50,25,30,39
LLY,NetIncome,annual,31,43,54,236
LLY,NetIncome,other,0,,,
LLY,OperatingIncome,quarterly,50,25,30,39
LLY,OperatingIncome,annual,31,43,54,236
LLY,OperatingIncome,other,0,,,
LLY,StockholdersEquity,quarterly,61,25,30,120
LLY,StockholdersEquity,annual,17,43,51,55
LLY,StockholdersEquity,other,0,,,
LLY,Assets,quarterly,61,25,30,120
LLY,Assets,annual,17,43,51,55
LLY,Assets,other,0,,,
LLY,CFO,quarterly,50,25,30,39
LLY,CFO,annual,17,43,51,55
LLY,CFO,other,0,,,
LLY,Buybacks,quarterly,40,25,30,39
LLY,Buybacks,annual,14,43,50,54
LLY,Buybacks,other,0,,,
LLY,Cash,quarterly,60,25,30,120
LLY,Cash,annual,17,43,51,55
LLY,Cash,other,0,,,
LLY,LongTermDebt,quarterly,61,25,30,120
LLY,LongTermDebt,annual,17,43,51,55
LLY,LongTermDebt,other,0,,,
LLY,TotalLiabilities,quarterly,61,25,30,120
LLY,TotalLiabilities,annual,17,43,51,55
LLY,TotalLiabilities,other,0,,,
LLY,EPS_Basic,quarterly,39,25,30,39
LLY,EPS_Basic,annual,30,43,54,236
LLY,EPS_Basic,other,0,,,
LLY,EPS_Diluted,quarterly,39,25,30,39
LLY,EPS_Diluted,annual,30,43,54,236
LLY,EPS_Diluted,other,0,,,
LLY,CapEx,quarterly,10,25,30,35
LLY,CapEx,annual,0,,,
LLY,CapEx,other,0,,,
LLY,Shares,quarterly,37,25,30,39
LLY,Shares,annual,16,43,50,55
LLY,Shares,other,0,,,
LLY,Dividends,quarterly,50,25,30,39
LLY,Dividends,annual,17,43,51,55
LLY,Dividends,other,0,,,
ORCL,Revenue,quarterly,50,10,18,29
ORCL,Revenue,annual,16,18,22,31
ORCL,Revenue,other,0,,,
ORCL,NetIncome,quarterly,50,10,18,29
ORCL,NetIncome,annual,16,18,22,31
ORCL,NetIncome,other,0,,,
ORCL,OperatingIncome,quarterly,50,10,18,29
ORCL,OperatingIncome,annual,16,18,22,31
ORCL,OperatingIncome,other,0,,,
ORCL,StockholdersEquity,quarterly,66,10,19,116
ORCL,StockholdersEquity,annual,16,18,22,31
ORCL,StockholdersEquity,other,0,,,
ORCL,Assets,quarterly,66,10,19,116
ORCL,Assets,annual,16,18,22,31
ORCL,Assets,other,0,,,
ORCL,CFO,quarterly,50,10,18,29
ORCL,CFO,annual,16,18,22,31
ORCL,CFO,other,0,,,
ORCL,Buybacks,quarterly,50,10,18,29
ORCL,Buybacks,annual,16,18,22,31
ORCL,Buybacks,other,0,,,
ORCL,Cash,quarterly,67,10,19,116
ORCL,Cash,annual,16,18,22,31
ORCL,Cash,other,0,,,
ORCL,LongTermDebt,quarterly,0,,,
ORCL,LongTermDebt,annual,10,18,21,27
ORCL,LongTermDebt,other,0,,,
ORCL,TotalLiabilities,quarterly,66,10,19,116
ORCL,TotalLiabilities,annual,16,18,22,31
ORCL,TotalLiabilities,other,0,,,
ORCL,EPS_Basic,quarterly,50,10,18,29
ORCL,EPS_Basic,annual,16,18,22,31
ORCL,EPS_Basic,other,0,,,
ORCL,EPS_Diluted,quarterly,50,10,18,29
ORCL,EPS_Diluted,annual,16,18,22,31
ORCL,EPS_Diluted,other,0,,,
ORCL,CapEx,quarterly,45,10,18,24
ORCL,CapEx,annual,14,18,22,27
ORCL,CapEx,other,0,,,
ORCL,Shares,quarterly,66,10,19,116
ORCL,Shares,annual,16,18,22,31
ORCL,Shares,other,0,,,
ORCL,Dividends,quarterly,50,10,18,29
ORCL,Dividends,annual,16,18,22,31
ORCL,Dividends,other,0,,,
ADBE,Revenue,quarterly,51,25,26,35
ADBE,Revenue,annual,39,45,143,238
ADBE,Revenue,other,0,,,
ADBE,NetIncome,quarterly,51,25,26,35
ADBE,NetIncome,annual,39,45,143,238
ADBE,NetIncome,other,0,,,
ADBE,OperatingIncome,quarterly,51,25,26,35
ADBE,OperatingIncome,annual,39,45,143,238
ADBE,OperatingIncome,other,0,,,
ADBE,StockholdersEquity,quarterly,78,25,27,119
ADBE,StockholdersEquity,annual,17,45,53,56
ADBE,StockholdersEquity,other,0,,,
ADBE,Assets,quarterly,64,25,26,119
ADBE,Assets,annual,17,45,53,56
ADBE,Assets,other,0,,,
ADBE,CFO,quarterly,51,25,26,35
ADBE,CFO,annual,17,45,53,56
ADBE,CFO,other,0,,,
ADBE,Buybacks,quarterly,51,25,26,35
ADBE,Buybacks,annual,17,45,53,56
ADBE,Buybacks,other,0,,,
ADBE,Cash,quarterly,64,25,26,119
ADBE,Cash,annual,17,45,53,56
ADBE,Cash,other,0,,,
ADBE,LongTermDebt,quarterly,48,25,26,117
ADBE,LongTermDebt,annual,8,45,48,56
ADBE,LongTermDebt,other,0,,,
ADBE,TotalLiabilities,quarterly,64,25,26,119
ADBE,TotalLiabilities,annual,17,45,53,56
ADBE,TotalLiabilities,other,0,,,
ADBE,EPS_Basic,quarterly,51,25,26,35
ADBE,EPS_Basic,annual,39,45,143,238
ADBE,EPS_Basic,other,0,,,
ADBE,EPS_Diluted,quarterly,51,25,26,35
ADBE,EPS_Diluted,annual,39,45,143,238
