종목코드,종목명,appearing_panels,top100_appearance_count,best_mcap_rank,has_price_data,has_foreign_flow_data
030200,KT,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,4787,14,True,True
000810,삼성화재,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,4777,13,True,True
003490,대한항공,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,4753,27,True,True
011170,롯데케미칼,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,4647,14,True,True
028050,삼성E&A,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,4590,22,True,True
032830,삼성생명,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,4502,4,True,True
010130,고려아연,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,4470,6,True,True
028260,삼성물산,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,4433,3,True,True
008770,호텔신라,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,4306,37,True,True
034020,두산에너빌리티,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,4263,4,True,True
003550,LG,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,4245,11,True,True
004020,현대제철,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,4182,19,True,True
047810,한국항공우주,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,4138,21,True,True
010060,OCI홀딩스,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,4001,17,True,True
012450,한화에어로스페이스,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,3992,5,True,True
207940,삼성바이오로직스,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,3984,2,True,True
035720,카카오,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,3876,3,True,True
086280,현대글로비스,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,3810,18,True,True
068270,셀트리온,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,3711,3,True,True
006360,GS건설,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,3625,32,True,True
042670,HD현대인프라코어,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,3485,47,True,True
011200,HMM,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,3449,15,True,True
010620,HD현대미포,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,3427,48,True,True
011790,SKC,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,3257,39,True,True
032640,LG유플러스,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,3244,32,True,True
139480,이마트,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,3190,25,True,True
018260,삼성에스디에스,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,3148,4,True,True
042660,한화오션,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,3114,10,True,True
097950,CJ제일제당,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,3051,31,True,True
003670,포스코퓨처엠,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,2915,8,True,True
064350,현대로템,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2910,21,True,True
024110,기업은행,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2900,21,True,True
011780,금호석유화학,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2894,33,True,True
000210,DL,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2774,41,True,True
023530,롯데쇼핑,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2634,11,True,True
004170,신세계,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2616,17,True,True
316140,우리금융지주,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,2545,25,True,True
128940,한미약품,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2498,25,True,True
016360,삼성증권,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2497,36,True,True
020150,롯데에너지머티리얼즈,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2469,45,True,True
000990,DB하이텍,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2436,48,True,True
035250,강원랜드,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2379,22,True,True
352820,하이브,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,2332,19,True,True
251270,넷마블,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,2302,16,True,True
047050,포스코인터내셔널,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2280,19,True,True
021240,코웨이,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2234,28,True,True
000100,유한양행,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2152,28,True,True
028670,팬오션,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2139,45,True,True
036460,한국가스공사,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2062,35,True,True
004800,효성,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2062,38,True,True
204320,HL만도,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2051,52,True,True
001040,CJ,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2049,22,True,True
011210,현대위아,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2020,39,True,True
006260,LS,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,2009,39,True,True
005940,NH투자증권,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1997,39,True,True
161390,한국타이어앤테크놀로지,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1939,28,True,True
000150,두산,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1892,32,True,True
005070,코스모신소재,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1885,39,True,True
071050,한국금융지주,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1867,33,True,True
093370,후성,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1822,59,True,True
078930,GS,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1797,30,True,True
017800,현대엘리베이터,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1769,51,True,True
373220,LG에너지솔루션,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,1759,2,True,True
259960,크래프톤,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,1705,12,True,True
079550,LIG디펜스앤에어로스페이스,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1668,35,True,True
006800,미래에셋증권,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1634,16,True,True
005830,DB손해보험,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1612,37,True,True
001450,현대해상,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1601,49,True,True
007660,이수페타시스,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1547,47,True,True
112610,씨에스윈드,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1539,46,True,True
052690,한전기술,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1524,43,True,True
192820,코스맥스,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1522,60,True,True
010120,LS ELECTRIC,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1500,17,True,True
042700,한미반도체,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1482,18,True,True
329180,HD현대중공업,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,1467,5,True,True
009420,한올바이오파마,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1466,51,True,True
012630,HDC,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1460,39,True,True
002790,아모레G,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1451,14,True,True
005690,파미셀,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1448,57,True,True
323410,카카오뱅크,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,1440,8,True,True
001440,대한전선,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1436,46,True,True
069960,현대백화점,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1422,47,True,True
180640,한진칼,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1415,32,True,True
000880,한화,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1409,45,True,True
000830,삼성물산,kiwoom_dynamic_top100_2010_2016_panel.csv,1401,14,True,False
267250,HD현대,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,1382,34,True,True
019170,신풍제약,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1372,28,True,True
002380,KCC,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1310,33,True,True
267260,HD현대일렉트릭,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,1305,16,True,True
003600,SK,kiwoom_dynamic_top100_2010_2016_panel.csv,1304,20,True,False
081660,미스토홀딩스,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1283,41,True,True
001570,금양,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1271,31,True,True
402340,SK스퀘어,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,1267,3,True,True
018880,한온시스템,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1252,30,True,True
361610,SK아이이테크놀로지,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,1250,22,True,True
271560,오리온,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,1211,34,True,True
020560,아시아나항공,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1194,62,True,True
053000,우리금융,kiwoom_dynamic_top100_2010_2016_panel.csv,1171,13,True,False
336260,두산퓨얼셀,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,1169,42,True,True
001800,오리온홀딩스,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1163,28,True,True
272210,한화시스템,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,1161,23,True,True
120110,코오롱인더,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1153,59,True,True
000030,우리은행,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1138,24,True,True
008350,남선알미늄,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1132,69,True,True
161890,한국콜마,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1131,55,True,True
302440,SK바이오사이언스,dynamic_top100_2017_2024_panel.csv;dynamic_top100_2018_2024_panel.csv;dynamic_top100_2025_2026_krx_panel.csv,1116,13,True,True
001300,제일모직,kiwoom_dynamic_top100_2010_2016_panel.csv,1108,39,True,False
117930,한진해운,dynamic_top100_2017_2024_panel.csv;kiwoom_dynamic_top100_2010_2016_panel.csv,1103,56,True,True
