carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F010-A D013 direct,0.082789975087767,0.1099477779961756,3.688131924347972,22.0,0.166228811476639,2.6489756399680435,0.6363636363636364
F010-B E014,0.0794279190907025,0.0950884775620914,2.645494451390072,22.0,0.112321423711726,3.087968165998465,0.8181818181818182
