signal,trade_count,gross_mean,net_mean,gross_hit_rate,net_hit_rate,sharpe,random_trade_count,random_gross_mean,random_net_mean,random_gross_hit_rate,random_net_hit_rate,random_sharpe,verdict
r1d_lt_m3_hold1,606,0.051984304164218086,0.029961185073141484,0.6897689768976898,0.6666666666666666,5.117086420442261,604,0.0034543417856863754,-0.006115420929897818,0.46192052980132453,0.3658940397350993,-2.5249939168904207,PASS_diagnostic_only
r1d_lt_m3_hold3,530,0.18236948862900765,0.12469092749329105,0.6735849056603773,0.6566037735849056,1.6607571111332164,522,0.005536875883148142,-0.008639351776653089,0.4731800766283525,0.4099616858237548,-0.6846067589342263,PASS_diagnostic_only
r1d_lt_m3_hold5,486,0.23402382396881902,0.16095762894451382,0.6872427983539094,0.676954732510288,1.572242960471738,475,0.008123155903798996,-0.008966188945496716,0.4463157894736842,0.4105263157894737,-0.46092159624598067,PASS_diagnostic_only
r3d_lt_m7_hold3,549,0.7381549486226098,0.5582709240673427,0.6593806921675774,0.6520947176684881,0.5144250562178495,541,0.005105185614749368,-0.009026666548183066,0.4713493530499076,0.41035120147874304,-0.7115887480506882,PASS_diagnostic_only
volume_z_gt2_crash_hold1,672,0.0033061692424201307,-0.007044192868049752,0.4806547619047619,0.39880952380952384,-2.4533860317528573,669,0.003356457250524435,-0.0061910143420715255,0.4514200298953662,0.35874439461883406,-2.5281479065994263,FAIL_net_negative
volume_z_gt2_crash_hold3,652,0.008174133755917037,-0.007447522312290349,0.5138036809815951,0.4662576687116564,-0.626078598576719,643,0.006000810893781167,-0.008319147642836219,0.4758942457231726,0.4152410575427683,-0.6617647857984112,FAIL_net_negative
