signal,ticker,signal_date,execution_date,exit_date,holding_days,entry_price,exit_price,signal_value,gross_return,net_return,tax_paid_return
r1d_lt_m3_hold1,005420,2020-05-18,2020-05-21,2020-05-21,1,9080.0,9170.0,0.0,0.009911894273127775,0.0017312775330396643,0.0021806167400881104
r1d_lt_m3_hold1,015760,2021-07-26,2021-07-27,2021-07-27,1,24950.0,24750.0,0.0,-0.008016032064128265,-0.014016032064128265,0.0
r1d_lt_m3_hold1,033180,2019-09-19,2019-09-25,2019-09-25,1,4115.0,3840.0,0.0,-0.06682867557715677,-0.07282867557715678,0.0
r1d_lt_m3_hold1,069620,2019-04-10,2019-04-12,2019-04-12,1,196500.0,199000.0,0.0,0.012722646310432628,0.00392366412213745,0.0027989821882951783
r1d_lt_m3_hold1,096770,2024-07-19,2024-07-22,2024-07-22,1,112000.0,107600.0,0.0,-0.03928571428571426,-0.045285714285714256,0.0
r1d_lt_m3_hold1,088790,2021-03-30,2021-04-02,2021-04-02,1,6060.0,6630.0,0.0,0.09405940594059414,0.06736633663366343,0.02069306930693071
r1d_lt_m3_hold1,336370,2022-08-01,2022-08-04,2022-08-04,1,44500.0,44950.0,0.0,0.010112359550561889,0.0018876404494382734,0.0022247191011236156
r1d_lt_m3_hold1,096770,2021-03-03,2021-03-04,2021-03-04,1,262500.0,264000.0,0.0,0.005714285714285783,-0.0015428571428570896,0.0012571428571428722
r1d_lt_m3_hold1,005070,2024-06-17,2024-06-18,2024-06-18,1,157900.0,156100.0,0.0,-0.011399620012666256,-0.017399620012666255,0.0
r1d_lt_m3_hold1,011000,2021-09-08,2021-09-09,2021-09-09,1,40100.0,38700.0,0.0,-0.034912718204488824,-0.04091271820448882,0.0
r1d_lt_m3_hold1,012450,2023-02-03,2023-02-06,2023-02-06,1,80300.0,83400.0,0.0,0.038605230386052236,0.024112079701120746,0.008493150684931491
r1d_lt_m3_hold1,011780,2018-05-23,2018-06-07,2018-06-07,1,103500.0,102500.0,0.0,-0.009661835748792313,-0.015661835748792312,0.0
r1d_lt_m3_hold1,207940,2023-09-11,2023-09-12,2023-09-12,1,738000.0,723000.0,0.0,-0.020325203252032575,-0.026325203252032574,0.0
r1d_lt_m3_hold1,003230,2024-08-20,2024-08-21,2024-08-21,1,520000.0,515000.0,0.0,-0.009615384615384581,-0.015615384615384581,0.0
r1d_lt_m3_hold1,000880,2025-08-28,2025-08-29,2025-08-29,1,84600.0,83800.0,0.0,-0.009456264775413725,-0.015456264775413725,0.0
r1d_lt_m3_hold1,008350,2019-06-04,2019-06-05,2019-06-05,1,4020.0,4150.0,0.0,0.03233830845771135,0.019223880597014856,0.007114427860696497
r1d_lt_m3_hold1,015760,2019-07-31,2019-08-01,2019-08-01,1,27700.0,26650.0,0.0,-0.03790613718411551,-0.043906137184115505,0.0
r1d_lt_m3_hold1,005070,2021-07-15,2021-07-16,2021-07-16,1,37250.0,38400.0,0.0,0.03087248322147662,0.018080536912751764,0.0067919463087248565
r1d_lt_m3_hold1,012510,2019-04-30,2019-05-08,2019-05-08,1,57100.0,59500.0,0.0,0.042031523642731994,0.026784588441330956,0.00924693520140104
r1d_lt_m3_hold1,036570,2023-05-09,2023-05-10,2023-05-10,1,404500.0,387000.0,0.0,-0.04326328800988877,-0.049263288009888766,0.0
r1d_lt_m3_hold1,450080,2024-12-30,2025-01-02,2025-01-02,1,65900.0,61800.0,0.0,-0.06221547799696514,-0.06821547799696515,0.0
r1d_lt_m3_hold1,035720,2024-12-11,2024-12-12,2024-12-12,1,45000.0,43700.0,0.0,-0.028888888888888853,-0.03488888888888885,0.0
r1d_lt_m3_hold1,010130,2026-02-04,2026-02-05,2026-02-05,1,1780000.0,1709000.0,0.0,-0.039887640449438155,-0.045887640449438154,0.0
r1d_lt_m3_hold1,005380,2021-11-09,2021-11-10,2021-11-10,1,211000.0,208500.0,0.0,-0.011848341232227444,-0.017848341232227442,0.0
r1d_lt_m3_hold1,066570,2023-06-15,2023-06-16,2023-06-16,1,124100.0,124500.0,0.0,0.003223207091055613,-0.0034858984689766217,0.0007091055600322349
r1d_lt_m3_hold1,030000,2019-08-20,2019-09-09,2019-09-09,1,24750.0,24150.0,0.0,-0.024242424242424288,-0.030242424242424286,0.0
r1d_lt_m3_hold1,002070,2019-11-14,2019-11-18,2019-11-18,1,20450.0,20800.0,0.0,0.017114914425427896,0.007349633251833759,0.003765281173594137
r1d_lt_m3_hold1,004370,2020-02-12,2020-02-13,2020-02-13,1,262500.0,257500.0,0.0,-0.01904761904761909,-0.02504761904761909,0.0
r1d_lt_m3_hold1,010950,2018-10-12,2018-10-15,2018-10-15,1,128500.0,128000.0,0.0,-0.0038910505836575737,-0.009891050583657574,0.0
r1d_lt_m3_hold1,035420,2019-11-01,2019-11-04,2019-11-04,1,165500.0,164500.0,0.0,-0.0060422960725075026,-0.012042296072507503,0.0
r1d_lt_m3_hold1,020150,2022-04-04,2022-04-05,2022-04-05,1,101000.0,101000.0,0.0,0.0,-0.006,0.0
r1d_lt_m3_hold1,081660,2019-05-09,2019-05-10,2019-05-10,1,77000.0,78200.0,0.0,0.01558441558441559,0.006155844155844159,0.0034285714285714297
r1d_lt_m3_hold1,259960,2025-07-11,2025-07-14,2025-07-14,1,352000.0,347000.0,0.0,-0.014204545454545414,-0.020204545454545413,0.0
r1d_lt_m3_hold1,022100,2025-04-07,2025-04-09,2025-04-09,1,23600.0,23950.0,0.0,0.014830508474576343,0.005567796610169547,0.0032627118644067954
r1d_lt_m3_hold1,034730,2022-07-19,2022-07-20,2022-07-20,1,220500.0,215500.0,0.0,-0.0226757369614512,-0.028675736961451197,0.0
r1d_lt_m3_hold1,009420,2023-12-27,2023-12-28,2023-12-28,1,44000.0,44300.0,0.0,0.006818181818181834,-0.0006818181818181693,0.0015000000000000035
r1d_lt_m3_hold1,001340,2021-04-07,2021-04-22,2021-04-22,1,5340.0,5580.0,0.0,0.04494382022471921,0.029056179775280987,0.009887640449438226
r1d_lt_m3_hold1,004560,2024-01-23,2024-01-24,2024-01-24,1,18260.0,18650.0,0.0,0.021358159912376884,0.01065936473165397,0.0046987951807229145
r1d_lt_m3_hold1,012510,2020-09-10,2020-09-11,2020-09-11,1,115000.0,112000.0,0.0,-0.02608695652173909,-0.03208695652173909,0.0
r1d_lt_m3_hold1,004170,2022-05-12,2022-05-16,2022-05-16,1,257000.0,257000.0,0.0,0.0,-0.006,0.0
r1d_lt_m3_hold1,028260,2020-11-19,2020-11-20,2020-11-20,1,122000.0,121000.0,0.0,-0.008196721311475419,-0.014196721311475419,0.0
r1d_lt_m3_hold1,000210,2020-03-05,2020-03-06,2020-03-06,1,75200.0,73000.0,0.0,-0.0292553191489362,-0.0352553191489362,0.0
r1d_lt_m3_hold1,004830,2022-02-22,2022-03-03,2022-03-03,1,16950.0,15000.0,0.0,-0.11504424778761058,-0.12104424778761058,0.0
r1d_lt_m3_hold1,006260,2025-06-30,2025-07-01,2025-07-01,1,206500.0,211000.0,0.0,0.021791767554479424,0.010997578692493952,0.004794188861985473
r1d_lt_m3_hold1,021240,2018-12-28,2019-01-02,2019-01-02,1,74500.0,74400.0,0.0,-0.0013422818791946067,-0.007342281879194607,0.0
r1d_lt_m3_hold1,033780,2020-07-27,2020-07-28,2020-07-28,1,80400.0,81200.0,0.0,0.00995024875621886,0.0017611940298507107,0.0021890547263681494
r1d_lt_m3_hold1,069620,2018-04-04,2018-04-06,2018-04-06,1,206000.0,217000.0,0.0,0.05339805825242716,0.035650485436893184,0.011747572815533975
r1d_lt_m3_hold1,079550,2025-11-19,2025-11-20,2025-11-20,1,406500.0,416500.0,0.0,0.024600246002460135,0.013188191881918908,0.00541205412054123
r1d_lt_m3_hold1,032830,2018-12-13,2018-12-14,2018-12-14,1,84200.0,83900.0,0.0,-0.0035629453681710332,-0.009562945368171033,0.0
r1d_lt_m3_hold1,014280,2025-03-31,2025-04-01,2025-04-01,1,4470.0,4560.0,0.0,0.020134228187919545,0.009704697986577245,0.0044295302013423
r1d_lt_m3_hold1,003670,2025-08-28,2025-08-29,2025-08-29,1,146500.0,141300.0,0.0,-0.03549488054607508,-0.04149488054607508,0.0
r1d_lt_m3_hold1,004690,2023-03-17,2023-03-29,2023-03-29,1,511000.0,506000.0,0.0,-0.009784735812133127,-0.015784735812133126,0.0
r1d_lt_m3_hold1,079550,2025-11-28,2025-12-01,2025-12-01,1,379500.0,368000.0,0.0,-0.030303030303030276,-0.036303030303030275,0.0
r1d_lt_m3_hold1,096770,2019-02-26,2019-02-27,2019-02-27,1,182000.0,188000.0,0.0,0.03296703296703307,0.0197142857142858,0.007252747252747276
r1d_lt_m3_hold1,033270,2020-09-16,2020-09-17,2020-09-17,1,94500.0,99000.0,0.0,0.04761904761904767,0.031142857142857187,0.010476190476190488
r1d_lt_m3_hold1,012330,2024-11-19,2024-11-20,2024-11-20,1,251500.0,255000.0,0.0,0.013916500994035852,0.0048548707753479645,0.0030616302186878873
r1d_lt_m3_hold1,028260,2023-11-06,2023-11-07,2023-11-07,1,108900.0,110100.0,0.0,0.011019283746556363,0.002595041322313963,0.0024242424242424
r1d_lt_m3_hold1,000990,2022-04-07,2022-04-08,2022-04-08,1,70400.0,69700.0,0.0,-0.009943181818181768,-0.015943181818181766,0.0
r1d_lt_m3_hold1,009240,2020-09-23,2020-09-25,2020-09-25,1,105000.0,108500.0,0.0,0.03333333333333344,0.020000000000000084,0.007333333333333356
r1d_lt_m3_hold1,006400,2019-03-12,2019-03-13,2019-03-13,1,215500.0,218000.0,0.0,0.011600928074245953,0.003048723897911843,0.00255220417633411
r1d_lt_m3_hold1,008350,2020-03-04,2020-03-05,2020-03-05,1,4140.0,4150.0,0.0,0.0024154589371980784,-0.004115942028985499,0.0005314009661835773
r1d_lt_m3_hold1,170900,2018-01-15,2018-01-18,2018-01-18,1,119000.0,124500.0,0.0,0.04621848739495804,0.030050420168067273,0.01016806722689077
r1d_lt_m3_hold1,002240,2023-08-03,2023-08-04,2023-08-04,1,25100.0,22800.0,0.0,-0.0916334661354582,-0.0976334661354582,0.0
r1d_lt_m3_hold1,051910,2026-02-12,2026-02-13,2026-02-13,1,331000.0,324500.0,0.0,-0.01963746223564955,-0.025637462235649548,0.0
r1d_lt_m3_hold1,120110,2021-12-07,2021-12-08,2021-12-08,1,79900.0,77600.0,0.0,-0.028785982478097605,-0.0347859824780976,0.0
r1d_lt_m3_hold1,009540,2023-11-30,2023-12-01,2023-12-01,1,111600.0,111300.0,0.0,-0.0026881720430107503,-0.00868817204301075,0.0
r1d_lt_m3_hold1,005930,2025-04-03,2025-04-04,2025-04-04,1,56200.0,56100.0,0.0,-0.001779359430605032,-0.007779359430605032,0.0
r1d_lt_m3_hold1,004310,2026-02-11,2026-02-13,2026-02-13,1,13530.0,14340.0,0.0,0.05986696230598665,0.040696230598669586,0.013170731707317062
r1d_lt_m3_hold1,018880,2019-01-24,2019-01-25,2019-01-25,1,12250.0,12300.0,0.0,0.004081632653061273,-0.002816326530612207,0.0008979591836734801
r1d_lt_m3_hold1,010130,2019-07-08,2019-07-10,2019-07-10,1,449000.0,439500.0,0.0,-0.021158129175946505,-0.027158129175946503,0.0
r1d_lt_m3_hold1,042660,2025-06-20,2025-06-23,2025-06-23,1,87000.0,86300.0,0.0,-0.008045977011494232,-0.014045977011494232,0.0
r1d_lt_m3_hold1,005930,2019-12-18,2019-12-19,2019-12-19,1,57000.0,56000.0,0.0,-0.01754385964912286,-0.02354385964912286,0.0
r1d_lt_m3_hold1,034730,2024-01-09,2024-01-10,2024-01-10,1,168500.0,164400.0,0.0,-0.024332344213649826,-0.030332344213649824,0.0
r1d_lt_m3_hold1,271560,2024-05-27,2024-06-10,2024-06-10,1,92100.0,97900.0,0.0,0.06297502714440828,0.04312052117263846,0.013854505971769822
r1d_lt_m3_hold1,009540,2021-01-26,2021-01-27,2021-01-27,1,107000.0,102500.0,0.0,-0.04205607476635509,-0.04805607476635509,0.0
r1d_lt_m3_hold1,004270,2019-07-24,2019-07-30,2019-07-30,1,3165.0,3220.0,0.0,0.017377567140600236,0.007554502369668184,0.003823064770932052
r1d_lt_m3_hold1,010620,2018-07-06,2018-07-11,2018-07-11,1,86500.0,81500.0,0.0,-0.05780346820809246,-0.06380346820809246,0.0
r1d_lt_m3_hold1,326030,2021-04-05,2021-04-06,2021-04-06,1,104000.0,102000.0,0.0,-0.019230769230769273,-0.025230769230769272,0.0
r1d_lt_m3_hold1,018260,2020-04-14,2020-04-16,2020-04-16,1,155000.0,158000.0,0.0,0.019354838709677358,0.009096774193548339,0.004258064516129019
r1d_lt_m3_hold1,034220,2019-09-17,2019-09-18,2019-09-18,1,14600.0,14350.0,0.0,-0.017123287671232834,-0.023123287671232833,0.0
r1d_lt_m3_hold1,003580,2019-12-26,2019-12-27,2019-12-27,1,7980.0,7900.0,0.0,-0.010025062656641603,-0.016025062656641602,0.0
r1d_lt_m3_hold1,207940,2022-08-22,2022-08-23,2022-08-23,1,848000.0,829000.0,0.0,-0.02240566037735847,-0.02840566037735847,0.0
r1d_lt_m3_hold1,009150,2022-04-01,2022-04-04,2022-04-04,1,161500.0,161500.0,0.0,0.0,-0.006,0.0
r1d_lt_m3_hold1,096770,2023-04-07,2023-04-10,2023-04-10,1,189100.0,197700.0,0.0,0.04547858276044425,0.02947329455314652,0.010005288207297736
r1d_lt_m3_hold1,077500,2025-03-12,2025-10-31,2025-10-31,1,6740.0,7690.0,0.0,0.14094955489614236,0.10394065281899104,0.031008902077151318
r1d_lt_m3_hold1,011070,2020-03-25,2020-03-26,2020-03-26,1,113500.0,107500.0,0.0,-0.052863436123347984,-0.05886343612334798,0.0
r1d_lt_m3_hold1,010140,2022-09-29,2022-09-30,2022-09-30,1,5310.0,5310.0,0.0,0.0,-0.006,0.0
r1d_lt_m3_hold1,015760,2023-06-02,2023-06-05,2023-06-05,1,19330.0,19560.0,0.0,0.01189860320744951,0.0032809105018106175,0.002617692705638892
r1d_lt_m3_hold1,042660,2024-03-11,2024-03-12,2024-03-12,1,24600.0,24250.0,0.0,-0.014227642276422814,-0.020227642276422812,0.0
r1d_lt_m3_hold1,066570,2018-07-31,2018-08-01,2018-08-01,1,75500.0,75300.0,0.0,-0.0026490066225165476,-0.008649006622516548,0.0
r1d_lt_m3_hold1,010770,2025-04-08,2025-04-09,2025-04-09,1,14160.0,12410.0,0.0,-0.12358757062146897,-0.12958757062146897,0.0
r1d_lt_m3_hold1,443060,2025-12-03,2025-12-09,2025-12-09,1,197300.0,202000.0,0.0,0.023821591485048144,0.012580841358337553,0.005240750126710591
r1d_lt_m3_hold1,000270,2019-10-30,2019-10-31,2019-10-31,1,41950.0,42550.0,0.0,0.014302741358760418,0.005156138259833126,0.003146603098927292
r1d_lt_m3_hold1,011500,2021-01-19,2021-01-20,2021-01-20,1,19600.0,19450.0,0.0,-0.007653061224489832,-0.013653061224489832,0.0
r1d_lt_m3_hold1,042700,2025-10-27,2025-10-28,2025-10-28,1,148500.0,143100.0,0.0,-0.036363636363636376,-0.042363636363636374,0.0
r1d_lt_m3_hold1,285130,2021-11-02,2021-11-03,2021-11-03,1,184000.0,181500.0,0.0,-0.013586956521739135,-0.019586956521739134,0.0
r1d_lt_m3_hold1,000100,2018-12-18,2018-12-19,2018-12-19,1,214500.0,217000.0,0.0,0.011655011655011593,0.0030909090909090426,0.0025641025641025507
r1d_lt_m3_hold1,009830,2020-07-23,2020-07-24,2020-07-24,1,25800.0,25950.0,0.0,0.005813953488372103,-0.0014651162790697595,0.0012790697674418627
r1d_lt_m3_hold1,009150,2020-01-22,2020-01-23,2020-01-23,1,136000.0,134500.0,0.0,-0.011029411764705843,-0.01702941176470584,0.0
r1d_lt_m3_hold1,036580,2019-04-18,2019-04-19,2019-04-19,1,9950.0,9300.0,0.0,-0.0653266331658291,-0.0713266331658291,0.0
r1d_lt_m3_hold1,009270,2018-03-08,2018-03-09,2018-03-09,1,3190.0,2935.0,0.0,-0.07993730407523514,-0.08593730407523514,0.0
r1d_lt_m3_hold1,241560,2018-11-26,2018-11-27,2018-11-27,1,35300.0,34650.0,0.0,-0.018413597733711096,-0.024413597733711094,0.0
r1d_lt_m3_hold1,001230,2023-07-05,2023-07-07,2023-07-07,1,15700.0,17690.0,0.0,0.12675159235668798,0.09286624203821661,0.027885350318471357
r1d_lt_m3_hold1,108320,2023-11-13,2023-11-14,2023-11-14,1,91900.0,90400.0,0.0,-0.016322089227421066,-0.022322089227421064,0.0
r1d_lt_m3_hold1,032830,2022-12-02,2022-12-05,2022-12-05,1,69200.0,68600.0,0.0,-0.00867052023121384,-0.014670520231213841,0.0
r1d_lt_m3_hold1,035720,2023-04-03,2023-04-04,2023-04-04,1,60200.0,60700.0,0.0,0.008305647840531671,0.00047840531561470353,0.0018272425249169677
r1d_lt_m3_hold1,068290,2019-01-25,2019-01-28,2019-01-28,1,19650.0,18400.0,0.0,-0.06361323155216281,-0.06961323155216281,0.0
r1d_lt_m3_hold1,010040,2019-01-22,2019-01-23,2019-01-23,1,8690.0,9190.0,0.0,0.05753739930955115,0.038879171461449896,0.012658227848101253
r1d_lt_m3_hold1,064350,2021-04-26,2021-04-28,2021-04-28,1,20800.0,20450.0,0.0,-0.016826923076923128,-0.022826923076923127,0.0
r1d_lt_m3_hold1,010060,2019-03-20,2019-03-22,2019-03-22,1,99800.0,98500.0,0.0,-0.013026052104208374,-0.019026052104208373,0.0
r1d_lt_m3_hold1,298020,2021-05-14,2021-05-17,2021-05-17,1,737000.0,723000.0,0.0,-0.018995929443690662,-0.02499592944369066,0.0
r1d_lt_m3_hold1,002900,2022-07-21,2022-07-22,2022-07-22,1,2510.0,2330.0,0.0,-0.07171314741035861,-0.07771314741035862,0.0
r1d_lt_m3_hold1,192650,2019-05-02,2019-05-03,2019-05-03,1,20100.0,20350.0,0.0,0.01243781094527363,0.003701492537313432,0.0027363184079601988
r1d_lt_m3_hold1,030200,2026-03-23,2026-04-09,2026-04-09,1,61400.0,61000.0,0.0,-0.006514657980456029,-0.012514657980456029,0.0
r1d_lt_m3_hold1,036570,2023-05-11,2023-05-12,2023-05-12,1,376000.0,379500.0,0.0,0.009308510638297962,0.0012606382978724105,0.0020478723404255515
r1d_lt_m3_hold1,051900,2022-07-12,2022-07-13,2022-07-13,1,710000.0,715000.0,0.0,0.007042253521126751,-0.0005070422535211343,0.0015492957746478853
r1d_lt_m3_hold1,071050,2018-05-11,2018-05-14,2018-05-14,1,96000.0,96000.0,0.0,0.0,-0.006,0.0
r1d_lt_m3_hold1,011930,2023-10-27,2023-12-15,2023-12-15,1,2080.0,2060.0,0.0,-0.009615384615384581,-0.015615384615384581,0.0
r1d_lt_m3_hold1,003670,2022-02-17,2022-02-18,2022-02-18,1,112000.0,116000.0,0.0,0.03571428571428581,0.021857142857142933,0.007857142857142878
r1d_lt_m3_hold1,010950,2018-04-12,2018-04-13,2018-04-13,1,117000.0,116000.0,0.0,-0.008547008547008517,-0.014547008547008517,0.0
r1d_lt_m3_hold1,005490,2026-02-24,2026-02-25,2026-02-25,1,401000.0,406500.0,0.0,0.013715710723191998,0.004698254364089759,0.0030174563591022397
r1d_lt_m3_hold1,489790,2025-06-04,2025-06-05,2025-06-05,1,50700.0,52100.0,0.0,0.027613412228796763,0.015538461538461477,0.006074950690335288
r1d_lt_m3_hold1,020560,2021-10-14,2021-10-15,2021-10-15,1,23950.0,23750.0,0.0,-0.008350730688935326,-0.014350730688935326,0.0
r1d_lt_m3_hold1,033780,2025-08-28,2025-08-29,2025-08-29,1,135300.0,134700.0,0.0,-0.0044345898004434225,-0.010434589800443423,0.0
r1d_lt_m3_hold1,267260,2023-04-13,2023-04-14,2023-04-14,1,45550.0,47550.0,0.0,0.04390779363336983,0.02824807903402847,0.009659714599341363
r1d_lt_m3_hold1,259960,2024-11-08,2024-11-11,2024-11-11,1,324500.0,317500.0,0.0,-0.02157164869029271,-0.02757164869029271,0.0
r1d_lt_m3_hold1,006660,2022-08-17,2023-02-21,2023-02-21,1,10580.0,11350.0,0.0,0.07277882797731561,0.05076748582230617,0.016011342155009434
r1d_lt_m3_hold1,096770,2020-12-29,2020-12-30,2020-12-30,1,183500.0,190000.0,0.0,0.03542234332425065,0.021629427792915507,0.007792915531335143
r1d_lt_m3_hold1,000490,2022-03-23,2022-03-29,2022-03-29,1,14900.0,14100.0,0.0,-0.05369127516778527,-0.05969127516778527,0.0
r1d_lt_m3_hold1,010130,2018-08-09,2018-08-10,2018-08-10,1,397000.0,401000.0,0.0,0.010075566750629816,0.0018589420654912567,0.0022166246851385595
r1d_lt_m3_hold1,008770,2022-04-06,2022-04-07,2022-04-07,1,84700.0,82900.0,0.0,-0.02125147579693032,-0.027251475796930318,0.0
r1d_lt_m3_hold1,035720,2022-06-13,2022-06-14,2022-06-14,1,74900.0,76600.0,0.0,0.022696929238985364,0.011703604806408585,0.00499332443257678
r1d_lt_m3_hold1,009150,2020-05-22,2020-05-25,2020-05-25,1,120500.0,120000.0,0.0,-0.004149377593360981,-0.010149377593360981,0.0
r1d_lt_m3_hold1,383220,2022-10-18,2022-10-19,2022-10-19,1,139500.0,138000.0,0.0,-0.010752688172043001,-0.016752688172043,0.0
r1d_lt_m3_hold1,005490,2018-04-19,2018-04-20,2018-04-20,1,354500.0,349500.0,0.0,-0.014104372355430161,-0.02010437235543016,0.0
r1d_lt_m3_hold1,298020,2021-02-04,2021-02-05,2021-02-05,1,455500.0,479000.0,0.0,0.05159165751920969,0.034241492864983555,0.011350164654226131
r1d_lt_m3_hold1,003550,2019-12-20,2019-12-23,2019-12-23,1,74500.0,74800.0,0.0,0.00402684563758382,-0.0028590604026846205,0.0008859060402684405
r1d_lt_m3_hold1,069620,2020-06-10,2020-06-11,2020-06-11,1,145500.0,146000.0,0.0,0.0034364261168384758,-0.003319587628865989,0.0007560137457044647
r1d_lt_m3_hold1,259960,2025-09-02,2025-09-03,2025-09-03,1,327000.0,329000.0,0.0,0.006116207951070374,-0.0012293577981651086,0.0013455657492354822
r1d_lt_m3_hold1,047040,2026-03-25,2026-03-26,2026-03-26,1,16400.0,15900.0,0.0,-0.030487804878048808,-0.036487804878048806,0.0
r1d_lt_m3_hold1,006400,2022-03-15,2022-03-16,2022-03-16,1,492500.0,498000.0,0.0,0.01116751269035543,0.002710659898477235,0.0024568527918781948
r1d_lt_m3_hold1,015760,2023-05-16,2023-05-17,2023-05-17,1,18650.0,18410.0,0.0,-0.01286863270777483,-0.018868632707774828,0.0
r1d_lt_m3_hold1,069620,2018-01-03,2018-01-04,2018-01-04,1,169000.0,161000.0,0.0,-0.047337278106508895,-0.053337278106508894,0.0
r1d_lt_m3_hold1,128820,2025-12-04,2025-12-05,2025-12-05,1,5600.0,5540.0,0.0,-0.010714285714285676,-0.016714285714285675,0.0
r1d_lt_m3_hold1,071050,2025-10-28,2025-10-29,2025-10-29,1,177500.0,176700.0,0.0,-0.004507042253521165,-0.010507042253521165,0.0
r1d_lt_m3_hold1,021050,2021-02-22,2021-03-03,2021-03-03,1,2405.0,2645.0,0.0,0.0997920997920998,0.07183783783783784,0.021954261954261957
r1d_lt_m3_hold1,042660,2018-08-28,2018-09-03,2018-09-03,1,28250.0,29250.0,0.0,0.03539823008849563,0.021610619469026593,0.007787610619469039
r1d_lt_m3_hold1,000660,2018-11-26,2018-11-27,2018-11-27,1,71100.0,70800.0,0.0,-0.00421940928270037,-0.01021940928270037,0.0
r1d_lt_m3_hold1,000990,2026-04-10,2026-04-15,2026-04-15,1,96500.0,98600.0,0.0,0.021761658031087983,0.010974093264248627,0.004787564766839356
r1d_lt_m3_hold1,034730,2020-06-25,2020-06-26,2020-06-26,1,291000.0,292000.0,0.0,0.0034364261168384758,-0.003319587628865989,0.0007560137457044647
r1d_lt_m3_hold1,002140,2024-10-15,2024-10-16,2024-10-16,1,3765.0,3400.0,0.0,-0.09694555112881809,-0.10294555112881809,0.0
r1d_lt_m3_hold1,033780,2019-01-02,2019-01-03,2019-01-03,1,97200.0,98800.0,0.0,0.016460905349794164,0.006839506172839448,0.003621399176954716
r1d_lt_m3_hold1,097950,2023-11-22,2024-01-08,2024-01-08,1,317000.0,300000.0,0.0,-0.05362776025236593,-0.05962776025236593,0.0
r1d_lt_m3_hold1,020150,2024-09-06,2024-09-23,2024-09-23,1,38350.0,40350.0,0.0,0.052151238591916504,0.03467796610169488,0.01147327249022163
r1d_lt_m3_hold1,000660,2018-03-28,2018-03-29,2018-03-29,1,80800.0,80300.0,0.0,-0.006188118811881194,-0.012188118811881194,0.0
r1d_lt_m3_hold1,465770,2025-04-01,2025-04-03,2025-04-03,1,9680.0,9770.0,0.0,0.009297520661156966,0.0012520661157024333,0.0020454545454545326
r1d_lt_m3_hold1,377300,2022-06-09,2022-06-10,2022-06-10,1,87800.0,85100.0,0.0,-0.03075170842824604,-0.03675170842824604,0.0
r1d_lt_m3_hold1,004020,2018-12-24,2018-12-26,2018-12-26,1,46000.0,46450.0,0.0,0.009782608695652284,0.0016304347826087812,0.0021521739130435026
r1d_lt_m3_hold1,011150,2020-02-03,2020-02-10,2020-02-10,1,2745.0,2870.0,0.0,0.04553734061930781,0.029519125683060095,0.010018214936247717
r1d_lt_m3_hold1,055550,2024-04-02,2024-04-03,2024-04-03,1,44900.0,43500.0,0.0,-0.031180400890868598,-0.037180400890868597,0.0
r1d_lt_m3_hold1,267260,2024-03-05,2024-03-06,2024-03-06,1,128600.0,136000.0,0.0,0.05754276827371685,0.038883359253499145,0.012659409020217708
r1d_lt_m3_hold1,012450,2023-12-08,2023-12-11,2023-12-11,1,134400.0,128700.0,0.0,-0.0424107142857143,-0.0484107142857143,0.0
r1d_lt_m3_hold1,009150,2018-05-24,2018-05-25,2018-05-25,1,128000.0,130000.0,0.0,0.015625,0.0061875,0.0034375
r1d_lt_m3_hold1,051910,2024-03-12,2024-03-13,2024-03-13,1,452000.0,450000.0,0.0,-0.004424778761061954,-0.010424778761061954,0.0
r1d_lt_m3_hold1,082740,2025-10-01,2025-10-02,2025-10-02,1,49450.0,48800.0,0.0,-0.013144590495449915,-0.019144590495449913,0.0
r1d_lt_m3_hold1,042660,2018-03-14,2018-03-15,2018-03-15,1,25000.0,26750.0,0.0,0.07000000000000006,0.048600000000000046,0.015400000000000014
r1d_lt_m3_hold1,055550,2022-04-28,2022-04-29,2022-04-29,1,41700.0,42150.0,0.0,0.010791366906474753,0.002417266187050307,0.002374100719424446
r1d_lt_m3_hold1,035420,2021-10-25,2021-10-26,2021-10-26,1,402500.0,412500.0,0.0,0.024844720496894457,0.013378881987577678,0.00546583850931678
r1d_lt_m3_hold1,017670,2020-04-17,2020-04-20,2020-04-20,1,200000.0,203500.0,0.0,0.01750000000000007,0.007650000000000055,0.0038500000000000157
r1d_lt_m3_hold1,042700,2023-06-01,2023-06-02,2023-06-02,1,27050.0,25700.0,0.0,-0.049907578558225474,-0.05590757855822547,0.0
r1d_lt_m3_hold1,004170,2022-12-16,2022-12-20,2022-12-20,1,211000.0,209000.0,0.0,-0.009478672985781977,-0.015478672985781977,0.0
r1d_lt_m3_hold1,105560,2024-04-24,2024-04-25,2024-04-25,1,68300.0,69300.0,0.0,0.014641288433382194,0.00542020497803811,0.0032210834553440828
r1d_lt_m3_hold1,034220,2019-10-24,2019-10-25,2019-10-25,1,13800.0,13700.0,0.0,-0.007246376811594235,-0.013246376811594235,0.0
r1d_lt_m3_hold1,267250,2018-05-11,2018-05-15,2018-05-15,1,434500.0,431000.0,0.0,-0.008055235903337121,-0.014055235903337121,0.0
r1d_lt_m3_hold1,028050,2019-11-27,2019-11-28,2019-11-28,1,19200.0,18850.0,0.0,-0.01822916666666663,-0.024229166666666628,0.0
