scheme,IS_Sharpe,OOS_Sharpe,IS_net,OOS_net,IS_annualized,OOS_annualized,OOS_ratio_to_IS_Sharpe,verdict
A,0.4900158575931986,0.4449096193137925,0.2504409029347785,0.568773872653709,0.046892995082406186,0.09070069819287019,0.9079494314715578,STRONG
B,0.017178493523526114,0.6234338039915919,0.0061207528988673765,1.0120988040170644,0.0015687403892474805,0.11997611700258237,36.29152947188257,STRONG
C,0.1646594300760798,0.7446102533682143,0.12717633724827748,0.7946897571341207,0.020635452118785702,0.14931586105991812,4.522123348927979,STRONG
