subperiod,year,trades,net,annualized,max_DD,sharpe
full,2010,0,0.0,0.0,0.0,
full,2011,0,0.0,0.0,0.0,
full,2012,0,0.0,0.0,0.0,
full,2013,0,0.0,0.0,0.0,
full,2014,0,0.0,0.0,0.0,
full,2015,0,0.0,0.0,0.0,
full,2017,10,0.09401472235486108,0.09766159375134942,-0.11120123654025105,0.8368783447844159
full,2018,5,-0.03586254487531926,-0.03701633446380803,-0.07864986496615223,-0.3573723747228273
full,2019,5,-0.04651535835890075,-0.04762243085999185,-0.12145723212802884,-0.49333030581576776
full,2020,5,0.24613608482727312,0.2505666731530549,-0.0603266136069901,2.246610446459564
full,2021,20,-0.12419945981131231,-0.12607077966526914,-0.2502642213831803,-0.5788006184730606
full,2022,5,-0.09716827644733184,-0.09941636658474884,-0.18083086612132626,-0.7671299099093573
full,2023,0,0.0,0.0,0.0,
full,2024,10,0.010394436376717442,0.010737060761085715,-0.1297434181427427,0.0705928363468887
full,2025,5,0.37443946131811434,0.39262210908077,-0.11721477308909656,2.012416645924205
full,2026,10,0.5621484118981517,2.938598188001892,-0.2297226561855833,5.190808081595577
scheme_a_is,2015,0,0.0,0.0,0.0,
scheme_a_is,2017,10,0.09401472235486108,0.09766159375134942,-0.11120123654025105,0.8368783447844159
scheme_a_is,2018,5,-0.03586254487531926,-0.03701633446380803,-0.07864986496615223,-0.3573723747228273
scheme_a_is,2019,5,-0.04651535835890075,-0.04762243085999185,-0.12145723212802884,-0.49333030581576776
scheme_a_is,2020,5,0.24283382420248079,0.24719929185750011,-0.0603266136069901,2.225708218497994
scheme_a_oos,2021,20,-0.12419945981131286,-0.1260707796652697,-0.25026422138318083,-0.5788006184730632
scheme_a_oos,2022,5,-0.09716827644733173,-0.09941636658474873,-0.18083086612132615,-0.7671299099093575
scheme_a_oos,2023,0,0.0,0.0,0.0,
scheme_a_oos,2024,10,0.010394436376717442,0.010737060761085715,-0.12974341814274248,0.07059283634688873
scheme_a_oos,2025,5,0.37443946131811434,0.39262210908077,-0.11721477308909667,2.0124166459242065
scheme_a_oos,2026,10,0.5621484118981519,2.938598188001894,-0.2297226561855834,5.190808081595581
scheme_b_is,2015,0,0.0,0.0,0.0,
scheme_b_is,2017,10,0.09401472235486108,0.09766159375134942,-0.11120123654025105,0.8368783447844159
scheme_b_is,2018,5,-0.03586254487531926,-0.03701633446380803,-0.07864986496615223,-0.3573723747228273
scheme_b_is,2019,5,-0.04651535835890075,-0.04762243085999185,-0.12145723212802884,-0.49333030581576776
scheme_b_oos,2020,5,0.24613608482727267,0.2505666731530545,-0.0603266136069901,2.246610446459558
scheme_b_oos,2021,20,-0.12419945981131209,-0.12607077966526892,-0.2502642213831804,-0.5788006184730594
scheme_b_oos,2022,5,-0.09716827644733184,-0.09941636658474884,-0.18083086612132626,-0.767129909909358
scheme_b_oos,2023,0,0.0,0.0,0.0,
scheme_b_oos,2024,10,0.01039443637671722,0.010737060761085493,-0.12974341814274248,0.07059283634688736
scheme_b_oos,2025,5,0.3744394613181141,0.3926221090807698,-0.11721477308909667,2.012416645924205
scheme_b_oos,2026,10,0.5621484118981521,2.9385981880018957,-0.2297226561855834,5.190808081595582
scheme_c_is,2015,0,0.0,0.0,0.0,
scheme_c_is,2017,10,0.09401472235486108,0.09766159375134942,-0.11120123654025105,0.8368783447844159
scheme_c_is,2018,5,-0.03586254487531926,-0.03701633446380803,-0.07864986496615223,-0.3573723747228273
scheme_c_is,2019,5,-0.04651535835890075,-0.04762243085999185,-0.12145723212802884,-0.49333030581576776
scheme_c_is,2020,5,0.24613608482727312,0.2505666731530549,-0.0603266136069901,2.246610446459564
scheme_c_is,2021,20,-0.12652033124281237,-0.12842399519017522,-0.2502642213831803,-0.5897207798003238
scheme_c_oos,2022,5,-0.09716827644733161,-0.0994163665847485,-0.18083086612132626,-0.7671299099093548
scheme_c_oos,2023,0,0.0,0.0,0.0,
scheme_c_oos,2024,10,0.010394436376717442,0.010737060761085715,-0.12974341814274237,0.0705928363468889
scheme_c_oos,2025,5,0.3744394613181141,0.3926221090807698,-0.11721477308909656,2.012416645924206
scheme_c_oos,2026,10,0.5621484118981517,2.938598188001892,-0.2297226561855833,5.19080808159558
