period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.09401472235486108,0.10111100738801637,0.047196502772218984,0.050677239382894035,-0.11120123654025105,-0.10825712142713284,10,10
2018-2026,2018-01-01,2026-05-04,0.4234660249341211,0.45539984598425165,0.12813851497341577,0.13671738219911433,-0.3392346174957135,-0.3393494236202602,35,35
