signal_date,sector_code,sector_name,flow_score,rs_score,combined_score,eligible_for_score
2010-03-31,01,반도체/IT하드웨어,1.4263304701967712,0.1893595730732676,0.8078450216350194,True
2010-03-31,02,자동차/운송장비,0.6416001713949019,0.9467131397564076,0.7941566555756547,True
2010-03-31,03,2차전지/화학/소재,-0.17875709379668908,0.0468682188489772,-0.06594443747385595,True
2010-03-31,04,철강금속,-0.1416016585037065,-1.952165994613966,-1.0468838265588363,True
2010-03-31,05,조선/기계/산업재,-0.7891643933865079,2.0293683628035253,0.6201019847085087,True
2010-03-31,06,금융,-0.8690437600970192,-0.38606916615984155,-0.6275564631284304,True
2010-03-31,07,헬스케어,-1.5503758385816668,0.6141194108737049,-0.46812821385398096,True
2010-03-31,08,인터넷/게임/SW,2.1371091332901067,0.12081510973326869,1.1289621215116876,True
2010-03-31,09,소비재/유통,-0.20474339958907023,-0.3695009636380958,-0.28712218161358305,True
2010-03-31,10,음식료,-0.23528057764836,-0.03201088777961726,-0.13364573271398864,True
2010-03-31,11,에너지/유틸리티,,,,False
2010-03-31,12,건설/부동산,-0.23607305327876188,-1.2074968028976303,-0.721784928088196,True
2010-06-30,01,반도체/IT하드웨어,-0.8615684747101515,-1.1354501865114288,-0.9985093306107902,True
2010-06-30,02,자동차/운송장비,-0.5754635661543147,1.023388740396679,0.22396258712118217,True
2010-06-30,03,2차전지/화학/소재,-0.061935509173008274,1.621998987862737,0.7800317393448644,True
2010-06-30,04,철강금속,-0.49515674935427556,-1.126427728545791,-0.8107922389500333,True
2010-06-30,05,조선/기계/산업재,-0.19152438412602021,1.5863468241969938,0.6974112200354868,True
2010-06-30,06,금융,0.33558907487837425,-0.6988951175683306,-0.18165302134497816,True
2010-06-30,07,헬스케어,,,,False
2010-06-30,08,인터넷/게임/SW,-0.46977280550004463,-0.6298061919581732,-0.549789498729109,True
2010-06-30,09,소비재/유통,2.81577982554505,-0.026508668914250372,1.3946355783153999,True
2010-06-30,10,음식료,0.10975467213472331,-0.6010100478325561,-0.24562768784891637,True
2010-06-30,11,에너지/유틸리티,,,,False
2010-06-30,12,건설/부동산,-0.6057020835403322,-0.013636611125879588,-0.30966934733310586,True
2010-09-30,01,반도체/IT하드웨어,-1.28294152567591,-1.932244114621096,-1.607592820148503,True
2010-09-30,02,자동차/운송장비,1.0185823113902408,0.9010404235053289,0.9598113674477848,True
2010-09-30,03,2차전지/화학/소재,0.2281822307242052,0.7222862954168239,0.47523426307051453,True
2010-09-30,04,철강금속,0.6657013407679438,-0.5692521615045086,0.04822458963171761,True
2010-09-30,05,조선/기계/산업재,-0.5794698831600245,0.782587798745033,0.10155895779250429,True
2010-09-30,06,금융,-1.067868939312237,-1.4257541570947814,-1.2468115482035091,True
2010-09-30,07,헬스케어,,,,False
2010-09-30,08,인터넷/게임/SW,-1.0342393729164774,-0.22628929797200087,-0.6302643354442391,True
2010-09-30,09,소비재/유통,-0.10226725384630891,1.1277482330752444,0.5127404896144677,True
2010-09-30,10,음식료,2.063197294463327,-0.1635845200672542,0.9498063871980362,True
2010-09-30,11,에너지/유틸리티,,,,False
2010-09-30,12,건설/부동산,0.09112379756524024,0.7834615005172109,0.43729264904122556,True
2010-12-30,01,반도체/IT하드웨어,0.468125631615128,1.1456026846993246,0.8068641581572262,True
2010-12-30,02,자동차/운송장비,0.7636863277653468,1.2949092924856598,1.0292978101255033,True
2010-12-30,03,2차전지/화학/소재,0.6679116652869982,1.024047216374514,0.8459794408307562,True
2010-12-30,04,철강금속,1.028502261504832,-1.3454085065280992,-0.15845312251163357,True
2010-12-30,05,조선/기계/산업재,-0.6657098186336666,-1.1384287149320675,-0.9020692667828671,True
2010-12-30,06,금융,0.3660282364770937,0.7337529071728102,0.5498905718249519,True
2010-12-30,07,헬스케어,,,,False
2010-12-30,08,인터넷/게임/SW,0.04792427782266633,-0.7152240404848415,-0.3336498813310876,True
2010-12-30,09,소비재/유통,-0.11552481215169133,-0.2710209734809584,-0.19327289281632487,True
2010-12-30,10,음식료,,,,False
2010-12-30,11,에너지/유틸리티,0.10186549155256862,-1.2206886977075657,-0.5594116030774986,True
2010-12-30,12,건설/부동산,-2.6628092612392757,0.4924588324012235,-1.085175214419026,True
2011-03-31,01,반도체/IT하드웨어,0.7761999266883876,-1.125842039984189,-0.17482105664790076,True
2011-03-31,02,자동차/운송장비,0.563990919483966,1.0220568825039742,0.7930239009939701,True
2011-03-31,03,2차전지/화학/소재,0.9699889375016599,2.3361777782709003,1.6530833578862802,True
2011-03-31,04,철강금속,1.3475331003645978,0.37390474098251186,0.8607189206735548,True
