carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F003-B E014,-0.03485374878852033,-0.04912743751541951,-1.460612597325319,22.0,0.03472596972764444,0.6796433945314226,0.5454545454545454
