period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.06481915310091413,0.0717794741708837,0.009190445572600403,0.010148679469533572,-0.055396264648694404,-0.05438031838228907,185,185
2018-2026,2018-01-01,2026-05-04,1.0119873227491705,1.1456473799504248,0.08997100208922815,0.0986442021129943,-0.41196277920465385,-0.40626137613467206,1867,1867
