year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,0.06481915310091413,0.31675953872996554,0.0,0.0,0.06481915310091413
2018,-0.001820662158699693,-0.08401784948302582,0.0,0.0,-0.001820662158699693
2019,-0.027918108937466046,0.17019485930094325,0.0,0.0277493483052602,-0.055667457242726245
2020,0.32146842037204015,0.5251287429311848,0.0,0.2461360848272729,0.07533233554476726
2021,-0.0636656452481037,0.13170240063376726,0.0,-0.035316520549102,-0.0283491246990017
2022,-0.07231666138847392,-0.18442405395793493,0.0,0.0,-0.07231666138847392
2023,0.054058282174163974,0.3279894204214897,0.0,-0.0177293971971159,0.07178767937127987
2024,-0.03579953578079442,0.034981455283805474,0.0,0.0422472179791628,-0.07804675375995723
2025,0.2057135501916032,1.047004780803555,0.0,0.7666554035490463,-0.5609418533574431
2026,0.4526520249168533,0.7344109727369705,0.0,0.0,0.4526520249168533
