sample_id,bucket,category,in_scope_for_parser,negative_control,period,rcept_no,rcept_dt,stock_code,corp_name,report_nm,is_correction
MAN_0170,correction_flagged,delisting,False,True,post_2018,20181001800507,2018-10-01,002000,생고뱅코리아홀딩스,[기재정정]상장폐지결정,True
MAN_0171,correction_flagged,suspension_related,True,False,post_2018,20220905900418,2022-09-05,319660,피에스케이,[기재정정]주권매매거래정지(무상증자),True
MAN_0172,correction_flagged,delisting,False,True,post_2018,20260325901362,2026-03-25,263050,유틸렉스,[기재정정]내부결산시점관리종목지정ㆍ형식적상장폐지ㆍ상장적격성실질심사사유발생              ,True
MAN_0173,correction_flagged,other,False,True,post_2018,20220829900211,2022-08-29,096640,멜파스,[기재정정]소송등의제기ㆍ신청(경영권분쟁소송)(직무집행정지 및 직무대행자 선임 가처분),True
MAN_0174,prior_failed_extraction,suspension_related,True,False,pre_2018,20110324900072,20110324,054170,엔빅스,주권매매거래정지기간변경(상장폐지사유발생),False
MAN_0175,prior_failed_extraction,suspension_related,True,False,pre_2018,20150625900409,20150625,060900,에이전트AI,주권매매거래정지기간변경(구주권 제출),False
MAN_0176,prior_failed_extraction,suspension_related,True,False,pre_2018,20170817900426,20170817,087220,스틸플라워,주권매매거래정지(상장적격성 실질심사 대상 (사유발생)),False
MAN_0177,prior_failed_extraction,suspension_related,True,False,pre_2018,20160222900520,20160222,066110,한프,주권매매거래정지(구주권 제출),False
MAN_0178,prior_failed_extraction,suspension_related,True,False,pre_2018,20121213900703,20121213,099660,신텍,주권매매거래정지(무상증자),False
MAN_0179,prior_failed_extraction,suspension_related,True,False,pre_2018,20140324900068,20140324,043710,코스리거글로벌,주권매매거래정지(관리종목지정사유발생),False
MAN_0180,prior_failed_extraction,suspension_related,True,False,pre_2018,20110125900076,20110125,043680,스톰이앤에프,주권매매거래정지(조회공시 신고시한 위반),False
MAN_0181,prior_failed_extraction,suspension_related,True,False,pre_2018,20160322900935,20160322,036220,오상헬스케어,주권매매거래정지기간변경(상장폐지 사유 발생),False
MAN_0182,prior_failed_extraction,suspension_related,True,False,pre_2018,20110325901995,20110325,052510,에코솔루션,주권매매거래정지,False
MAN_0183,prior_failed_extraction,suspension_related,True,False,pre_2018,20130208900071,20130208,012650,쌍용건설,주권매매거래정지(풍문 또는 보도 관련),False
MAN_0184,prior_failed_extraction,suspension_related,True,False,pre_2018,20100105900568,20100105,054020,지케이파워,주권매매거래정지(풍문 또는 보도관련),False
MAN_0185,prior_failed_extraction,suspension_related,True,False,pre_2018,20110808900404,20110808,050640,이룸지엔지,주권매매거래정지기간변경(상장폐지 결정),False
MAN_0186,prior_failed_extraction,suspension_related,True,False,pre_2018,20160909900386,20160909,240810,원익IPS,주권매매거래정지(합병),False
MAN_0187,prior_failed_extraction,suspension_related,True,False,pre_2018,20111101900437,20111101,015390,엘앤씨피,주권매매거래정지(풍문 또는 보도 관련),False
MAN_0188,prior_failed_extraction,suspension_related,True,False,post_2018,20191217900559,2019-12-17,108860,셀바스AI,주권매매거래정지기간변경(개선기간 부여),False
MAN_0189,prior_failed_extraction,suspension_related,True,False,post_2018,20230321902081,2023-03-21,062860,티엘아이,주권매매거래정지기간변경(상장폐지 사유 발생),False
MAN_0190,prior_failed_extraction,suspension_related,True,False,post_2018,20180907900572,2018-09-07,151910,퓨처코어,주권매매거래정지(자본감소),False
MAN_0191,prior_failed_extraction,suspension_related,True,False,post_2018,20241106900453,2024-11-06,023460,씨앤에이치,"주권매매거래정지기간변경              (주식의 병합, 분할 등 전자등록 변경, 말소)",False
MAN_0192,prior_failed_extraction,suspension_related,True,False,post_2018,20190508900651,2019-05-08,083470,이엠앤아이,주권매매거래정지기간변경(개선기간 부여),False
MAN_0193,prior_failed_extraction,suspension_related,True,False,post_2018,20200420900733,2020-04-20,223310,사토시홀딩스,주권매매거래정지(풍문 또는 보도 관련),False
MAN_0194,prior_successful_control,suspension_related,True,False,pre_2018,20171220900003,20171220,215750,미래에셋제3호기업인수목적,주권매매거래정지,False
MAN_0195,prior_successful_control,resumption_related,True,False,post_2018,20240923900616,2024-09-23,111870,케이에이치미래물산,주권매매거래정지해제              (상장폐지에 따른 정리매매 개시),False
