chunk_bgn,chunk_end,page_no,status,message,total_count,rows_collected
20100101,20100331,82,000,정상,16175,100
20100101,20100331,83,000,정상,16175,100
20100101,20100331,84,000,정상,16175,100
20100101,20100331,85,000,정상,16175,100
20100101,20100331,86,000,정상,16175,100
20100101,20100331,87,000,정상,16175,100
20100101,20100331,88,000,정상,16175,100
20100101,20100331,89,000,정상,16175,100
20100101,20100331,90,000,정상,16175,100
20100101,20100331,91,000,정상,16175,100
20100101,20100331,92,000,정상,16175,100
20100101,20100331,93,000,정상,16175,100
20100101,20100331,94,000,정상,16175,100
20100101,20100331,95,000,정상,16175,100
20100101,20100331,96,000,정상,16175,100
20100101,20100331,97,000,정상,16175,100
20100101,20100331,98,000,정상,16175,100
20100101,20100331,99,000,정상,16175,100
20100101,20100331,100,000,정상,16175,100
20100101,20100331,101,000,정상,16175,100
20100101,20100331,102,000,정상,16175,100
20100101,20100331,103,000,정상,16175,100
20100101,20100331,104,000,정상,16175,100
20100101,20100331,105,000,정상,16175,100
20100101,20100331,106,000,정상,16175,100
20100101,20100331,107,000,정상,16175,100
20100101,20100331,108,000,정상,16175,100
20100101,20100331,109,000,정상,16175,100
20100101,20100331,110,000,정상,16175,100
20100101,20100331,111,000,정상,16175,100
20100101,20100331,112,000,정상,16175,100
20100101,20100331,113,000,정상,16175,100
20100101,20100331,114,000,정상,16175,100
20100101,20100331,115,000,정상,16175,100
20100101,20100331,116,000,정상,16175,100
20100101,20100331,117,000,정상,16175,100
20100101,20100331,118,000,정상,16175,100
20100101,20100331,119,000,정상,16175,100
20100101,20100331,120,000,정상,16175,100
20100101,20100331,121,000,정상,16175,100
20100101,20100331,122,000,정상,16175,100
20100101,20100331,123,000,정상,16175,100
20100101,20100331,124,000,정상,16175,100
20100101,20100331,125,000,정상,16175,100
20100101,20100331,126,000,정상,16175,100
20100101,20100331,127,000,정상,16175,100
20100101,20100331,128,000,정상,16175,100
20100101,20100331,129,000,정상,16175,100
20100101,20100331,130,000,정상,16175,100
20100101,20100331,131,000,정상,16175,100
20100101,20100331,132,000,정상,16175,100
20100101,20100331,133,000,정상,16175,100
20100101,20100331,134,000,정상,16175,100
20100101,20100331,135,000,정상,16175,100
20100101,20100331,136,000,정상,16175,100
20100101,20100331,137,000,정상,16175,100
20100101,20100331,138,000,정상,16175,100
20100101,20100331,139,000,정상,16175,100
20100101,20100331,140,000,정상,16175,100
20100101,20100331,141,000,정상,16175,100
20100101,20100331,142,000,정상,16175,100
20100101,20100331,143,000,정상,16175,100
20100101,20100331,144,000,정상,16175,100
20100101,20100331,145,000,정상,16175,100
20100101,20100331,146,000,정상,16175,100
20100101,20100331,147,000,정상,16175,100
20100101,20100331,148,000,정상,16175,100
20100101,20100331,149,000,정상,16175,100
20100101,20100331,150,000,정상,16175,100
20100101,20100331,151,000,정상,16175,100
20100101,20100331,152,000,정상,16175,100
20100101,20100331,153,000,정상,16175,100
20100101,20100331,154,000,정상,16175,100
20100101,20100331,155,000,정상,16175,100
20100101,20100331,156,000,정상,16175,100
20100101,20100331,157,000,정상,16175,100
20100101,20100331,158,000,정상,16175,100
20100101,20100331,159,000,정상,16175,100
20100101,20100331,160,000,정상,16175,100
20100101,20100331,161,000,정상,16175,100
20100101,20100331,162,000,정상,16175,75
20100401,20100630,1,000,정상,7936,100
20100401,20100630,2,000,정상,7936,100
20100401,20100630,3,000,정상,7936,100
20100401,20100630,4,000,정상,7936,100
20100401,20100630,5,000,정상,7936,100
20100401,20100630,6,000,정상,7936,100
20100401,20100630,7,000,정상,7936,100
20100401,20100630,8,000,정상,7936,100
20100401,20100630,9,000,정상,7936,100
20100401,20100630,10,000,정상,7936,100
20100401,20100630,11,000,정상,7936,100
20100401,20100630,12,000,정상,7936,100
20100401,20100630,13,000,정상,7936,100
20100401,20100630,14,000,정상,7936,100
20100401,20100630,15,000,정상,7936,100
20100401,20100630,16,000,정상,7936,100
20100401,20100630,17,000,정상,7936,100
20100401,20100630,18,000,정상,7936,100
20100401,20100630,19,000,정상,7936,100
20100401,20100630,20,000,정상,7936,100
20100401,20100630,21,000,정상,7936,100
20100401,20100630,22,000,정상,7936,100
20100401,20100630,23,000,정상,7936,100
20100401,20100630,24,000,정상,7936,100
20100401,20100630,25,000,정상,7936,100
20100401,20100630,26,000,정상,7936,100
20100401,20100630,27,000,정상,7936,100
20100401,20100630,28,000,정상,7936,100
20100401,20100630,29,000,정상,7936,100
20100401,20100630,30,000,정상,7936,100
20100401,20100630,31,000,정상,7936,100
20100401,20100630,32,000,정상,7936,100
20100401,20100630,33,000,정상,7936,100
20100401,20100630,34,000,정상,7936,100
20100401,20100630,35,000,정상,7936,100
20100401,20100630,36,000,정상,7936,100
20100401,20100630,37,000,정상,7936,100
20100401,20100630,38,000,정상,7936,100
20100401,20100630,39,000,정상,7936,100
20100401,20100630,40,000,정상,7936,100
20100401,20100630,41,000,정상,7936,100
20100401,20100630,42,000,정상,7936,100
20100401,20100630,43,000,정상,7936,100
20100401,20100630,44,000,정상,7936,100
20100401,20100630,45,000,정상,7936,100
20100401,20100630,46,000,정상,7936,100
20100401,20100630,47,000,정상,7936,100
20100401,20100630,48,000,정상,7936,100
20100401,20100630,49,000,정상,7936,100
20100401,20100630,50,000,정상,7936,100
20100401,20100630,51,000,정상,7936,100
20100401,20100630,52,000,정상,7936,100
20100401,20100630,53,000,정상,7936,100
20100401,20100630,54,000,정상,7936,100
20100401,20100630,55,000,정상,7936,100
20100401,20100630,56,000,정상,7936,100
20100401,20100630,57,000,정상,7936,100
20100401,20100630,58,000,정상,7936,100
20100401,20100630,59,000,정상,7936,100
20100401,20100630,60,000,정상,7936,100
20100401,20100630,61,000,정상,7936,100
20100401,20100630,62,000,정상,7936,100
20100401,20100630,63,000,정상,7936,100
20100401,20100630,64,000,정상,7936,100
20100401,20100630,65,000,정상,7936,100
20100401,20100630,66,000,정상,7936,100
20100401,20100630,67,000,정상,7936,100
20100401,20100630,68,000,정상,7936,100
20100401,20100630,69,000,정상,7936,100
20100401,20100630,70,000,정상,7936,100
20100401,20100630,71,000,정상,7936,100
20100401,20100630,72,000,정상,7936,100
20100401,20100630,73,000,정상,7936,100
20100401,20100630,74,000,정상,7936,100
20100401,20100630,75,000,정상,7936,100
20100401,20100630,76,000,정상,7936,100
20100401,20100630,77,000,정상,7936,100
20100401,20100630,78,000,정상,7936,100
20100401,20100630,79,000,정상,7936,100
20100401,20100630,80,000,정상,7936,36
20100701,20100930,1,000,정상,6979,100
20100701,20100930,2,000,정상,6979,100
20100701,20100930,3,000,정상,6979,100
20100701,20100930,4,000,정상,6979,100
20100701,20100930,5,000,정상,6979,100
20100701,20100930,6,000,정상,6979,100
20100701,20100930,7,000,정상,6979,100
20100701,20100930,8,000,정상,6979,100
20100701,20100930,9,000,정상,6979,100
20100701,20100930,10,000,정상,6979,100
20100701,20100930,11,000,정상,6979,100
20100701,20100930,12,000,정상,6979,100
20100701,20100930,13,000,정상,6979,100
20100701,20100930,14,000,정상,6979,100
20100701,20100930,15,000,정상,6979,100
20100701,20100930,16,000,정상,6979,100
20100701,20100930,17,000,정상,6979,100
20100701,20100930,18,000,정상,6979,100
20100701,20100930,19,000,정상,6979,100
20100701,20100930,20,000,정상,6979,100
20100701,20100930,21,000,정상,6979,100
20100701,20100930,22,000,정상,6979,100
20100701,20100930,23,000,정상,6979,100
20100701,20100930,24,000,정상,6979,100
20100701,20100930,25,000,정상,6979,100
20100701,20100930,26,000,정상,6979,100
20100701,20100930,27,000,정상,6979,100
20100701,20100930,28,000,정상,6979,100
20100701,20100930,29,000,정상,6979,100
20100701,20100930,30,000,정상,6979,100
20100701,20100930,31,000,정상,6979,100
20100701,20100930,32,000,정상,6979,100
20100701,20100930,33,000,정상,6979,100
20100701,20100930,34,000,정상,6979,100
20100701,20100930,35,000,정상,6979,100
20100701,20100930,36,000,정상,6979,100
20100701,20100930,37,000,정상,6979,100
20100701,20100930,38,000,정상,6979,100
20100701,20100930,39,000,정상,6979,100
20100701,20100930,40,000,정상,6979,100
20100701,20100930,41,000,정상,6979,100
20100701,20100930,42,000,정상,6979,100
20100701,20100930,43,000,정상,6979,100
20100701,20100930,44,000,정상,6979,100
20100701,20100930,45,000,정상,6979,100
20100701,20100930,46,000,정상,6979,100
20100701,20100930,47,000,정상,6979,100
20100701,20100930,48,000,정상,6979,100
20100701,20100930,49,000,정상,6979,100
20100701,20100930,50,000,정상,6979,100
20100701,20100930,51,000,정상,6979,100
20100701,20100930,52,000,정상,6979,100
20100701,20100930,53,000,정상,6979,100
20100701,20100930,54,000,정상,6979,100
20100701,20100930,55,000,정상,6979,100
20100701,20100930,56,000,정상,6979,100
20100701,20100930,57,000,정상,6979,100
20100701,20100930,58,000,정상,6979,100
20100701,20100930,59,000,정상,6979,100
20100701,20100930,60,000,정상,6979,100
20100701,20100930,61,000,정상,6979,100
20100701,20100930,62,000,정상,6979,100
20100701,20100930,63,000,정상,6979,100
20100701,20100930,64,000,정상,6979,100
20100701,20100930,65,000,정상,6979,100
20100701,20100930,66,000,정상,6979,100
20100701,20100930,67,000,정상,6979,100
20100701,20100930,68,000,정상,6979,100
20100701,20100930,69,000,정상,6979,100
20100701,20100930,70,000,정상,6979,79
20101001,20101231,1,000,정상,8780,100
20101001,20101231,2,000,정상,8780,100
20101001,20101231,3,000,정상,8780,100
20101001,20101231,4,000,정상,8780,100
20101001,20101231,5,000,정상,8780,100
20101001,20101231,6,000,정상,8780,100
20101001,20101231,7,000,정상,8780,100
20101001,20101231,8,000,정상,8780,100
20101001,20101231,9,000,정상,8780,100
20101001,20101231,10,000,정상,8780,100
20101001,20101231,11,000,정상,8780,100
20101001,20101231,12,000,정상,8780,100
20101001,20101231,13,000,정상,8780,100
20101001,20101231,14,000,정상,8780,100
20101001,20101231,15,000,정상,8780,100
20101001,20101231,16,000,정상,8780,100
20101001,20101231,17,000,정상,8780,100
20101001,20101231,18,000,정상,8780,100
20101001,20101231,19,000,정상,8780,100
20101001,20101231,20,000,정상,8780,100
20101001,20101231,21,000,정상,8780,100
20101001,20101231,22,000,정상,8780,100
20101001,20101231,23,000,정상,8780,100
20101001,20101231,24,000,정상,8780,100
20101001,20101231,25,000,정상,8780,100
20101001,20101231,26,000,정상,8780,100
20101001,20101231,27,000,정상,8780,100
20101001,20101231,28,000,정상,8780,100
20101001,20101231,29,000,정상,8780,100
20101001,20101231,30,000,정상,8780,100
20101001,20101231,31,000,정상,8780,100
20101001,20101231,32,000,정상,8780,100
20101001,20101231,33,000,정상,8780,100
20101001,20101231,34,000,정상,8780,100
20101001,20101231,35,000,정상,8780,100
20101001,20101231,36,000,정상,8780,100
20101001,20101231,37,000,정상,8780,100
20101001,20101231,38,000,정상,8780,100
20101001,20101231,39,000,정상,8780,100
20101001,20101231,40,000,정상,8780,100
20101001,20101231,41,000,정상,8780,100
20101001,20101231,42,000,정상,8780,100
20101001,20101231,43,000,정상,8780,100
20101001,20101231,44,000,정상,8780,100
20101001,20101231,45,000,정상,8780,100
20101001,20101231,46,000,정상,8780,100
20101001,20101231,47,000,정상,8780,100
20101001,20101231,48,000,정상,8780,100
20101001,20101231,49,000,정상,8780,100
20101001,20101231,50,000,정상,8780,100
20101001,20101231,51,000,정상,8780,100
20101001,20101231,52,000,정상,8780,100
20101001,20101231,53,000,정상,8780,100
20101001,20101231,54,000,정상,8780,100
20101001,20101231,55,000,정상,8780,100
20101001,20101231,56,000,정상,8780,100
20101001,20101231,57,000,정상,8780,100
20101001,20101231,58,000,정상,8780,100
20101001,20101231,59,000,정상,8780,100
20101001,20101231,60,000,정상,8780,100
20101001,20101231,61,000,정상,8780,100
20101001,20101231,62,000,정상,8780,100
20101001,20101231,63,000,정상,8780,100
20101001,20101231,64,000,정상,8780,100
20101001,20101231,65,000,정상,8780,100
20101001,20101231,66,000,정상,8780,100
20101001,20101231,67,000,정상,8780,100
20101001,20101231,68,000,정상,8780,100
20101001,20101231,69,000,정상,8780,100
20101001,20101231,70,000,정상,8780,100
20101001,20101231,71,000,정상,8780,100
20101001,20101231,72,000,정상,8780,100
20101001,20101231,73,000,정상,8780,100
20101001,20101231,74,000,정상,8780,100
20101001,20101231,75,000,정상,8780,100
20101001,20101231,76,000,정상,8780,100
20101001,20101231,77,000,정상,8780,100
20101001,20101231,78,000,정상,8780,100
20101001,20101231,79,000,정상,8780,100
20101001,20101231,80,000,정상,8780,100
20101001,20101231,81,000,정상,8780,100
20101001,20101231,82,000,정상,8780,100
20101001,20101231,83,000,정상,8780,100
20101001,20101231,84,000,정상,8780,100
20101001,20101231,85,000,정상,8780,100
20101001,20101231,86,000,정상,8780,100
20101001,20101231,87,000,정상,8780,100
20101001,20101231,88,000,정상,8780,80
20110101,20110331,1,000,정상,16085,100
20110101,20110331,2,000,정상,16085,100
20110101,20110331,3,000,정상,16085,100
20110101,20110331,4,000,정상,16085,100
20110101,20110331,5,000,정상,16085,100
20110101,20110331,6,000,정상,16085,100
20110101,20110331,7,000,정상,16085,100
20110101,20110331,8,000,정상,16085,100
20110101,20110331,9,000,정상,16085,100
20110101,20110331,10,000,정상,16085,100
20110101,20110331,11,000,정상,16085,100
20110101,20110331,12,000,정상,16085,100
20110101,20110331,13,000,정상,16085,100
20110101,20110331,14,000,정상,16085,100
20110101,20110331,15,000,정상,16085,100
20110101,20110331,16,000,정상,16085,100
20110101,20110331,17,000,정상,16085,100
20110101,20110331,18,000,정상,16085,100
20110101,20110331,19,000,정상,16085,100
20110101,20110331,20,000,정상,16085,100
20110101,20110331,21,000,정상,16085,100
20110101,20110331,22,000,정상,16085,100
20110101,20110331,23,000,정상,16085,100
20110101,20110331,24,000,정상,16085,100
20110101,20110331,25,000,정상,16085,100
20110101,20110331,26,000,정상,16085,100
20110101,20110331,27,000,정상,16085,100
20110101,20110331,28,000,정상,16085,100
20110101,20110331,29,000,정상,16085,100
20110101,20110331,30,000,정상,16085,100
20110101,20110331,31,000,정상,16085,100
20110101,20110331,32,000,정상,16085,100
20110101,20110331,33,000,정상,16085,100
20110101,20110331,34,000,정상,16085,100
20110101,20110331,35,000,정상,16085,100
20110101,20110331,36,000,정상,16085,100
20110101,20110331,37,000,정상,16085,100
20110101,20110331,38,000,정상,16085,100
20110101,20110331,39,000,정상,16085,100
20110101,20110331,40,000,정상,16085,100
20110101,20110331,41,000,정상,16085,100
20110101,20110331,42,000,정상,16085,100
20110101,20110331,43,000,정상,16085,100
20110101,20110331,44,000,정상,16085,100
20110101,20110331,45,000,정상,16085,100
20110101,20110331,46,000,정상,16085,100
20110101,20110331,47,000,정상,16085,100
20110101,20110331,48,000,정상,16085,100
20110101,20110331,49,000,정상,16085,100
20110101,20110331,50,000,정상,16085,100
20110101,20110331,51,000,정상,16085,100
20110101,20110331,52,000,정상,16085,100
20110101,20110331,53,000,정상,16085,100
20110101,20110331,54,000,정상,16085,100
20110101,20110331,55,000,정상,16085,100
20110101,20110331,56,000,정상,16085,100
20110101,20110331,57,000,정상,16085,100
20110101,20110331,58,000,정상,16085,100
20110101,20110331,59,000,정상,16085,100
20110101,20110331,60,000,정상,16085,100
20110101,20110331,61,000,정상,16085,100
20110101,20110331,62,000,정상,16085,100
20110101,20110331,63,000,정상,16085,100
20110101,20110331,64,000,정상,16085,100
20110101,20110331,65,000,정상,16085,100
20110101,20110331,66,000,정상,16085,100
20110101,20110331,67,000,정상,16085,100
20110101,20110331,68,000,정상,16085,100
20110101,20110331,69,000,정상,16085,100
20110101,20110331,70,000,정상,16085,100
20110101,20110331,71,000,정상,16085,100
20110101,20110331,72,000,정상,16085,100
20110101,20110331,73,000,정상,16085,100
20110101,20110331,74,000,정상,16085,100
20110101,20110331,75,000,정상,16085,100
20110101,20110331,76,000,정상,16085,100
20110101,20110331,77,000,정상,16085,100
20110101,20110331,78,000,정상,16085,100
20110101,20110331,79,000,정상,16085,100
20110101,20110331,80,000,정상,16085,100
20110101,20110331,81,000,정상,16085,100
20110101,20110331,82,000,정상,16085,100
20110101,20110331,83,000,정상,16085,100
20110101,20110331,84,000,정상,16085,100
20110101,20110331,85,000,정상,16085,100
20110101,20110331,86,000,정상,16085,100
20110101,20110331,87,000,정상,16085,100
20110101,20110331,88,000,정상,16085,100
20110101,20110331,89,000,정상,16085,100
20110101,20110331,90,000,정상,16085,100
20110101,20110331,91,000,정상,16085,100
20110101,20110331,92,000,정상,16085,100
20110101,20110331,93,000,정상,16085,100
20110101,20110331,94,000,정상,16085,100
20110101,20110331,95,000,정상,16085,100
20110101,20110331,96,000,정상,16085,100
20110101,20110331,97,000,정상,16085,100
20110101,20110331,98,000,정상,16085,100
20110101,20110331,99,000,정상,16085,100
20110101,20110331,100,000,정상,16085,100
20110101,20110331,101,000,정상,16085,100
20110101,20110331,102,000,정상,16085,100
20110101,20110331,103,000,정상,16085,100
20110101,20110331,104,000,정상,16085,100
20110101,20110331,105,000,정상,16085,100
20110101,20110331,106,000,정상,16085,100
20110101,20110331,107,000,정상,16085,100
20110101,20110331,108,000,정상,16085,100
20110101,20110331,109,000,정상,16085,100
20110101,20110331,110,000,정상,16085,100
20110101,20110331,111,000,정상,16085,100
20110101,20110331,112,000,정상,16085,100
20110101,20110331,113,000,정상,16085,100
20110101,20110331,114,000,정상,16085,100
20110101,20110331,115,000,정상,16085,100
20110101,20110331,116,000,정상,16085,100
20110101,20110331,117,000,정상,16085,100
20110101,20110331,118,000,정상,16085,100
20110101,20110331,119,000,정상,16085,100
20110101,20110331,120,000,정상,16085,100
20110101,20110331,121,000,정상,16085,100
20110101,20110331,122,000,정상,16085,100
20110101,20110331,123,000,정상,16085,100
20110101,20110331,124,000,정상,16085,100
20110101,20110331,125,000,정상,16085,100
20110101,20110331,126,000,정상,16085,100
20110101,20110331,127,000,정상,16085,100
20110101,20110331,128,000,정상,16085,100
20110101,20110331,129,000,정상,16085,100
20110101,20110331,130,000,정상,16085,100
20110101,20110331,131,000,정상,16085,100
20110101,20110331,132,000,정상,16085,100
20110101,20110331,133,000,정상,16085,100
20110101,20110331,134,000,정상,16085,100
20110101,20110331,135,000,정상,16085,100
20110101,20110331,136,000,정상,16085,100
20110101,20110331,137,000,정상,16085,100
20110101,20110331,138,000,정상,16085,100
20110101,20110331,139,000,정상,16085,100
20110101,20110331,140,000,정상,16085,100
20110101,20110331,141,000,정상,16085,100
20110101,20110331,142,000,정상,16085,100
20110101,20110331,143,000,정상,16085,100
20110101,20110331,144,000,정상,16085,100
20110101,20110331,145,000,정상,16085,100
20110101,20110331,146,000,정상,16085,100
20110101,20110331,147,000,정상,16085,100
20110101,20110331,148,000,정상,16085,100
20110101,20110331,149,000,정상,16085,100
20110101,20110331,150,000,정상,16085,100
20110101,20110331,151,000,정상,16085,100
20110101,20110331,152,000,정상,16085,100
20110101,20110331,153,000,정상,16085,100
20110101,20110331,154,000,정상,16085,100
20110101,20110331,155,000,정상,16085,100
20110101,20110331,156,000,정상,16085,100
20110101,20110331,157,000,정상,16085,100
20110101,20110331,158,000,정상,16085,100
20110101,20110331,159,000,정상,16085,100
20110101,20110331,160,000,정상,16085,100
20110101,20110331,161,000,정상,16085,85
20110401,20110630,1,000,정상,7787,100
20110401,20110630,2,000,정상,7787,100
20110401,20110630,3,000,정상,7787,100
20110401,20110630,4,000,정상,7787,100
20110401,20110630,5,000,정상,7787,100
20110401,20110630,6,000,정상,7787,100
20110401,20110630,7,000,정상,7787,100
20110401,20110630,8,000,정상,7787,100
20110401,20110630,9,000,정상,7787,100
20110401,20110630,10,000,정상,7787,100
20110401,20110630,11,000,정상,7787,100
20110401,20110630,12,000,정상,7787,100
20110401,20110630,13,000,정상,7787,100
20110401,20110630,14,000,정상,7787,100
20110401,20110630,15,000,정상,7787,100
20110401,20110630,16,000,정상,7787,100
20110401,20110630,17,000,정상,7787,100
20110401,20110630,18,000,정상,7787,100
20110401,20110630,19,000,정상,7787,100
20110401,20110630,20,000,정상,7787,100
20110401,20110630,21,000,정상,7787,100
20110401,20110630,22,000,정상,7787,100
20110401,20110630,23,000,정상,7787,100
20110401,20110630,24,000,정상,7787,100
20110401,20110630,25,000,정상,7787,100
20110401,20110630,26,000,정상,7787,100
20110401,20110630,27,000,정상,7787,100
20110401,20110630,28,000,정상,7787,100
20110401,20110630,29,000,정상,7787,100
20110401,20110630,30,000,정상,7787,100
20110401,20110630,31,000,정상,7787,100
20110401,20110630,32,000,정상,7787,100
20110401,20110630,33,000,정상,7787,100
20110401,20110630,34,000,정상,7787,100
20110401,20110630,35,000,정상,7787,100
20110401,20110630,36,000,정상,7787,100
20110401,20110630,37,000,정상,7787,100
20110401,20110630,38,000,정상,7787,100
20110401,20110630,39,000,정상,7787,100
20110401,20110630,40,000,정상,7787,100
20110401,20110630,41,000,정상,7787,100
20110401,20110630,42,000,정상,7787,100
20110401,20110630,43,000,정상,7787,100
20110401,20110630,44,000,정상,7787,100
20110401,20110630,45,000,정상,7787,100
20110401,20110630,46,000,정상,7787,100
20110401,20110630,47,000,정상,7787,100
20110401,20110630,48,000,정상,7787,100
20110401,20110630,49,000,정상,7787,100
20110401,20110630,50,000,정상,7787,100
20110401,20110630,51,000,정상,7787,100
20110401,20110630,52,000,정상,7787,100
20110401,20110630,53,000,정상,7787,100
20110401,20110630,54,000,정상,7787,100
20110401,20110630,55,000,정상,7787,100
20110401,20110630,56,000,정상,7787,100
20110401,20110630,57,000,정상,7787,100
20110401,20110630,58,000,정상,7787,100
20110401,20110630,59,000,정상,7787,100
20110401,20110630,60,000,정상,7787,100
20110401,20110630,61,000,정상,7787,100
20110401,20110630,62,000,정상,7787,100
20110401,20110630,63,000,정상,7787,100
20110401,20110630,64,000,정상,7787,100
20110401,20110630,65,000,정상,7787,100
20110401,20110630,66,000,정상,7787,100
20110401,20110630,67,000,정상,7787,100
20110401,20110630,68,000,정상,7787,100
20110401,20110630,69,000,정상,7787,100
20110401,20110630,70,000,정상,7787,100
20110401,20110630,71,000,정상,7787,100
20110401,20110630,72,000,정상,7787,100
20110401,20110630,73,000,정상,7787,100
20110401,20110630,74,000,정상,7787,100
20110401,20110630,75,000,정상,7787,100
20110401,20110630,76,000,정상,7787,100
20110401,20110630,77,000,정상,7787,100
20110401,20110630,78,000,정상,7787,87
20110701,20110930,1,000,정상,7090,100
20110701,20110930,2,000,정상,7090,100
20110701,20110930,3,000,정상,7090,100
20110701,20110930,4,000,정상,7090,100
20110701,20110930,5,000,정상,7090,100
20110701,20110930,6,000,정상,7090,100
20110701,20110930,7,000,정상,7090,100
20110701,20110930,8,000,정상,7090,100
20110701,20110930,9,000,정상,7090,100
20110701,20110930,10,000,정상,7090,100
20110701,20110930,11,000,정상,7090,100
20110701,20110930,12,000,정상,7090,100
20110701,20110930,13,000,정상,7090,100
20110701,20110930,14,000,정상,7090,100
20110701,20110930,15,000,정상,7090,100
20110701,20110930,16,000,정상,7090,100
20110701,20110930,17,000,정상,7090,100
20110701,20110930,18,000,정상,7090,100
20110701,20110930,19,000,정상,7090,100
20110701,20110930,20,000,정상,7090,100
20110701,20110930,21,000,정상,7090,100
20110701,20110930,22,000,정상,7090,100
20110701,20110930,23,000,정상,7090,100
20110701,20110930,24,000,정상,7090,100
20110701,20110930,25,000,정상,7090,100
20110701,20110930,26,000,정상,7090,100
20110701,20110930,27,000,정상,7090,100
20110701,20110930,28,000,정상,7090,100
20110701,20110930,29,000,정상,7090,100
20110701,20110930,30,000,정상,7090,100
20110701,20110930,31,000,정상,7090,100
20110701,20110930,32,000,정상,7090,100
20110701,20110930,33,000,정상,7090,100
20110701,20110930,34,000,정상,7090,100
20110701,20110930,35,000,정상,7090,100
20110701,20110930,36,000,정상,7090,100
20110701,20110930,37,000,정상,7090,100
20110701,20110930,38,000,정상,7090,100
20110701,20110930,39,000,정상,7090,100
20110701,20110930,40,000,정상,7090,100
20110701,20110930,41,000,정상,7090,100
20110701,20110930,42,000,정상,7090,100
20110701,20110930,43,000,정상,7090,100
20110701,20110930,44,000,정상,7090,100
20110701,20110930,45,000,정상,7090,100
20110701,20110930,46,000,정상,7090,100
20110701,20110930,47,000,정상,7090,100
20110701,20110930,48,000,정상,7090,100
20110701,20110930,49,000,정상,7090,100
20110701,20110930,50,000,정상,7090,100
20110701,20110930,51,000,정상,7090,100
20110701,20110930,52,000,정상,7090,100
20110701,20110930,53,000,정상,7090,100
20110701,20110930,54,000,정상,7090,100
20110701,20110930,55,000,정상,7090,100
20110701,20110930,56,000,정상,7090,100
20110701,20110930,57,000,정상,7090,100
