rcept_no,rcept_dt,ticker,corp_code,corp_name,event_category,report_nm,in_panel_2010_2017,in_lifecycle,has_w001_terminal,reconciliation_class
20100326800034,20100326,008930,00161426,한미사이언스,resumption_related,매매거래정지및정지해제(중요내용공시),True,True,False,event_ticker_in_panel_and_lifecycle_without_terminal
20100325800898,20100325,011050,00159281,케드콤,resumption_related,매매거래정지및정지해제(풍문등조회공시),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100325900881,20100325,038690,00264556,에이스일렉트로닉스,suspension_related,주권매매거래정지기간변경(상장폐지사유 발생 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100325900864,20100325,038690,00264556,에이스일렉트로닉스,delisting,기타시장안내(상장폐지사유 발생 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100325900863,20100325,041630,00352295,인젠,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100325900852,20100325,041630,00352295,인젠,suspension_related,주권매매거래정지(상장폐지사유발생),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100325900582,20100325,054150,00350118,뉴젠아이씨티,suspension_related,주권매매거래정지(관리종목지정사유발생),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100325900493,20100325,085990,00480905,영찬테크,suspension_related,주권매매거래정지(감사의견 비적정설),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100325900349,20100325,041550,00138376,쎄라텍,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100325900064,20100325,053470,00311298,오페스,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100325900062,20100325,053470,00311298,오페스,suspension_related,주권매매거래정지기간변경(상장폐지 사유 발생),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100325900005,20100325,030390,00268020,쏠라엔텍,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100325900004,20100325,030390,00268020,쏠라엔텍,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900746,20100324,073010,00328191,케이에스피,suspension_related,주권매매거래정지,False,True,True,event_ticker_in_lifecycle_not_in_panel_with_terminal
20100324900747,20100324,073010,00328191,케이에스피,delisting,기타시장안내(상장폐지실질심사관련),False,True,True,event_ticker_in_lifecycle_not_in_panel_with_terminal
20100324900739,20100324,053470,00311298,오페스,suspension_related,주권매매거래정지(감사의견 비적정설),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900736,20100324,048130,00345499,에스피코프,suspension_related,주권매매거래정지기간변경,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900723,20100324,048130,00345499,에스피코프,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900704,20100324,015170,00149877,중앙바이오텍,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900686,20100324,065340,00388272,쓰리디월드,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900683,20100324,065340,00388272,쓰리디월드,suspension_related,주권매매거래정지기간변경(감사의견거절),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324800664,20100324,101140,00652423,인바이오젠,resumption_related,매매거래정지및정지해제(중요내용공시),True,True,True,event_ticker_in_panel_and_lifecycle_with_terminal
20100324900656,20100324,035830,00246383,메카포럼,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324800564,20100324,084680,00540605,이월드,resumption_related,매매거래정지및정지해제(풍문등조회공시),True,True,True,event_ticker_in_panel_and_lifecycle_with_terminal
20100324900545,20100324,020070,00154727,에버리소스,suspension_related,주권매매거래정지기간변경,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900553,20100324,020070,00154727,에버리소스,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900531,20100324,058820,00380429,CMG제약,suspension_related,주권매매거래정지,False,True,True,event_ticker_in_lifecycle_not_in_panel_with_terminal
20100324900525,20100324,045290,00263885,포네이처,suspension_related,주권매매거래정지기간변경,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900523,20100324,045290,00263885,포네이처,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324800285,20100324,004820,00174305,조인에너지,resumption_related,매매거래정지및정지해제(풍문등조회공시),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900220,20100324,045290,00263885,포네이처,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900213,20100324,080520,00529815,오디텍,suspension_related,주권매매거래정지(무상증자),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900178,20100324,065410,00210537,지엔텍홀딩스,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900176,20100324,065410,00210537,지엔텍홀딩스,suspension_related,주권매매거래정지기간변경,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900120,20100324,038690,00264556,에이스일렉트로닉스,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900113,20100324,089240,00535588,네오세미테크,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900110,20100324,089240,00535588,네오세미테크,suspension_related,주권매매거래정지(상장폐지사유발생),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900072,20100324,020070,00154727,에버리소스,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900063,20100324,065410,00210537,지엔텍홀딩스,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900041,20100324,060670,00299686,유퍼트,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900040,20100324,034660,00211271,제넥셀세인,suspension_related,주권매매거래정지기간변경,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900038,20100324,034660,00211271,제넥셀세인,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324800036,20100324,011330,00137207,유니켐,resumption_related,매매거래정지및정지해제(중요내용공시),True,True,True,event_ticker_in_panel_and_lifecycle_with_terminal
20100324900033,20100324,032030,00107358,일공공일안경콘택트,suspension_related,주권매매거래정지기간변경,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900031,20100324,032030,00107358,일공공일안경콘택트,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900029,20100324,008340,00133715,대주코레스,suspension_related,주권매매거래정지기간변경,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900026,20100324,008340,00133715,대주코레스,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900019,20100324,060900,00367695,에이전트AI,suspension_related,기타시장안내(상장폐지 실질심사관련 매매거래정지),False,True,True,event_ticker_in_lifecycle_not_in_panel_with_terminal
20100324900017,20100324,060900,00367695,에이전트AI,suspension_related,주권매매거래정지(상장폐지 실질심사 관련),False,True,True,event_ticker_in_lifecycle_not_in_panel_with_terminal
20100324900020,20100324,060670,00299686,유퍼트,suspension_related,주권매매거래정지기간변경(상장폐지사유발생),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900012,20100324,041030,00257529,이루넷,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100324900008,20100324,041030,00257529,이루넷,suspension_related,주권매매거래정지(상장폐지 사유발생),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900701,20100323,068770,00238913,선우중공업,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900700,20100323,068770,00238913,선우중공업,suspension_related,기타시장안내(상장폐지 실질심사관련 매매거래정지 안내),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900698,20100323,019550,00156910,SBI인베스트먼트,suspension_related,주권매매거래정지,False,True,True,event_ticker_in_lifecycle_not_in_panel_with_terminal
20100323900697,20100323,019550,00156910,SBI인베스트먼트,suspension_related,기타시장안내(상장폐지 실질심사관련 매매거래정지 안내),False,True,True,event_ticker_in_lifecycle_not_in_panel_with_terminal
20100323900695,20100323,015390,00191108,엘앤씨피,resumption_related,주권매매거래정지해제(감자 주권 변경상장),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900662,20100323,037110,00246189,제이에스,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900663,20100323,033190,00130204,폴켐,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900669,20100323,033190,00130204,폴켐,suspension_related,주권매매거래정지기간변경(상장폐지 사유 발생),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900654,20100323,048510,00331760,테스텍,suspension_related,주권매매거래정지(관리종목지정사유발생),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900646,20100323,037110,00246189,제이에스,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900643,20100323,018890,00101947,브이오산업,suspension_related,기타시장안내(상장폐지 실질심사 관련 매매거래정지),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900628,20100323,048130,00345499,에스피코프,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900610,20100323,018890,00101947,브이오산업,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900526,20100323,058690,00225210,퓨쳐인포넷,suspension_related,주권매매거래정지(관리종목지정사유발생),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900489,20100323,017050,00136554,스타맥스,suspension_related,주권매매거래정지기간변경,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323800471,20100323,017300,00152631,에이치비이에너지,resumption_related,매매거래정지및정지해제(풍문등조회공시),True,True,False,event_ticker_in_panel_and_lifecycle_without_terminal
20100323900351,20100323,034510,00240398,무한투자,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900350,20100323,033550,00268011,일레덱스홀딩스,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900347,20100323,054020,00349787,지케이파워,suspension_related,주권매매거래정지기간변경(상장폐지사유발생),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900273,20100323,032860,00205687,더라미,suspension_related,주권매매거래정지(관리종목지정사유 발생),False,True,True,event_ticker_in_lifecycle_not_in_panel_with_terminal
20100323900256,20100323,037240,00260693,평안물산,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900221,20100323,060670,00299686,유퍼트,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900206,20100323,056710,00361035,미리넷,suspension_related,주권매매거래정지(관리종목지정사유발생),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900182,20100323,034660,00211271,제넥셀세인,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900134,20100323,066300,00224567,샤인시스템,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900126,20100323,066300,00224567,샤인시스템,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323800109,20100323,011400,00173069,아진카인텍,resumption_related,매매거래정지및정지해제(중요내용공시),True,True,False,event_ticker_in_panel_and_lifecycle_without_terminal
20100323900089,20100323,065340,00388272,쓰리디월드,suspension_related,주권매매거래정지(풍문 또는 보도 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900041,20100323,035710,00259493,씨엘엘씨디,delisting,기타시장안내(상장폐지 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900043,20100323,035710,00259493,씨엘엘씨디,suspension_related,주권매매거래정지기간변경,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900006,20100323,060900,00367695,에이전트AI,resumption_related,기타경영사항(자율공시)(광업권 매매계약 해제 등),False,True,True,event_ticker_in_lifecycle_not_in_panel_with_terminal
20100323800024,20100323,073240,00481454,금호타이어,resumption_related,매매거래정지및정지해제(중요내용공시),True,True,True,event_ticker_in_panel_and_lifecycle_with_terminal
20100323900035,20100323,045260,00264981,디에이치패션,suspension_related,주권매매거래정지(관리종목지정사유발생),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100323900028,20100323,048640,00236368,엠엔에프씨,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100322900906,20100322,039350,00267094,헤파호프코리아,resumption_related,주권매매거래정지해제,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100322900898,20100322,033190,00130204,폴켐,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100322800900,20100322,001600,00173397,서광건설산업,resumption_related,매매거래정지및정지해제(풍문등조회공시),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100322900729,20100322,089790,00365457,제이티,suspension_related,주권매매거래정지(구주권 제출),False,True,True,event_ticker_in_lifecycle_not_in_panel_with_terminal
20100322900710,20100322,054020,00349787,지케이파워,suspension_related,주권매매거래정지(풍문 또는 보도 관련),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100322900630,20100322,030420,00228916,디패션,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100322900622,20100322,036090,00258360,위지트,suspension_related,주권매매거래정지기간변경,False,True,True,event_ticker_in_lifecycle_not_in_panel_with_terminal
20100322900553,20100322,033260,00225140,쌈지,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100322900541,20100322,046240,00268358,에스브이에이치,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100322900507,20100322,032930,00200798,에이스앤파트너스,resumption_related,주권매매거래정지해제(인적분할후 존속법인에 대한 감자주권 변경상장),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100322900504,20100322,088800,00556907,에이스테크,resumption_related,주권매매거래정지해제(인적분할후 존속법인에 대한 감자주권 변경상장),False,True,True,event_ticker_in_lifecycle_not_in_panel_with_terminal
20100322900363,20100322,047820,00299464,초록뱀미디어,delisting,기타시장안내(상장폐지 관련),False,True,True,event_ticker_in_lifecycle_not_in_panel_with_terminal
20100322900346,20100322,041060,00264857,아라온테크,suspension_related,주권매매거래정지,False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100322800327,20100322,024870,00144562,유성티에스아이,resumption_related,매매거래정지및정지해제(풍문등조회공시),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
20100322900199,20100322,039350,00267094,헤파호프코리아,suspension_related,[기재정정]주권매매거래정지(투자자보호),False,True,False,event_ticker_in_lifecycle_not_in_panel_without_terminal
