carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F003-A D013 direct,-0.0143917045093361,-0.0125667991506595,-0.4924005666505902,22.0,-0.0602995162632051,-1.2140387785842166,0.3181818181818182
F003-B E014,-0.0348537487885203,-0.0491274375154195,-1.460612597325319,22.0,0.0347259697276444,0.6796433945314226,0.5454545454545454
