carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F009-A D013 direct,0.0952696871778649,0.1070298714470574,3.565950908053253,22.0,0.1633588694509919,2.728715498753294,0.7272727272727273
F009-B E014,0.0902850795018071,0.0808545531422325,2.4193163566517786,22.0,0.0973257521060144,2.1762561870395216,0.8181818181818182
