placebo,count,mean,median,hit_rate,sharpe_like
date_matched_random_existing_s000_proxy,606,0.029961185073141473,0.030691712868398,0.6666666666666666,5.117086420442261
drop_matched_random_bucket_proxy,606,0.029961185073141466,0.030691712868398,0.6666666666666666,5.117086420442259
stock_matched_random_date_proxy,606,0.029395985321967594,0.0323823652202955,0.6716171617161716,5.084428681109698
time_shift_plus_5d_proxy,601,0.02969077607821725,0.0306442953020134,0.6672212978369384,5.071628021616382
time_shift_minus_5d_proxy,601,0.030262808907809382,0.0307391304347826,0.6688851913477537,5.156058789665399
opposite_signal_proxy,606,-0.029961185073141473,-0.030691712868398,0.3333333333333333,-5.117086420442261
