variant_id,module,signal,rebalance,portfolio,method,lookback,cost_layer,window,strategy_start_date,strategy_end_date,strategy_trading_days,strategy_total_return,strategy_cagr,strategy_sharpe,strategy_max_drawdown,strategy_calmar,strategy_volatility,strategy_nav_final,p08_proxy_start_date,p08_proxy_end_date,p08_proxy_trading_days,p08_proxy_total_return,p08_proxy_cagr,p08_proxy_sharpe,p08_proxy_max_drawdown,p08_proxy_calmar,p08_proxy_volatility,p08_proxy_nav_final,sharpe_diff,mdd_diff,return_diff
XETF900_V01,A,ret_6m,monthly,risk_top2_def_top2,,0,gross,covid_2020_02_03,2020-02-03,2020-03-31,41,-0.16655317444289275,-0.6888327431981561,-1.3431470236960266,-0.28832879265352873,-2.3890529171878243,0.6675516499743547,0.8334468255571073,2020-02-03,2020-03-31,41,-0.03388759290637544,-0.1982133552627917,-0.7237357051180171,-0.10781698555683383,-1.838424198553641,0.2503994598530382,0.9661124070936246,-0.6194113185780095,-0.1805118070966949,-0.1326655815365173
XETF900_V01,A,ret_6m,monthly,risk_top2_def_top2,,0,gross,year_2022,2022-01-03,2022-12-30,251,0.011628526063180766,0.011766229275022022,0.15249392341000864,-0.15531993153687806,0.0757547930815842,0.14166280888138635,1.0116285260631808,2022-01-03,2022-12-30,251,-0.14874606999361295,-0.15035848169283283,-0.8086982825111951,-0.15192682123473444,-0.9896770068039635,0.17992823945977934,0.851253930006387,0.9611922059212038,-0.0033931103021436204,0.16037459605679372
XETF900_V01,A,ret_6m,monthly,risk_top2_def_top2,,0,after_cost,covid_2020_02_03,2020-02-03,2020-03-31,41,-0.17154635437480514,-0.7005865435314307,-1.3968773789247597,-0.2904638062755682,-2.411958145541795,0.667999549975999,0.8284536456251949,2020-02-03,2020-03-31,41,-0.03388759290637544,-0.1982133552627917,-0.7237357051180171,-0.10781698555683383,-1.838424198553641,0.2503994598530382,0.9661124070936246,-0.6731416738067426,-0.1826468207187344,-0.1376587614684297
XETF900_V01,A,ret_6m,monthly,risk_top2_def_top2,,0,after_cost,year_2022,2022-01-03,2022-12-30,251,-0.0040416914022950445,-0.004089176223609159,0.04181841939721829,-0.15546957288466512,-0.026302099811148952,0.14161691110972832,0.995958308597705,2022-01-03,2022-12-30,251,-0.14874606999361295,-0.15035848169283283,-0.8086982825111951,-0.15192682123473444,-0.9896770068039635,0.17992823945977934,0.851253930006387,0.8505167019084134,-0.0035427516499306755,0.1447043785913179
XETF900_V01,A,ret_6m,monthly,risk_top2_def_top2,,0,after_tax,covid_2020_02_03,2020-02-03,2020-03-31,41,-0.17154635437480537,-0.7005865435314312,-1.3968773789247584,-0.2904638062755679,-2.4119581455417993,0.6679995499759991,0.8284536456251946,2020-02-03,2020-03-31,41,-0.03388759290637544,-0.1982133552627917,-0.7237357051180171,-0.10781698555683383,-1.838424198553641,0.2503994598530382,0.9661124070936246,-0.6731416738067413,-0.18264682071873406,-0.13765876146842992
XETF900_V01,A,ret_6m,monthly,risk_top2_def_top2,,0,after_tax,year_2022,2022-01-03,2022-12-30,251,-0.004174145610748692,-0.004223183301666489,0.040879338419027425,-0.15546957288466523,-0.027164050323849852,0.1416222961231539,0.9958258543892513,2022-01-03,2022-12-30,251,-0.14874606999361295,-0.15035848169283283,-0.8086982825111951,-0.15192682123473444,-0.9896770068039635,0.17992823945977934,0.851253930006387,0.8495776209302226,-0.0035427516499307865,0.14457192438286426
XETF900_V02,A,ret_6m,monthly,risk_top3_def_top2,,0,gross,covid_2020_02_03,2020-02-03,2020-03-31,41,-0.16953213848703041,-0.6958910592518663,-1.4414714045483958,-0.2825948491986523,-2.462504398877717,0.6470527777819786,0.8304678615129696,2020-02-03,2020-03-31,41,-0.03388759290637544,-0.1982133552627917,-0.7237357051180171,-0.10781698555683383,-1.838424198553641,0.2503994598530382,0.9661124070936246,-0.7177356994303787,-0.17477786364181847,-0.13564454558065497
XETF900_V02,A,ret_6m,monthly,risk_top3_def_top2,,0,gross,year_2022,2022-01-03,2022-12-30,251,0.016904574757141688,0.01710528237161668,0.19128796486787672,-0.15531993153687784,0.11012934529626256,0.1365073566068293,1.0169045747571417,2022-01-03,2022-12-30,251,-0.14874606999361295,-0.15035848169283283,-0.8086982825111951,-0.15192682123473444,-0.9896770068039635,0.17992823945977934,0.851253930006387,0.9999862473790718,-0.0033931103021433984,0.16565064475075464
XETF900_V02,A,ret_6m,monthly,risk_top3_def_top2,,0,after_cost,covid_2020_02_03,2020-02-03,2020-03-31,41,-0.17120383802989225,-0.6997924250527034,-1.46111392871254,-0.28260416622961826,-2.476228267930474,0.6468751129696476,0.8287961619701077,2020-02-03,2020-03-31,41,-0.03388759290637544,-0.1982133552627917,-0.7237357051180171,-0.10781698555683383,-1.838424198553641,0.2503994598530382,0.9661124070936246,-0.737378223594523,-0.17478718067278443,-0.1373162451235168
XETF900_V02,A,ret_6m,monthly,risk_top3_def_top2,,0,after_cost,year_2022,2022-01-03,2022-12-30,251,0.0011526308196818658,0.0011662084826236097,0.07640317194087876,-0.15546957288466512,0.007501200787942987,0.13636776322580937,1.0011526308196819,2022-01-03,2022-12-30,251,-0.14874606999361295,-0.15035848169283283,-0.8086982825111951,-0.15192682123473444,-0.9896770068039635,0.17992823945977934,0.851253930006387,0.8851014544520739,-0.0035427516499306755,0.14989870081329482
XETF900_V02,A,ret_6m,monthly,risk_top3_def_top2,,0,after_tax,covid_2020_02_03,2020-02-03,2020-03-31,41,-0.17120383802989203,-0.699792425052703,-1.4611139287125332,-0.28260416622961826,-2.476228267930473,0.6468751129696483,0.828796161970108,2020-02-03,2020-03-31,41,-0.03388759290637544,-0.1982133552627917,-0.7237357051180171,-0.10781698555683383,-1.838424198553641,0.2503994598530382,0.9661124070936246,-0.7373782235945161,-0.17478718067278443,-0.1373162451235166
XETF900_V02,A,ret_6m,monthly,risk_top3_def_top2,,0,after_tax,year_2022,2022-01-03,2022-12-30,251,0.0010724783960891493,0.0010851113747079033,0.07581519354803821,-0.155469572884665,0.006979573910020917,0.13637112485022487,1.0010724783960891,2022-01-03,2022-12-30,251,-0.14874606999361295,-0.15035848169283283,-0.8086982825111951,-0.15192682123473444,-0.9896770068039635,0.17992823945977934,0.851253930006387,0.8845134760592334,-0.0035427516499305645,0.1498185483897021
XETF900_V03,A,ret_6m,quarterly,risk_top2_def_top2,,0,gross,covid_2020_02_03,2020-02-03,2020-03-31,41,-0.28226947763051735,-0.8805968146676941,-2.010349277329839,-0.36039384247621586,-2.443429134685643,0.836930232269189,0.7177305223694826,2020-02-03,2020-03-31,41,-0.03388759290637544,-0.1982133552627917,-0.7237357051180171,-0.10781698555683383,-1.838424198553641,0.2503994598530382,0.9661124070936246,-1.2866135722118217,-0.25257685691938203,-0.2483818847241419
XETF900_V03,A,ret_6m,quarterly,risk_top2_def_top2,,0,gross,year_2022,2022-01-03,2022-12-30,251,-0.02345562621946462,-0.023728463606318195,-0.06012472959662286,-0.153828152738553,-0.15425306215987133,0.16657495259621993,0.9765443737805354,2022-01-03,2022-12-30,251,-0.14874606999361295,-0.15035848169283283,-0.8086982825111951,-0.15192682123473444,-0.9896770068039635,0.17992823945977934,0.851253930006387,0.7485735529145723,-0.0019013315038185485,0.12529044377414833
XETF900_V03,A,ret_6m,quarterly,risk_top2_def_top2,,0,after_cost,covid_2020_02_03,2020-02-03,2020-03-31,41,-0.28226947763051724,-0.8805968146676939,-2.010349277329842,-0.360393842476216,-2.443429134685642,0.8369302322691884,0.7177305223694828,2020-02-03,2020-03-31,41,-0.03388759290637544,-0.1982133552627917,-0.7237357051180171,-0.10781698555683383,-1.838424198553641,0.2503994598530382,0.9661124070936246,-1.2866135722118248,-0.25257685691938214,-0.2483818847241418
XETF900_V03,A,ret_6m,quarterly,risk_top2_def_top2,,0,after_cost,year_2022,2022-01-03,2022-12-30,251,-0.03826840389936326,-0.03871009812325488,-0.15250445624278927,-0.1538281527385531,-0.25164508208745573,0.16643492817424002,0.9617315961006367,2022-01-03,2022-12-30,251,-0.14874606999361295,-0.15035848169283283,-0.8086982825111951,-0.15192682123473444,-0.9896770068039635,0.17992823945977934,0.851253930006387,0.6561938262684058,-0.0019013315038186596,0.1104776660942497
XETF900_V03,A,ret_6m,quarterly,risk_top2_def_top2,,0,after_tax,covid_2020_02_03,2020-02-03,2020-03-31,41,-0.28226947763051724,-0.8805968146676939,-2.0103492773298397,-0.360393842476216,-2.443429134685642,0.8369302322691885,0.7177305223694828,2020-02-03,2020-03-31,41,-0.03388759290637544,-0.1982133552627917,-0.7237357051180171,-0.10781698555683383,-1.838424198553641,0.2503994598530382,0.9661124070936246,-1.2866135722118226,-0.25257685691938214,-0.2483818847241418
