variant_id,module,signal,rebalance,portfolio,method,lookback,cost_layer,start_date,end_date,trading_days,total_return,cagr,sharpe,max_drawdown,calmar,volatility,nav_final,total_turnover,annualized_turnover,taxable_turnover,tax_paid_krw,tax_drag_sharpe,top_asset,top_asset_contribution,qqq_exposure,qqq_contribution,p08_proxy_sharpe_diff,p08_proxy_mdd_diff,ew13_sharpe_diff,n001_b_sharpe_diff,n002_b_sharpe_diff,random_percentile
XETF900_V09,B,ret_6m,monthly,def_sleeve_top1,,0,gross,2011-01-04,2026-05-18,3865,9.413512251898146,0.1647084967583543,1.2054753399630762,-0.15738131840005043,1.0465568495218651,0.13425149911432258,10.413512251898146,58.55584905929983,3.810355223393776,28.77792452964992,0.0,0.0,SPY,0.7831409662339992,0.2100000000000078,0.7555898562291485,0.16983231153122058,-0.003146301789884065,0.35067780478299715,0.021049359627892672,0.03949577690438977,100.0
XETF900_V09,B,ret_6m,monthly,def_sleeve_top1,,0,after_cost,2011-01-04,2026-05-18,3865,7.759942987408063,0.15167672066887694,1.1208428852799037,-0.16025346436148136,0.9464801355354292,0.1343340638620239,8.73366315844584,58.55584905929982,3.810355223393775,28.777924529649926,0.0,-0.08463245468317249,SPY,0.7831409662339992,0.2100000000000078,0.7555898562291485,0.0851998568480481,-0.0060184477513149925,0.26604535009982466,-0.06358309505527981,-0.04513667777878272,100.0
XETF900_V09,B,ret_6m,monthly,def_sleeve_top1,,0,after_tax,2011-01-04,2026-05-18,3865,6.004553290213691,0.13503884892535578,0.9969546803877942,-0.19362905647078332,0.6974100446837213,0.1367308044524518,6.98353963034305,58.627640552356524,3.8150268504807094,28.8917773172471,89654837.66437683,-0.20852065957528199,SPY,0.7831409662339992,0.2100000000000078,0.7555898562291485,-0.038688348044061405,-0.03939403986061696,0.14215714520771516,-0.1874712999473893,-0.16902488267089222,100.0
XETF900_V10,B,ret_6m,monthly,def_sleeve_top2_ew,,0,gross,2011-01-04,2026-05-18,3865,7.4482164899456755,0.14896446465428448,1.2169069322038546,-0.14433929693332692,1.0320437179564066,0.12031701604011584,8.448216489945676,42.29525704976887,2.7522434771829825,20.647628524884436,0.0,0.0,SPY,0.7825079213805199,0.2100000000000078,0.7556754900305355,0.18126390377199897,0.009895719676839443,0.36210939702377554,0.03248095186867106,0.050927369145168155,100.0
XETF900_V10,B,ret_6m,monthly,def_sleeve_top2_ew,,0,after_cost,2011-01-04,2026-05-18,3865,6.46310118680037,0.1397319972991804,1.1494237534192897,-0.14591302219474267,0.9576389769563352,0.12034748896385569,7.440711883239969,42.29525704976888,2.752243477182983,20.64762852488444,0.0,-0.06748317878456489,SPY,0.7825079213805199,0.2100000000000078,0.7556754900305355,0.11378072498743408,0.008321994415423695,0.29462621823921065,-0.03500222691589383,-0.016555809639396735,100.0
XETF900_V10,B,ret_6m,monthly,def_sleeve_top2_ew,,0,after_tax,2011-01-04,2026-05-18,3865,5.502612539896127,0.12956019446377676,1.0658020889075541,-0.18551720300929098,0.6983729398792639,0.12149095490860817,6.483104702276439,42.33310790646969,2.754706513956539,20.73276525786736,40608577.6776073,-0.15110484329630047,SPY,0.7825079213805199,0.2100000000000078,0.7556754900305355,0.030159060475698496,-0.03128218639912461,0.21100455372747506,-0.11862389142762941,-0.10017747415113232,100.0
XETF900_V11,B,ret_6m,quarterly,def_sleeve_top1,,0,gross,2011-01-04,2026-05-18,3865,7.18147666300082,0.14656828488935347,1.0525293237467876,-0.20732215187170155,0.7069591144319939,0.139492378175515,8.18147666300082,32.516635659497126,2.115927520867865,15.75831782974856,0.0,0.0,SPY,0.7784179055948217,0.2100000000000078,0.7571991722340464,0.01688629531493202,-0.05308713526153519,0.1977317885667086,-0.1318966565883959,-0.11345023931189879,99.8
XETF900_V11,B,ret_6m,quarterly,def_sleeve_top1,,0,after_cost,2011-01-04,2026-05-18,3865,6.442334725366797,0.1395253609852869,1.0083493101972933,-0.20732215187170178,0.6729881960304468,0.13947636969582278,7.4200077211906965,32.516635659497126,2.115927520867865,15.75831782974856,0.0,-0.0441800135494943,SPY,0.7784179055948217,0.2100000000000078,0.7571991722340464,-0.02729371823456228,-0.05308713526153541,0.1535517750172143,-0.1760766701378902,-0.1576302528613931,99.8
XETF900_V11,B,ret_6m,quarterly,def_sleeve_top1,,0,after_tax,2011-01-04,2026-05-18,3865,5.06998702632575,0.12451101704850132,0.8969328504254483,-0.23600991325769383,0.5275668946691684,0.14247338132410367,6.051777065246773,32.63138082240558,2.123394235771181,15.883982042950041,74102195.45459926,-0.1555964733213393,SPY,0.7784179055948217,0.2100000000000078,0.7571991722340464,-0.13871017800640728,-0.08177489664752746,0.04213531524536929,-0.2874931299097352,-0.2690467126332381,99.8
XETF900_V12,B,ret_6m,quarterly,def_sleeve_top2_ew,,0,gross,2011-01-04,2026-05-18,3865,4.861995435221252,0.12196258252722281,0.9860854320168609,-0.20411222952709507,0.597527070326929,0.12487890789062801,5.861995435221252,26.485410986382195,1.7234627405622835,12.742705493191098,0.0,0.0,SPY,0.7807716843836329,0.2100000000000078,0.7588574740745406,-0.04955759641499469,-0.049877212916928704,0.13128789683678188,-0.1983405483183226,-0.1798941310418255,99.6
