subperiod,start,end,trades,net,cost0,Sharpe,annualized,MaxDD,pos_years
full,2010-01-04,2026-05-04,70,1.2906841868750734,1.397144393892741,0.48422119520674023,0.05688921504561084,-0.23673459774712757,4
scheme_a_is,2015-01-01,2020-12-31,15,0.2789545799846169,0.2914847745306195,0.6790930003180387,0.05174409381230305,-0.12145723212802884,2
scheme_a_oos,2021-01-01,2026-05-04,55,0.7355383127242421,0.7974672642244578,0.6060342347160915,0.11215372298011306,-0.2367345977471278,2
scheme_b_is,2015-01-01,2019-12-31,10,0.025025812532251335,0.03169412857441389,0.0989040597510418,0.006369726349758187,-0.12145723212802884,1
scheme_b_oos,2020-01-01,2026-05-04,60,1.2259897517614262,1.314400845196824,0.7878558517849279,0.13846285651058654,-0.2367345977471278,3
scheme_c_is,2015-01-01,2021-12-31,20,0.27325635828179307,0.2899122242280332,0.4518732781039342,0.04207825889450478,-0.13801786499317925,2
scheme_c_oos,2022-01-01,2026-05-04,50,0.7990753959134018,0.8583779181776086,0.7784027015104724,0.1499835642943197,-0.22305633883403742,2
