scheme,IS_Sharpe,OOS_Sharpe,IS_net,OOS_net,IS_annualized,OOS_annualized,OOS_ratio_to_IS_Sharpe,verdict
A,0.6790930003180387,0.6060342347160915,0.2789545799846169,0.7355383127242421,0.05174409381230305,0.11215372298011306,0.8924171423240533,STRONG
B,0.0989040597510418,0.7878558517849279,0.025025812532251335,1.2259897517614262,0.006369726349758187,0.13846285651058654,7.965859579152705,STRONG
C,0.4518732781039342,0.7784027015104724,0.27325635828179307,0.7990753959134018,0.04207825889450478,0.1499835642943197,1.7226128191882903,STRONG
