period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2018-2026,2018-01-01,2026-05-04,0.2114258147646717,0.22685738651924425,0.023916283494396895,0.025514634795112734,-0.12098009674398247,-0.11819214341389628,70,70
