period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,-0.056013565443905344,-0.040569615333607034,-0.008361469793219833,-0.006014620252653979,-0.2336451339675002,-0.22865380926641588,25,25
2018-2026,2018-01-01,2026-05-04,2.1522118803775654,2.374947106344723,0.15197504586525,0.16170793764891744,-0.3392346174957135,-0.3393494236202602,105,105
