carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F005-A D013 direct,0.0376047814812541,0.0513815931872606,1.6092602131827731,22.0,0.0661837057859745,1.7263644308703627,0.7272727272727273
F005-B E014,-0.073590397880475,-0.0286385189726212,-0.6363451943960491,22.0,-0.0595089818501158,-1.2653402490434378,0.4090909090909091
