carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F009-A D013 direct,0.0952696871778649,0.10702987144705746,3.5659509080532534,22.0,0.16335886945099196,2.728715498753294,0.7272727272727273
