signal_date,mode,n_stocks,rank_ic,rank_ic_mean_quarterly,rank_ic_std_quarterly,rank_ic_t_stat,n_quarters
2017-03-31 00:00:00,universe,89,-0.15309839972761324,,,,
2017-06-30 00:00:00,universe,87,0.1313151563753007,,,,
2017-12-28 00:00:00,universe,88,-0.11276460850269454,,,,
2019-06-28 00:00:00,universe,81,0.17323848238482384,,,,
2019-09-30 00:00:00,universe,91,-0.1192705844879758,,,,
2019-12-30 00:00:00,universe,81,0.046205962059620596,,,,
2020-03-31 00:00:00,universe,93,0.015054758139118496,,,,
2020-06-30 00:00:00,universe,84,0.22525058216057509,,,,
2020-09-29 00:00:00,universe,85,0.025014657025600937,,,,
2020-12-30 00:00:00,universe,85,0.21623998436583938,,,,
2021-03-31 00:00:00,universe,81,0.15955284552845528,,,,
2021-06-30 00:00:00,universe,84,0.21478181634099425,,,,
2021-09-30 00:00:00,universe,83,0.08158767474077494,,,,
2021-12-30 00:00:00,universe,87,0.16980753809141938,,,,
2023-09-27 00:00:00,universe,90,0.05040128410914927,,,,
2023-12-28 00:00:00,universe,85,0.07899159663865546,,,,
2024-03-29 00:00:00,universe,87,0.3883137712327768,,,,
2024-09-30 00:00:00,universe,92,0.13305488340551452,,,,
2025-06-30 00:00:00,universe,96,-0.07803852414541508,,,,
2025-09-30 00:00:00,universe,88,0.21815011799513934,,,,
2025-12-30 00:00:00,universe,92,0.3215634295578194,,,,
2026-03-31 00:00:00,universe,92,0.16930474854738528,,,,
ALL,universe,1921,0.0952696871778649,0.10702987144705746,0.1407800075635974,3.5659509080532534,22.0
