period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,-0.1142002760516746,-0.10872629760683361,-0.017508854169927424,-0.016626776061564597,-0.12630309551876606,-0.1260095825984604,10,10
2018-2026,2018-01-01,2026-05-04,0.34985140324071184,0.43849581253813663,0.037659337062110776,0.045824144333883154,-0.7424014873130613,-0.7357118128105787,100,100
