period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,,,,,,,0,0
2018-2026,2018-01-01,2026-05-04,0.7946897571341207,0.8229272417879205,0.14931586105991812,0.15359339189032628,-0.2297226561855834,-0.22982391885059017,25,25
