event_id,review_cycle,announcement_dt,announcement_time,effective_dt,index_name,side,ticker,company_name,source_class,source_record_type,source_id_or_url,source_file,source_file_sha256,prev_snapshot_file,prev_snapshot_sha256,prev_snapshot_cycle,tier1_status,parse_status,caveat
BX01-00563-CYCLE,2018-06,2018-06-07,,,KOSPI 200,cycle,,,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=563,,,,,,out_of_tier1,metadata_only__constituents_gated_on_attachment_download,title-cycle:'2018년 6월'; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation; CARRIED FORWARD from source-A0 phase — special/supplemental event; Tier 2/3 deferred per directive
BX01-00569-SPECIAL,,2018-06-21,,,,split_action,,한일시멘트,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=569,,,,,,out_of_tier1,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s+인적분할; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table; CARRIED FORWARD from source-A0 phase — special/supplemental event; Tier 2/3 deferred per directive
BX01-00578-SPECIAL,,2018-08-23,,,,split_action,,세아제강의,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=578,,,,,,out_of_tier1,title_extracted_name,title-pattern:^([가-힣A-Z0-9()\.\s]+?)\s+인적분할; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table; CARRIED FORWARD from source-A0 phase — special/supplemental event; Tier 2/3 deferred per directive
BX01-00593-SPECIAL,,2018-12-06,,,,split_action,,,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=593,,,,,,out_of_tier1,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table; CARRIED FORWARD from source-A0 phase — special/supplemental event; Tier 2/3 deferred per directive
BX01-00595-CYCLE,2018-12,2018-12-07,,,KOSPI 200,cycle,,,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=595,,,,,,out_of_tier1,metadata_only__constituents_gated_on_attachment_download,title-cycle:'2018년 12월'; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation; CARRIED FORWARD from source-A0 phase — special/supplemental event; Tier 2/3 deferred per directive
BX01-00598-CYCLE,,2018-12-11,,,KOSPI 200,cycle,,,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=598,,,,,,out_of_tier1,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation; CARRIED FORWARD from source-A0 phase — special/supplemental event; Tier 2/3 deferred per directive
BX01-00613-CYCLE,,2019-05-21,,,KOSPI 200,cycle,,,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=613,,,,,,tier1_target,metadata_only__constituents_gated_on_attachment_download,"no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation; CARRIED FORWARD from source-A0 phase — constituents NOT in this row; attachments user-supplied as hwp/broker pdf, deferred per Referee directive (not parsed in this phase)"
BX01-00619-CYCLE,2019-06,2019-06-07,,,KOSPI 200,cycle,,,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=619,,,,,,out_of_tier1,metadata_only__constituents_gated_on_attachment_download,title-cycle:'2019년 6월'; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation; CARRIED FORWARD from source-A0 phase — special/supplemental event; Tier 2/3 deferred per directive
BX01-00622-CYCLE,,2019-06-10,,,KOSPI 200,cycle,,,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=622,,,,,,out_of_tier1,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation; CARRIED FORWARD from source-A0 phase — special/supplemental event; Tier 2/3 deferred per directive
BX01-00641-CYCLE,,2019-12-05,,,KOSPI 200,cycle,,,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=641,,,,,,out_of_tier1,metadata_only__constituents_gated_on_attachment_download,no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation; CARRIED FORWARD from source-A0 phase — special/supplemental event; Tier 2/3 deferred per directive
BX01-00667-CYCLE,,2020-05-27,,,KOSPI 200,cycle,,,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=667,,,,,,tier1_target,metadata_only__constituents_gated_on_attachment_download,"no-cycle-in-title; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation; CARRIED FORWARD from source-A0 phase — constituents NOT in this row; attachments user-supplied as hwp/broker pdf, deferred per Referee directive (not parsed in this phase)"
BX01-00696-CYCLE,2020-12,2020-11-25,,,KOSPI 200,cycle,,,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=696,,,,,,tier1_target,metadata_only__constituents_gated_on_attachment_download,"title-month-only:'12월 정기변경'; constituent-level adds/deletes are in xlsx/hwp attachments which this sandbox cannot fetch (file.krx.co.kr returns Content-Length: 0 for all OTP-token download attempts); effective_dt requires KRX trading-calendar reconciliation; CARRIED FORWARD from source-A0 phase — constituents NOT in this row; attachments user-supplied as hwp/broker pdf, deferred per Referee directive (not parsed in this phase)"
BX01-PARSE-734-ADD-01,2021-06,2021-05-25,,,KOSPI 200,addition,001440,대한전선,A_KRX_xlsx_with_change_detail,constituent_level_direct_from_change_detail_sheet,KRX MDCINFO005 bbsSeq=734 (https://data.krx.co.kr/contents/MDC/COMS/board/MDCCOMS010_S2.cmd?boardId=MDCINFO005&cmBbsId=MKD01040000&bbsSeq=734),"21.06+KOSPI+200,+KOSDAQ+150,+KRX+300+공지파일.xlsx",af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,,,,tier1_target,parsed_direct_from_kospi200_변경내역_sheet,ticker is 6-digit KRX format from attachment; ISIN cross-check not yet performed; listing-name cross-check against listing-universe-A0 outputs not yet performed; effective_dt blank because not present in attachment (Referee rule: no rule/convention fill)
BX01-PARSE-734-ADD-02,2021-06,2021-05-25,,,KOSPI 200,addition,006040,동원산업,A_KRX_xlsx_with_change_detail,constituent_level_direct_from_change_detail_sheet,KRX MDCINFO005 bbsSeq=734 (https://data.krx.co.kr/contents/MDC/COMS/board/MDCCOMS010_S2.cmd?boardId=MDCINFO005&cmBbsId=MKD01040000&bbsSeq=734),"21.06+KOSPI+200,+KOSDAQ+150,+KRX+300+공지파일.xlsx",af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,,,,tier1_target,parsed_direct_from_kospi200_변경내역_sheet,ticker is 6-digit KRX format from attachment; ISIN cross-check not yet performed; listing-name cross-check against listing-universe-A0 outputs not yet performed; effective_dt blank because not present in attachment (Referee rule: no rule/convention fill)
BX01-PARSE-734-ADD-03,2021-06,2021-05-25,,,KOSPI 200,addition,298020,효성티앤씨,A_KRX_xlsx_with_change_detail,constituent_level_direct_from_change_detail_sheet,KRX MDCINFO005 bbsSeq=734 (https://data.krx.co.kr/contents/MDC/COMS/board/MDCCOMS010_S2.cmd?boardId=MDCINFO005&cmBbsId=MKD01040000&bbsSeq=734),"21.06+KOSPI+200,+KOSDAQ+150,+KRX+300+공지파일.xlsx",af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,,,,tier1_target,parsed_direct_from_kospi200_변경내역_sheet,ticker is 6-digit KRX format from attachment; ISIN cross-check not yet performed; listing-name cross-check against listing-universe-A0 outputs not yet performed; effective_dt blank because not present in attachment (Referee rule: no rule/convention fill)
BX01-PARSE-734-ADD-04,2021-06,2021-05-25,,,KOSPI 200,addition,298050,효성첨단소재,A_KRX_xlsx_with_change_detail,constituent_level_direct_from_change_detail_sheet,KRX MDCINFO005 bbsSeq=734 (https://data.krx.co.kr/contents/MDC/COMS/board/MDCCOMS010_S2.cmd?boardId=MDCINFO005&cmBbsId=MKD01040000&bbsSeq=734),"21.06+KOSPI+200,+KOSDAQ+150,+KRX+300+공지파일.xlsx",af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,,,,tier1_target,parsed_direct_from_kospi200_변경내역_sheet,ticker is 6-digit KRX format from attachment; ISIN cross-check not yet performed; listing-name cross-check against listing-universe-A0 outputs not yet performed; effective_dt blank because not present in attachment (Referee rule: no rule/convention fill)
BX01-PARSE-734-ADD-05,2021-06,2021-05-25,,,KOSPI 200,addition,302440,SK바이오사이언스,A_KRX_xlsx_with_change_detail,constituent_level_direct_from_change_detail_sheet,KRX MDCINFO005 bbsSeq=734 (https://data.krx.co.kr/contents/MDC/COMS/board/MDCCOMS010_S2.cmd?boardId=MDCINFO005&cmBbsId=MKD01040000&bbsSeq=734),"21.06+KOSPI+200,+KOSDAQ+150,+KRX+300+공지파일.xlsx",af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,,,,tier1_target,parsed_direct_from_kospi200_변경내역_sheet,ticker is 6-digit KRX format from attachment; ISIN cross-check not yet performed; listing-name cross-check against listing-universe-A0 outputs not yet performed; effective_dt blank because not present in attachment (Referee rule: no rule/convention fill)
BX01-PARSE-734-DEL-06,2021-06,2021-05-25,,,KOSPI 200,deletion,005180,빙그레,A_KRX_xlsx_with_change_detail,constituent_level_direct_from_change_detail_sheet,KRX MDCINFO005 bbsSeq=734 (https://data.krx.co.kr/contents/MDC/COMS/board/MDCCOMS010_S2.cmd?boardId=MDCINFO005&cmBbsId=MKD01040000&bbsSeq=734),"21.06+KOSPI+200,+KOSDAQ+150,+KRX+300+공지파일.xlsx",af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,,,,tier1_target,parsed_direct_from_kospi200_변경내역_sheet,ticker is 6-digit KRX format from attachment; ISIN cross-check not yet performed; listing-name cross-check against listing-universe-A0 outputs not yet performed; effective_dt blank because not present in attachment (Referee rule: no rule/convention fill)
BX01-PARSE-734-DEL-07,2021-06,2021-05-25,,,KOSPI 200,deletion,005610,SPC삼립,A_KRX_xlsx_with_change_detail,constituent_level_direct_from_change_detail_sheet,KRX MDCINFO005 bbsSeq=734 (https://data.krx.co.kr/contents/MDC/COMS/board/MDCCOMS010_S2.cmd?boardId=MDCINFO005&cmBbsId=MKD01040000&bbsSeq=734),"21.06+KOSPI+200,+KOSDAQ+150,+KRX+300+공지파일.xlsx",af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,,,,tier1_target,parsed_direct_from_kospi200_변경내역_sheet,ticker is 6-digit KRX format from attachment; ISIN cross-check not yet performed; listing-name cross-check against listing-universe-A0 outputs not yet performed; effective_dt blank because not present in attachment (Referee rule: no rule/convention fill)
BX01-PARSE-734-DEL-08,2021-06,2021-05-25,,,KOSPI 200,deletion,006390,한일현대시멘트,A_KRX_xlsx_with_change_detail,constituent_level_direct_from_change_detail_sheet,KRX MDCINFO005 bbsSeq=734 (https://data.krx.co.kr/contents/MDC/COMS/board/MDCCOMS010_S2.cmd?boardId=MDCINFO005&cmBbsId=MKD01040000&bbsSeq=734),"21.06+KOSPI+200,+KOSDAQ+150,+KRX+300+공지파일.xlsx",af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,,,,tier1_target,parsed_direct_from_kospi200_변경내역_sheet,ticker is 6-digit KRX format from attachment; ISIN cross-check not yet performed; listing-name cross-check against listing-universe-A0 outputs not yet performed; effective_dt blank because not present in attachment (Referee rule: no rule/convention fill)
BX01-PARSE-734-DEL-09,2021-06,2021-05-25,,,KOSPI 200,deletion,008350,남선알미늄,A_KRX_xlsx_with_change_detail,constituent_level_direct_from_change_detail_sheet,KRX MDCINFO005 bbsSeq=734 (https://data.krx.co.kr/contents/MDC/COMS/board/MDCCOMS010_S2.cmd?boardId=MDCINFO005&cmBbsId=MKD01040000&bbsSeq=734),"21.06+KOSPI+200,+KOSDAQ+150,+KRX+300+공지파일.xlsx",af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,,,,tier1_target,parsed_direct_from_kospi200_변경내역_sheet,ticker is 6-digit KRX format from attachment; ISIN cross-check not yet performed; listing-name cross-check against listing-universe-A0 outputs not yet performed; effective_dt blank because not present in attachment (Referee rule: no rule/convention fill)
BX01-PARSE-734-DEL-10,2021-06,2021-05-25,,,KOSPI 200,deletion,009410,태영건설,A_KRX_xlsx_with_change_detail,constituent_level_direct_from_change_detail_sheet,KRX MDCINFO005 bbsSeq=734 (https://data.krx.co.kr/contents/MDC/COMS/board/MDCCOMS010_S2.cmd?boardId=MDCINFO005&cmBbsId=MKD01040000&bbsSeq=734),"21.06+KOSPI+200,+KOSDAQ+150,+KRX+300+공지파일.xlsx",af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,,,,tier1_target,parsed_direct_from_kospi200_변경내역_sheet,ticker is 6-digit KRX format from attachment; ISIN cross-check not yet performed; listing-name cross-check against listing-universe-A0 outputs not yet performed; effective_dt blank because not present in attachment (Referee rule: no rule/convention fill)
BX01-PARSE-734-DEL-11,2021-06,2021-05-25,,,KOSPI 200,deletion,018250,애경산업,A_KRX_xlsx_with_change_detail,constituent_level_direct_from_change_detail_sheet,KRX MDCINFO005 bbsSeq=734 (https://data.krx.co.kr/contents/MDC/COMS/board/MDCCOMS010_S2.cmd?boardId=MDCINFO005&cmBbsId=MKD01040000&bbsSeq=734),"21.06+KOSPI+200,+KOSDAQ+150,+KRX+300+공지파일.xlsx",af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,,,,tier1_target,parsed_direct_from_kospi200_변경내역_sheet,ticker is 6-digit KRX format from attachment; ISIN cross-check not yet performed; listing-name cross-check against listing-universe-A0 outputs not yet performed; effective_dt blank because not present in attachment (Referee rule: no rule/convention fill)
BX01-PARSE-734-DEL-12,2021-06,2021-05-25,,,KOSPI 200,deletion,145990,삼양사,A_KRX_xlsx_with_change_detail,constituent_level_direct_from_change_detail_sheet,KRX MDCINFO005 bbsSeq=734 (https://data.krx.co.kr/contents/MDC/COMS/board/MDCCOMS010_S2.cmd?boardId=MDCINFO005&cmBbsId=MKD01040000&bbsSeq=734),"21.06+KOSPI+200,+KOSDAQ+150,+KRX+300+공지파일.xlsx",af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,,,,tier1_target,parsed_direct_from_kospi200_변경내역_sheet,ticker is 6-digit KRX format from attachment; ISIN cross-check not yet performed; listing-name cross-check against listing-universe-A0 outputs not yet performed; effective_dt blank because not present in attachment (Referee rule: no rule/convention fill)
BX01-00758-SPECIAL,,2021-08-31,,,,addition,,,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=758,,,,,,out_of_tier1,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table; CARRIED FORWARD from source-A0 phase — special/supplemental event; Tier 2/3 deferred per directive
BX01-00759-SPECIAL,,2021-08-31,,,,addition,,,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=759,,,,,,out_of_tier1,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table; CARRIED FORWARD from source-A0 phase — special/supplemental event; Tier 2/3 deferred per directive
BX01-00773-SPECIAL,,2021-11-24,,,,addition,,,notice_metadata_only,notice_level_skeleton_only,KRX MDCINFO005 bbsSeq=773,,,,,,out_of_tier1,metadata_only__no_name_in_title,no-name-extracted-from-title; exact effective date and any per-constituent details are in the attachment (xlsx/hwp/pdf) which this sandbox cannot fetch; company-name extraction is title-based heuristic and NOT cross-checked against an exchange listing-name table; CARRIED FORWARD from source-A0 phase — special/supplemental event; Tier 2/3 deferred per directive
BX01-DIFF-774-0001,2021-12,2021-11-24,,,KOSPI 200,addition,005850,에스엘,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0002,2021-12,2021-11-24,,,KOSPI 200,addition,009900,명신산업,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0003,2021-12,2021-11-24,,,KOSPI 200,addition,138040,메리츠금융지주,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0004,2021-12,2021-11-24,,,KOSPI 200,addition,178920,PI첨단소재,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0005,2021-12,2021-11-24,,,KOSPI 200,addition,259960,크래프톤,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0006,2021-12,2021-11-24,,,KOSPI 200,addition,323410,카카오뱅크,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0007,2021-12,2021-11-24,,,KOSPI 200,addition,329180,현대중공업,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0008,2021-12,2021-11-24,,,KOSPI 200,addition,361610,SK아이이테크놀로지,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0009,2021-12,2021-11-24,,,KOSPI 200,addition,377300,카카오페이,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0010,2021-12,2021-11-24,,,KOSPI 200,addition,402340,SK스퀘어,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0011,2021-12,2021-11-24,,,KOSPI 200,deletion,001060,JW중외제약,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
BX01-DIFF-774-0012,2021-12,2021-11-24,,,KOSPI 200,deletion,003230,삼양식품,B_derived_from_consecutive_snapshot_diff,constituent_level_derived_from_consecutive_official_snapshot_diff,KRX MDCINFO005 bbsSeq=774,21.12.xlsx,dba82397e46ed1081f955caf451066ad1e9828308bea9796717602cd031ef1b1,21.6.xlsx,af327b2c2befeb57d8dd7506b1e45a8c9f04d1c237896d1ac74f3ac8501d2810,2021-06,tier1_target,derived_via_consecutive_official_snapshot_diff,"DERIVED — captures ALL constituent changes between consecutive KRX-official post-effective-date snapshots; this includes the regular review at the curr cycle PLUS any SPECIAL/SUPPLEMENTAL events between cycles (Tier 2/3, deferred). Downstream user decision required to separate regular-review vs intermediate-special. effective_dt NOT filled (Referee rule: direct-from-file only). company_name from KRX snapshot row; ticker is 6-digit normalized from KR7…002 ISIN."
