signal_date,n_sectors,rank_ic,rank_ic_std,rank_ic_t_stat,n_quarters
2010-03-31 00:00:00,11,-0.17472418615124713,,,
2010-06-30 00:00:00,10,0.5835893219328621,,,
2010-09-30 00:00:00,10,0.1945297739776207,,,
2010-12-30 00:00:00,10,0.03039527718400323,,,
2011-03-31 00:00:00,10,0.40980317924147863,,,
2011-06-30 00:00:00,10,0.3597627856582714,,,
2011-09-30 00:00:00,10,0.18237166310401937,,,
2011-12-29 00:00:00,11,-0.12874413716407682,,,
2012-03-30 00:00:00,11,0.7181818181818183,,,
2012-06-29 00:00:00,11,0.15034207570080774,,,
2012-09-28 00:00:00,11,-0.13211879379767952,,,
2012-12-28 00:00:00,11,-0.0730601223963557,,,
2013-03-29 00:00:00,11,0.4276144555806837,,,
2013-06-28 00:00:00,11,-0.2844156393243098,,,
2013-09-30 00:00:00,11,-0.12756297332189748,,,
2013-12-30 00:00:00,10,-0.07976060548818034,,,
2014-03-31 00:00:00,11,-0.1009216784699164,,,
2014-06-30 00:00:00,11,-0.36698792170878686,,,
2014-09-30 00:00:00,10,0.42334475220649564,,,
2014-12-30 00:00:00,10,0.08754275592730112,,,
2015-03-31 00:00:00,11,0.5780059766913394,,,
2015-06-30 00:00:00,11,0.43837256861820223,,,
2015-09-30 00:00:00,10,-0.067700320038633,,,
2015-12-30 00:00:00,11,0.43837256861820223,,,
2017-03-31 00:00:00,11,0.13762047064079508,,,
2017-06-30 00:00:00,10,0.1580554413568168,,,
2017-09-29 00:00:00,10,0.2400284074096988,,,
2017-12-28 00:00:00,11,0.018392019594868116,,,
2018-03-30 00:00:00,9,0.18488047749952394,,,
2018-06-29 00:00:00,10,-0.36199044029251076,,,
2018-09-28 00:00:00,11,-0.1004576682949891,,,
2018-12-28 00:00:00,11,-0.3006841514016155,,,
2019-03-29 00:00:00,11,-0.5963553727767786,,,
2019-06-28 00:00:00,10,-0.6565379871744698,,,
2019-09-30 00:00:00,11,-0.027460601323575695,,,
2019-12-30 00:00:00,10,0.6544332114760285,,,
2020-03-31 00:00:00,11,0.6697529571185361,,,
2020-06-30 00:00:00,10,0.33537208832550724,,,
2020-09-29 00:00:00,9,0.5882560647712126,,,
2020-12-30 00:00:00,10,-0.15853953266296708,,,
2021-03-31 00:00:00,9,-0.049999999999999996,,,
2021-06-30 00:00:00,10,-0.21341860166168644,,,
2021-09-30 00:00:00,8,-0.4578645580762859,,,
2021-12-30 00:00:00,10,0.43030303030303024,,,
2022-03-31 00:00:00,11,-0.6469265075610514,,,
2022-06-30 00:00:00,9,-0.1422606594884729,,,
2022-09-30 00:00:00,11,-0.22831288248861153,,,
2022-12-29 00:00:00,10,-0.1881996980024602,,,
2023-03-31 00:00:00,9,0.43333333333333335,,,
2023-06-30 00:00:00,10,-0.28659069365997897,,,
2023-09-27 00:00:00,10,-0.1945297739776207,,,
2023-12-28 00:00:00,10,0.042683720332337284,,,
2024-03-29 00:00:00,8,0.1666666666666667,,,
2024-06-28 00:00:00,9,-0.09205101496312953,,,
2024-09-30 00:00:00,9,-0.050421948408961074,,,
2024-12-30 00:00:00,9,0.8499999999999999,,,
2025-03-31 00:00:00,10,-0.3231767396591252,,,
2025-06-30 00:00:00,11,0.15945371665237182,,,
2025-09-30 00:00:00,8,0.04790505047653036,,,
2025-12-30 00:00:00,10,0.16883245785979506,,,
2026-03-31 00:00:00,10,0.40776601233866383,,,
ALL,620,0.06728178506628603,0.3479883755622414,1.5100721084701654,61.0
