signal_date,n_sectors,rank_ic,rank_ic_std,rank_ic_t_stat,n_quarters
2010-03-31 00:00:00,11,0.3181818181818182,,,
2010-06-30 00:00:00,10,0.7212121212121211,,,
2010-09-30 00:00:00,10,0.13939393939393938,,,
2010-12-30 00:00:00,10,0.2606060606060606,,,
2011-03-31 00:00:00,10,-0.04242424242424241,,,
2011-06-30 00:00:00,10,0.5636363636363636,,,
2011-09-30 00:00:00,10,0.24848484848484845,,,
2011-12-29 00:00:00,11,0.18181818181818182,,,
2012-03-30 00:00:00,11,0.4000000000000001,,,
2012-06-29 00:00:00,11,-0.15454545454545454,,,
2012-09-28 00:00:00,11,0.06363636363636364,,,
2012-12-28 00:00:00,11,0.09090909090909091,,,
2013-03-29 00:00:00,11,0.4000000000000001,,,
2013-06-28 00:00:00,11,0.46363636363636374,,,
2013-09-30 00:00:00,11,-0.18181818181818182,,,
2013-12-30 00:00:00,10,-0.4424242424242424,,,
2014-03-31 00:00:00,11,-0.3272727272727273,,,
2014-06-30 00:00:00,11,-0.1272727272727273,,,
2014-09-30 00:00:00,10,0.17575757575757575,,,
2014-12-30 00:00:00,10,0.33333333333333326,,,
2015-03-31 00:00:00,11,0.5727272727272729,,,
2015-06-30 00:00:00,11,0.36363636363636365,,,
2015-09-30 00:00:00,10,0.11515151515151514,,,
2015-12-30 00:00:00,11,0.09090909090909091,,,
2017-03-31 00:00:00,11,0.018181818181818184,,,
2017-06-30 00:00:00,10,0.28484848484848485,,,
2017-09-29 00:00:00,10,0.18787878787878787,,,
2017-12-28 00:00:00,11,0.06363636363636364,,,
2018-03-30 00:00:00,9,0.03333333333333333,,,
2018-06-29 00:00:00,10,-0.49090909090909085,,,
2018-09-28 00:00:00,11,0.1272727272727273,,,
2018-12-28 00:00:00,11,-0.2545454545454546,,,
2019-03-29 00:00:00,11,-0.5818181818181819,,,
2019-06-28 00:00:00,10,-0.17575757575757575,,,
2019-09-30 00:00:00,11,0.14545454545454548,,,
2019-12-30 00:00:00,10,0.7212121212121211,,,
2020-03-31 00:00:00,11,0.690909090909091,,,
2020-06-30 00:00:00,10,0.17575757575757575,,,
2020-09-29 00:00:00,9,0.5333333333333333,,,
2020-12-30 00:00:00,10,-0.18787878787878787,,,
2021-03-31 00:00:00,9,0.15,,,
2021-06-30 00:00:00,10,0.10303030303030303,,,
2021-09-30 00:00:00,8,-0.2142857142857143,,,
2021-12-30 00:00:00,10,0.38181818181818183,,,
2022-03-31 00:00:00,11,0.045454545454545456,,,
2022-06-30 00:00:00,9,0.06666666666666667,,,
2022-09-30 00:00:00,11,-0.14545454545454548,,,
2022-12-29 00:00:00,10,-0.33333333333333326,,,
2023-03-31 00:00:00,9,0.43333333333333335,,,
2023-06-30 00:00:00,10,-0.41818181818181815,,,
2023-09-27 00:00:00,10,-0.22424242424242422,,,
2023-12-28 00:00:00,10,0.41818181818181815,,,
2024-03-29 00:00:00,8,0.28571428571428575,,,
2024-06-28 00:00:00,9,-0.7,,,
2024-09-30 00:00:00,9,-0.06666666666666667,,,
2024-12-30 00:00:00,9,0.6333333333333333,,,
2025-03-31 00:00:00,10,-0.41818181818181815,,,
2025-06-30 00:00:00,11,-0.23636363636363636,,,
2025-09-30 00:00:00,8,0.14285714285714288,,,
2025-12-30 00:00:00,10,-0.0303030303030303,,,
2026-03-31 00:00:00,10,-0.006060606060606061,,,
ALL,620,0.08828684976225963,0.3306030215841017,2.0857109425029736,61.0
