signal_date,sector_code,sector_name,flow_score,rs_score,breadth_score,combined_score,eligible_for_score
2010-03-31,01,반도체/IT하드웨어,1.4263304701967712,0.1893595730732676,2.119653014395634,1.2451143525552242,True
2010-03-31,02,자동차/운송장비,0.6416001713949019,0.9467131397564076,0.47600623691076827,0.6881065160206926,True
2010-03-31,03,2차전지/화학/소재,-0.17875709379668908,0.0468682188489772,-0.49753839283026746,-0.20980908925932643,True
2010-03-31,04,철강금속,-0.1416016585037065,-1.952165994613966,-0.2471983451825725,-0.780321999433415,True
2010-03-31,05,조선/기계/산업재,-0.7891643933865079,2.0293683628035253,1.0786767219885525,0.7729602304685234,True
2010-03-31,06,금융,-0.8690437600970192,-0.38606916615984155,-1.332005218322584,-0.8623727148598149,True
2010-03-31,07,헬스케어,-1.5503758385816668,0.6141194108737049,-1.332005218322584,-0.7560872153435153,True
2010-03-31,08,인터넷/게임/SW,2.1371091332901067,0.12081510973326869,-0.4279994907059078,0.6099749174391559,True
2010-03-31,09,소비재/유통,-0.20474339958907023,-0.3695009636380958,-0.7896017817525782,-0.4546153816599148,True
2010-03-31,10,음식료,-0.23528057764836,-0.03201088777961726,0.47600623691076827,0.06957159049426366,True
2010-03-31,11,에너지/유틸리티,,,,,False
2010-03-31,12,건설/부동산,-0.23607305327876188,-1.2074968028976303,0.47600623691076827,-0.3225212064218746,True
2010-06-30,01,반도체/IT하드웨어,-0.8615684747101515,-1.1354501865114288,-1.7331713614456605,-1.2433966742224136,True
2010-06-30,02,자동차/운송장비,-0.5754635661543147,1.023388740396679,-0.11007895908329393,0.11261540505302348,True
2010-06-30,03,2차전지/화학/소재,-0.061935509173008274,1.621998987862737,-0.27238819931953057,0.4292250931233994,True
2010-06-30,04,철강금속,-0.49515674935427556,-1.126427728545791,-0.5158520596738855,-0.712478845857984,True
2010-06-30,05,조선/기계/산업재,-0.19152438412602021,1.5863468241969938,0.9719826424916174,0.7889350275208636,True
2010-06-30,06,금융,0.33558907487837425,-0.6988951175683306,0.5391580018616529,0.05861731972389885,True
2010-06-30,07,헬스케어,,,,,False
2010-06-30,08,인터넷/게임/SW,-0.46977280550004463,-0.6298061919581732,-0.9840517911245681,-0.694543596194262,True
2010-06-30,09,소비재/유통,2.81577982554505,-0.026508668914250372,0.7014672420978895,1.1635794662428964,True
2010-06-30,10,음식료,0.10975467213472331,-0.6010100478325561,-0.5158520596738855,-0.3357024784572394,True
2010-06-30,11,에너지/유틸리티,,,,,False
2010-06-30,12,건설/부동산,-0.6057020835403322,-0.013636611125879588,1.9187865438696645,0.4331492830678176,True
2010-09-30,01,반도체/IT하드웨어,-1.28294152567591,-1.932244114621096,-1.428371630355203,-1.5478524235507365,True
2010-09-30,02,자동차/운송장비,1.0185823113902408,0.9010404235053289,1.8558676307008037,1.2584967885321243,True
2010-09-30,03,2차전지/화학/소재,0.2281822307242052,0.7222862954168239,-0.03888578913920005,0.303860912333943,True
2010-09-30,04,철강금속,0.6657013407679438,-0.5692521615045086,-0.9231040517312017,-0.27555162415592216,True
2010-09-30,05,조선/기계/산업재,-0.5794698831600245,0.782587798745033,0.5926986841408012,0.26527219990860323,True
2010-09-30,06,금융,-1.067868939312237,-1.4257541570947814,-0.7447743180992015,-1.0794658048354064,True
2010-09-30,07,헬스케어,,,,,False
2010-09-30,08,인터넷/게임/SW,-1.0342393729164774,-0.22628929797200087,-1.091526577939202,-0.7840184162758934,True
2010-09-30,09,소비재/유통,-0.10226725384630891,1.1277482330752444,0.0874311055168003,0.3709706949152452,True
2010-09-30,10,음식료,2.063197294463327,-0.1635845200672542,0.5926986841408012,0.8307704861789579,True
2010-09-30,11,에너지/유틸리티,,,,,False
2010-09-30,12,건설/부동산,0.09112379756524024,0.7834615005172109,1.0979662627648021,0.6575171869490845,True
2010-12-30,01,반도체/IT하드웨어,0.468125631615128,1.1456026846993246,-0.35456050423851737,0.4197226040253117,True
2010-12-30,02,자동차/운송장비,0.7636863277653468,1.2949092924856598,0.4165916440813934,0.8250624214441333,True
2010-12-30,03,2차전지/화학/소재,0.6679116652869982,1.024047216374514,0.6369208293156539,0.7762932369923887,True
2010-12-30,04,철강금속,1.028502261504832,-1.3454085065280992,1.0335133627373225,0.23886903923801847,True
2010-12-30,05,조선/기계/산업재,-0.6657098186336666,-1.1384287149320675,-1.2443514446076451,-1.0161633260577931,True
2010-12-30,06,금융,0.3660282364770937,0.7337529071728102,0.5708220737453755,0.5568677391317598,True
2010-12-30,07,헬스케어,,,,,False
2010-12-30,08,인터넷/게임/SW,0.04792427782266633,-0.7152240404848415,-1.9561841969029476,-0.8744946531883743,True
2010-12-30,09,소비재/유통,-0.11552481215169133,-0.2710209734809584,1.2979083850184343,0.30378753312859486,True
2010-12-30,10,음식료,,,,,False
2010-12-30,11,에너지/유틸리티,0.10186549155256862,-1.2206886977075657,0.4165916440813934,-0.23407718735786795,True
2010-12-30,12,건설/부동산,-2.6628092612392757,0.4924588324012235,-0.8172517932304638,-0.995867407356172,True
2011-03-31,01,반도체/IT하드웨어,0.7761999266883876,-1.125842039984189,-1.2488439431443454,-0.532828685480049,True
2011-03-31,02,자동차/운송장비,0.563990919483966,1.0220568825039742,1.099996629852869,0.8953481439469364,True
2011-03-31,03,2차전지/화학/소재,0.9699889375016599,2.3361777782709003,0.7291270656954139,1.3450979271559913,True
2011-03-31,04,철강금속,1.3475331003645978,0.37390474098251186,0.3170497721871307,0.6794958711780801,True
2011-03-31,05,조선/기계/산업재,-0.4428458048475327,0.02634306733541274,-1.2488439431443454,-0.5551155602188218,True
2011-03-31,06,금융,0.12484789680100489,-0.9617941721205353,-0.20491479959002798,-0.3472870249698528,True
2011-03-31,07,헬스케어,,,,,False
2011-03-31,08,인터넷/게임/SW,-0.04369088564845057,-0.23170165433543888,-0.8217820207812155,-0.3657248535883683,True
2011-03-31,09,소비재/유통,0.021112994722124922,-0.49512201712764775,-0.8217820207812155,-0.43193034772891276,True
2011-03-31,10,음식료,-1.10768259957649,-0.9303699333137018,0.3170497721871307,-0.5736675869010205,True
2011-03-31,11,에너지/유틸리티,,,,,False
2011-03-31,12,건설/부동산,-2.2094544854892675,-0.013652652211286755,1.8829434875186069,-0.11338788339398247,True
2011-06-30,01,반도체/IT하드웨어,0.6536144688532427,-2.5611286061695804,-1.137671956398127,-1.0150620312381549,True
2011-06-30,02,자동차/운송장비,0.04405246687563202,0.4759006382630449,-0.6009562501565323,-0.027001048339285145,True
2011-06-30,03,2차전지/화학/소재,-0.7646894388132511,0.05952722492531192,0.03180331930724258,-0.22445296486023222,True
2011-06-30,04,철강금속,-1.4625078200991897,-0.1529271023512909,-1.137671956398127,-0.9177022929495359,True
2011-06-30,05,조선/기계/산업재,0.5555030696278175,-0.3570205869479241,-0.6009562501565323,-0.13415792249221298,True
2011-06-30,06,금융,1.4662287922982602,-0.5105698326885426,0.6012869318246402,0.5189819638114526,True
2011-06-30,07,헬스케어,,,,,False
2011-06-30,08,인터넷/게임/SW,0.4726877814419863,0.2916953021396384,0.49724665646088495,0.42054324668083654,True
2011-06-30,09,소비재/유통,0.39005896417714153,0.7721390675681756,0.35537355369212764,0.505857195145815,True
2011-06-30,10,음식료,0.566558765733385,0.714736201250837,2.404651704796398,1.22864889059354,True
2011-06-30,11,에너지/유틸리티,,,,,False
2011-06-30,12,건설/부동산,-1.921507050095025,1.2676476940103298,-0.413105752971974,-0.35565503635222306,True
2011-09-30,01,반도체/IT하드웨어,0.5550880160348702,1.0257227729157519,1.2711582600087812,0.9506563496531344,True
2011-09-30,02,자동차/운송장비,0.7684515820377061,-0.31851781221837744,1.5975745410088351,0.6825027702760545,True
2011-09-30,03,2차전지/화학/소재,-0.19534943722457104,-1.4201212708601543,-0.5940776314200977,-0.7365161131682744,True
2011-09-30,04,철강금속,0.3077769135829574,-1.1152221074187376,-0.03450686399143409,-0.2806506859424048,True
2011-09-30,05,조선/기계/산업재,0.3732451585551015,0.4382691742989524,0.8981110817230054,0.5698751381923531,True
2011-09-30,06,금융,0.8960595328776796,-0.37091454509294114,-0.2956398887914771,0.07650169966442046,True
2011-09-30,07,헬스케어,,,,,False
2011-09-30,08,인터넷/게임/SW,-0.9281360622617094,0.7646073590486923,-0.7806012205629856,-0.31470997459200095,True
2011-09-30,09,소비재/유통,0.5962148086717138,0.5838512915423433,-1.3401719879916494,-0.05336862925919742,True
