period,n_quarters,rank_ic_mean,rank_ic_std,rank_ic_t_stat,spread_mean,spread_std,spread_t_stat,positive_spread_ratio
2010_2017,28,0.14429746192015006,0.28403594554075406,2.6882174953715636,0.060055326753136455,0.186970913589216,1.6996382639774148,0.6785714285714286
2018_2026,33,0.0019351501599771728,0.38651065806473495,0.02876140953035528,0.009826874411738417,0.18507097749596732,0.30502403154553465,0.3939393939393939
spike_years_2020_2025_2026,9,0.21062467502450272,0.3278528185613582,1.9273100284640436,0.10745394553292262,0.27741403280125826,1.1620242615113512,0.7777777777777778
excluding_spike_years,52,0.042472438727363906,0.3483553504331044,0.8791973795443127,0.01997597105536317,0.16590494470501987,0.8682608953621758,0.4807692307692308
year_2020,4,0.35871039438807223,0.3730642724722535,1.923048765891948,0.23324962994063209,0.35415939494718884,1.3172014255073683,0.75
year_2025,4,0.013253621332393013,0.23091510098259446,0.11479215760247764,-0.030270646443592536,0.1806787964842728,-0.33507691032497494,0.75
year_2026,1,0.40776601233866383,,,0.15516957580814533,,,1.0
