year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,-0.11839201284221201,0.31675953872996554,0.0,0.0,-0.11839201284221201
2018,0.06152914557216227,-0.08401784948302582,0.0,0.0,0.06152914557216227
2019,-0.1983172885425264,0.17019485930094325,0.0,0.0277493483052602,-0.2260666368477866
2020,0.7922371269469735,0.5251287429311848,0.0,0.2461360848272729,0.5461010421197006
2021,-0.44254031376031744,0.13170240063376726,0.0,-0.035316520549102,-0.40722379321121543
2022,-0.11327438615248975,-0.18442405395793493,0.0,0.0,-0.11327438615248975
2023,-0.01621647575945473,0.3279894204214897,0.0,-0.0177293971971159,0.0015129214376611716
2024,0.17619530924669657,0.034981455283805474,0.0,0.0422472179791628,0.13394809126753376
2025,0.10624859920448126,1.047004780803555,0.0,0.7666554035490463,-0.660406804344565
2026,0.3300280516280787,0.7344109727369705,0.0,0.0,0.3300280516280787
