signal_date,mode,n_stocks,rank_ic,rank_ic_mean_quarterly,rank_ic_std_quarterly,rank_ic_t_stat,n_quarters
2017-03-31 00:00:00,within_sector,43,-0.22985347985347987,,,,
2017-06-30 00:00:00,within_sector,34,0.10803571428571432,,,,
2017-12-28 00:00:00,within_sector,34,-0.012237394957983167,,,,
2019-06-28 00:00:00,within_sector,23,0.13571428571428576,,,,
2019-09-30 00:00:00,within_sector,33,0.05105311355311358,,,,
2019-12-30 00:00:00,within_sector,37,0.0943681318681319,,,,
2020-03-31 00:00:00,within_sector,29,0.059340659340659324,,,,
2020-06-30 00:00:00,within_sector,26,-0.19567099567099566,,,,
2020-09-29 00:00:00,within_sector,35,0.07190309690309689,,,,
2020-12-30 00:00:00,within_sector,26,-0.1052197802197802,,,,
2021-03-31 00:00:00,within_sector,32,0.3503496503496503,,,,
2021-06-30 00:00:00,within_sector,47,0.2878884595796361,,,,
2021-09-30 00:00:00,within_sector,56,-0.2448901098901099,,,,
2021-12-30 00:00:00,within_sector,36,0.18482142857142855,,,,
2023-09-27 00:00:00,within_sector,30,0.17985347985347985,,,,
2023-12-28 00:00:00,within_sector,33,0.03415334665334666,,,,
2024-03-29 00:00:00,within_sector,44,0.29638621182738834,,,,
2024-09-30 00:00:00,within_sector,57,0.14242917170548747,,,,
2025-06-30 00:00:00,within_sector,39,-0.20733082706766917,,,,
2025-09-30 00:00:00,within_sector,54,0.0764632877442475,,,,
2025-12-30 00:00:00,within_sector,38,0.0014896867838044836,,,,
2026-03-31 00:00:00,within_sector,47,-0.023533819122054406,,,,
ALL,within_sector,833,0.0765631324241297,0.04797787808869995,0.1680108783544258,1.3394144338404235,22.0
