carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F006-B E014,0.0765631324241297,0.04797787808869995,1.3394144338404235,22.0,0.10571981744906327,1.9458546092647344,0.6818181818181818
